TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Northern Illinois",106.01766666667,98.939333333333,0.68882613994692,0–1,0,1,49.1,52.2,36.4,23.2,24.9,18,30.3,42.1,72.4,54.5,65.2,27.3,17.4,4.3,18.2,58.3,73.5,40,33.3,70.6,,,,2021,,,,-0.30054615383075,80,62.5
"Georgia Tech",107.87567878788,86.469076666667,0.9271501294954,1–4,1,5,42.3,49.3,25.6,27.2,15.8,16.1,27.8,24.6,69.1,42.1,48.7,28.7,34.2,4.4,8.6,50.4,47.1,27.2,25.2,68.6,,,,2021,,,,-0.1948476975642,73.2,80.5
"Kent St.",75.561570005467,115.42171454173,0.007600483824207,0–1,0,1,25.7,64.4,32.4,33.3,19.1,4.1,32.1,20.7,73.2,25.5,61.5,17.6,50,0,9.8,31.3,59,25,21.2,68.5,,,,2021,,,,-0.22077549751652,54.5,81.8
"Sam Houston St.",97.284322392003,101.54357265671,0.37923967719807,0–1,0,1,50.8,62.1,17.7,48.4,32.7,17,28.2,26.9,82.5,32.4,64.2,52,33.3,1.9,18.9,80,62.2,40.3,14.5,82.3,,,,2021,,,,-0.17732236781432,54.5,73.3
SMU,83.260237658898,87.991460944669,0.34624414879327,0–3,0,3,38.4,53.2,17.3,36.4,30.2,20.3,30.6,29,77.3,30.6,52.8,39.2,35.9,4.9,17.2,54.1,60.2,27.6,34.2,75.8,,,,2021,,,,-0.7769167508144,59.4,66.2
Richmond,93.565833333333,94.7565,0.46370911022777,0–1,0,1,42.5,58.2,28.3,17.9,21.2,18.6,21.6,32.4,75.4,51.4,55.3,20,41.4,10.5,11.4,47.8,51.5,41.7,43.3,75.1,,,,2021,,,,-0.23896389852264,76.5,58.3
Providence,86.852491450909,96.547607278842,0.22846693325634,0–2,0,2,35.4,56.2,21.7,29.5,27.1,20.2,16.2,49.2,72,38.7,54.6,20.5,40.6,4.1,14.5,63.6,68.2,41.5,24.8,71.1,,,,2021,,,,-0.3488969268626,65.2,81.6
Louisville,109.35269551282,75.482408333333,0.9861128364364,2–2,2,4,48.4,44.2,12.3,24.6,18.3,21.2,23,30.8,68.3,46.6,49,35.3,22.7,10.2,5.7,30.2,52.1,27.9,32.3,68.4,,,,2021,,,,1.1089768314736,80,75.4
Davidson,111.49940051385,88.524350556666,0.93422809532006,0–1,0,1,42.3,51.5,32.4,45.6,19.9,13.3,39.2,45.9,75.4,42.9,61.5,27.6,12.5,3.8,9.5,46.2,38.2,40.8,23.5,72.7,,,,2021,,,,-0.059510949544755,52.2,77.4
"North Florida",105.0792437296,100.6224822841,0.62208304244635,0–1,0,1,50.8,56.5,6.6,11.7,24.4,13.5,18.9,42.5,73.9,46.4,55.1,36.4,39.3,4.1,7.1,60,52.6,54.1,36.4,73.9,,,,2021,,,,-0.10055112742506,75,66.7
"Missouri St.",112.0065,69.468333333333,0.9959029710067,1–0,1,1,45.5,50,44.8,23,17.8,29.2,39,30.6,78.7,44.2,46.5,33.3,38.9,2.3,7.7,39.3,55.6,22.4,29.5,75.9,,,,2021,,,,0.94048905045524,66.7,78.6
Vanderbilt,92.566523809524,98.923575396825,0.31781525017188,0–2,0,2,36.3,57.3,32.3,34.3,21,17,25,41.1,76.3,37.1,53.5,21.1,44.7,5.1,14.3,23.3,51.4,15.3,27.7,76.3,,,,2021,,,,-0.38427046630951,65,61.7
"Washington St.",102.05984041585,77.765817933665,0.95796704236843,4–7,4,11,40.5,45.9,19.7,23.5,21.8,21,30.2,32.1,66.8,38.1,42.9,29.8,35.8,7.8,12.4,56.7,57.2,34.9,28.2,67.4,,,,2021,,,,2.4755668964469,73.9,74.4
"Central Arkansas",75.82196561611,94.233910723841,0.075857563782074,0–2,0,2,31.4,54,20.7,39.6,25.3,15.6,23.9,36.3,77.1,34.7,51.9,17.4,40,3.8,13.3,55.9,61.8,38,25.2,72.7,,,,2021,,,,-0.25868197231844,76,67.3
"Murray St.",76.094775790582,86.798901951819,0.18041104383889,0–1,0,1,40.8,45.3,26.2,29.3,38.1,15.5,40.4,34.1,84.1,38,45.8,33.3,29.6,0,12,33.3,53.3,23.1,36,85.6,,,,2021,,,,-0.29285538799741,41.2,81.8
"Notre Dame",104.39973366027,81.425003624733,0.94574431019172,2–3,2,5,47.2,49.8,27.2,21.2,24.4,20.9,31.1,27.9,73.8,43.3,52.2,38.1,31.1,10,12.9,54.8,54.1,27.9,42.3,74,,,,2021,,,,0.7938009283455,69.5,78.8
Creighton,85.299374747475,89.714985858586,0.35883756405317,0–3,0,3,37.9,54.2,10,23,24.4,16.6,18.1,28.9,68.4,37.9,57,25.3,30.2,3,23.2,70.9,65.6,44.1,24.2,67.7,,,,2021,,,,-0.40766025275799,47.1,80.5
Duke,87.7595,84.6375,0.60266001354472,0–1,0,1,36.9,50,11.5,17.5,26.5,17.7,35,33.3,68,46.7,44.7,6.3,43.8,6.4,8.9,40.9,32.1,26.2,25.4,68.4,,,,2021,,,,-0.18986252250382,57.1,90.9
UCLA,115.42620227771,77.171509957533,0.99033863436688,4–5,4,9,40.1,47.3,31.4,27,17.2,21.5,34.9,28.6,68.4,38,46.4,29.9,32.7,5.5,10.8,50.5,50.9,30.9,32.9,69.4,,,,2021,,,,2.722461006275,72.3,73.2
Pacific,104.39084834835,98.293141141141,0.66644709367493,0–3,0,3,46.5,58.6,22.4,22.9,20.5,20,22.5,40.5,71.7,40.8,59.6,40,37.5,0.7,9.2,59.4,63.7,29.4,29.2,74.7,,,,2021,,,,-0.60792065668658,71.1,79.5
"Texas A&M",111.91822924694,77.666845592503,0.98524648457473,6–1,6,7,48,44.1,36.9,20.3,20.4,19.2,27.4,28.1,70.7,46.7,39.2,35.7,35.5,9.1,10.8,42,47.6,17.8,34.7,68.4,,,,2021,,,,4.1442613972837,72.4,71.9
"North Texas",111.69458333333,102.473,0.72927392916861,0–2,0,2,45.9,59.7,28.5,44.4,24.5,20.7,30.7,43.6,76.7,41.7,60.7,40.7,35.3,2.8,5.2,35.3,50.7,22,13.7,77.3,,,,2021,,,,-0.52737545103135,68.6,72.7
"Gardner Webb",57.931700130809,73.101052818735,0.064486032956593,0–1,0,1,22,52.6,17.3,38.6,16.2,29.9,23.4,26.5,80.2,24.5,54.5,11.5,33.3,12.1,10.2,20,57.7,34.7,42.1,79.8,,,,2021,,,,-0.23896389852264,46.2,59.1
"Northern Arizona",106.08155877141,85.761426852036,0.92022053301292,0–1,0,1,36.6,45.4,19.7,13.2,19.5,15.6,32.7,33.3,76.8,32.7,47.6,31.6,23.1,0,13.5,39.1,51.5,26.8,17.1,77.2,,,,2021,,,,-0.072387873416817,78.6,70
Nebraska,104.11583207336,82.350880057942,0.93684473927801,5–7,5,12,47.5,45,23.1,23.7,24,14.4,30.2,33.7,71.1,46,44.4,33.8,30.8,10.9,7,59.5,54.6,33.5,30.3,70.3,,,,2021,,,,2.2658310345996,73,70.5
"Tennessee Martin",101.93583333333,94.691666666667,0.70009527857654,0–2,0,2,46,52.9,48.5,35.3,24.4,11.9,12.1,30.4,75.7,44.8,48.3,32.4,40.8,5.7,7.5,48.8,46.8,33.7,36,76.2,,,,2021,,,,-0.18576266603535,71.4,77.1
Tennessee,106.32494724672,78.601649292802,0.96994567588297,3–7,3,10,43.2,43.1,24.3,30.7,22.5,16.8,35.3,27.4,72.9,45,41,24.8,31.9,12.6,10.1,47.3,53.7,23.1,31.8,71.6,,,,2021,,,,1.0469607631562,66.9,67.5
Mississippi,99.338454619224,80.982477515685,0.91289045385593,2–6,2,8,43.5,46.3,27.2,38.4,22.8,20.1,27,28.6,72.8,42.4,44.4,31.9,35.2,6.5,8.4,42.9,45.9,19.8,23.3,70.9,,,,2021,,,,0.13734355297376,76,75.8
Wyoming,100.18933333333,113.70016666667,0.18926607631641,0–1,0,1,41.3,65,23.1,20,15.8,15.8,11.1,44.4,63.3,39.3,52.5,29.2,60,2.5,28.6,61.1,63.6,46.2,33.3,67.3,,,,2021,,,,-0.37031547837078,58.3,91.7
Minnesota,100.47716950796,93.649605138948,0.69195151121788,0–8,0,8,44.9,57.8,24.6,27.9,25.5,16.8,30.2,33.5,71.5,45.3,56,29.4,41.1,5.1,11.7,55.1,68.2,36.3,32.7,69.9,,,,2021,,,,-1.5474825456988,71.3,82
Illinois,85.033042372178,87.067243610453,0.43244820917361,0–11,0,11,39.2,49.4,28,29.2,30,18.2,28,34.5,74.3,39.1,48.9,26.3,33.6,6.3,6.6,55.6,60.6,30.9,31.1,73.6,,,,2021,,,,-2.6100808622222,68.6,71
"Loyola Chicago",91.57455,84.7571,0.70882507562585,0–2,0,2,46.1,41.9,15.6,20.3,28.8,14.4,13,37,62.5,45.6,43.6,31.8,22.7,7.9,0,44.7,63.3,24.4,17.9,62.8,,,,2021,,,,-0.5841552818178,85.7,80
Texas,104.20480466084,82.124578111725,0.9392543210635,4–7,4,11,41.8,50.3,24,36,19.5,24.5,32.5,34.5,68.3,37.6,49.6,34.8,35.3,9.2,7.9,45.9,48.2,28.6,23,67.1,,,,2021,,,,1.472770572945,63.3,72.3
"Western Illinois",82.229717543628,78.462196930747,0.63166072458967,0–1,0,1,44.2,47.9,31.7,32.9,27.6,15.6,17.1,33.3,83.5,50,52,26.5,26.1,8,23.1,72.7,65.6,56.7,31.5,79.5,,,,2021,,,,-0.21448714471826,63.2,91.7
"West Virginia",113.50750308242,81.758847877728,0.97753534847882,6–5,6,11,46.6,47.1,28.3,24,21.6,21,29.7,33.8,71.1,45.4,46.2,33,32.8,9.9,13,54.6,60.3,29.2,27.9,70.1,,,,2021,,,,3.5977773045637,77.3,67.3
"Southern Illinois",96.847215529985,92.77801110936,0.62096289601077,0–2,0,2,40.6,46.8,33.3,33.3,24,16.8,22.2,33.3,62.5,39.3,49.4,28.6,25.9,3.7,4.9,47.1,51.1,36.5,25,62.7,,,,2021,,,,-0.67641283937976,78.1,83.3
"Nebraska Omaha",62.010194572739,67.691810224107,0.26733938892132,0–1,0,1,25.4,49.2,24.6,19,12.8,20.5,18.2,12.8,77.9,30.2,56.4,11.5,25,7.7,23.3,43.8,64.3,37.7,38.1,76.7,,,,2021,,,,-0.21819341592803,47.1,58.3
DePaul,109.22145454545,90.419535497835,0.8977570323128,1–4,1,5,40.9,57.4,30.2,29.5,18.6,23.6,28.1,39.5,83.7,42.5,58.2,25.7,36.5,2.3,10.3,47.7,55.7,40.2,24.6,83.3,,,,2021,,,,0.12783749115075,73.1,67.6
"South Dakota",106.17383333333,78.4,0.97032765244949,0–2,0,2,41.8,42.3,35.3,39.8,15.6,17,24,32.9,70.4,50,39.4,14.7,34.5,5.3,7.3,56.5,46.8,29.3,23.6,71.8,,,,2021,,,,-0.34230641333414,58.5,63.3
"Oklahoma St.",104.31190570595,80.745193414621,0.95002670268453,3–6,3,9,44.8,47.8,23.1,20.3,19.1,22.1,25.3,32.6,71.4,42.8,43.5,34.1,40.3,13.3,9.3,65.6,52.9,24,25.8,70.7,,,,2021,,,,0.87246683649948,66.1,79.6
Wofford,59.863768919521,104.00551662181,0.0017397310262649,0–1,0,1,31.5,55.2,34.8,19.5,43.8,13.3,27.8,50,75.3,32.3,59.3,20,30.4,5.6,16.1,53.8,43.6,32.6,29.9,76.6,,,,2021,,,,-0.29285538799741,50,86.7
"Cal Poly",83.624460090429,98.125138500655,0.13717711433175,0–1,0,1,27.7,62.5,9.2,43.1,34.1,10.5,34.7,46.2,76.1,25.5,57.1,22.2,46.7,0,12.8,50,68.4,27.7,41.7,76.3,,,,2021,,,,-0.014776312175709,66.7,58.1
Towson,119.9797931796,105.90170939318,0.80773157635313,0–1,0,1,44.1,76.5,28.9,21.2,13.3,19.9,38.5,42.9,75.6,40.4,54.3,36.8,67.7,8.6,1.8,26.7,70,25,47,73,,,,2021,,,,-0.040138779201276,50,78.6
Liberty,101.46916666667,97.327666666667,0.61756470044727,0–1,0,1,43.5,57.4,17.4,23,15.6,19.8,31.8,30.6,70.7,46.2,51.9,23.5,41.2,7.4,15.4,25,75,24.6,55.7,70.4,,,,2021,,,,-0.23896389852264,50,78.6
Bellarmine,89.985808053929,113.37886582698,0.065531013899753,0–1,0,1,35.6,63.3,21.2,37.5,21.3,12.2,13.9,56.7,65.7,41.2,75,16.7,18.8,2.1,23.5,41.2,46.2,34.6,25,66.1,,,,2021,,,,-0.092881333017674,81.8,66.7
"East Carolina",76.666416666667,89.918083333333,0.13782112881787,0–2,0,2,31.4,54.1,23.7,21.8,20.8,32.3,22.5,44.8,69.7,31.6,54.1,20,36.1,9.5,8.2,31.4,62.3,16.9,32.7,68.7,,,,2021,,,,-0.63904372913171,64.3,79.2
Northwestern,101.40380058516,78.680010739465,0.94871920615802,5–6,5,11,40.9,48.6,36.4,32.5,15.9,23.1,27.9,34.2,69.6,41.3,50.2,26.3,29.5,11.4,6.5,58.5,70,25.8,28.2,68.2,,,,2021,,,,2.4155630886549,65.6,71.4
"Eastern Illinois",99.872742971725,115.48896431808,0.15833100754618,0–1,0,1,49,57,23.5,40.6,33.6,12.6,30.3,40,71.4,31.3,56.9,52.6,38.5,5.9,15.6,75,55.9,37.3,20.3,72.1,,,,2021,,,,-0.19894087464075,58.3,76.9
"Northern Kentucky",96.604083333333,88.353166666667,0.7362772064669,0–2,0,2,36.6,54.2,26.1,26.7,20.6,17.4,27.5,27.1,77.7,33.3,59.5,29.3,29.8,3.6,10.8,44.2,56.3,30.6,35.9,75.5,,,,2021,,,,-0.3136568305342,82.9,80
Elon,82.890190989822,85.00871821905,0.42794841752837,0–1,0,1,32.8,57,14.8,28.1,21.4,24.3,20.5,38.7,70,32.4,53.7,22.2,43.8,9.8,23.5,52.9,65.5,44.3,28.1,70,,,,2021,,,,-0.10055112742506,77.8,68.8
"Appalachian St.",81.569646035149,100.40250226865,0.084023506484855,0–2,0,2,33.3,63.3,29.3,15.8,26.5,22.7,26.6,38.7,79.1,26.3,60.9,29.8,48.3,1.8,25,52.9,60.5,38.2,20.9,77.4,,,,2021,,,,-0.41962407301994,58.3,68.2
"North Alabama",86.086255136569,93.615746848641,0.2760257408868,0–2,0,2,38.4,50.4,25,35.6,19.4,24.1,10.7,54.5,74.7,41.7,51.9,23.2,29.6,1.9,18.3,55.3,79.7,48.3,20,77,,,,2021,,,,-0.50572928643347,65.5,64.6
Oklahoma,109.43794532788,89.351763994689,0.91148733066329,3–9,3,12,48.3,52.1,26.7,26.2,23.1,22.2,23.7,37.8,71.3,46.7,53,34,33.3,3.4,11.2,47.6,56.3,37.9,29.9,70.4,,,,2021,,,,0.1907376128841,73,67.5
"Mississippi St.",100.61423055117,84.280279337779,0.88464547024572,1–3,1,4,44.3,46.5,28.7,33.3,24.6,20,28.8,35.4,71.2,40.4,48.7,35.1,25.9,5.8,8.3,52.8,45.3,32.2,22.2,68.9,,,,2021,,,,0.31796958649535,57.6,81.5
"St. John's",94.003157402482,92.092162234043,0.55877529103969,0–4,0,4,40.1,56,21.2,24,33,20.2,29.9,41.8,68.2,38.6,58.4,29.3,32.8,6.7,13.8,57.5,66.4,28.6,26.4,67.5,,,,2021,,,,-0.44728884783574,79.1,74.1
Samford,71.150990649851,93.099820436568,0.043439200159012,0–2,0,2,31.6,57.5,17.9,27.5,33.8,18.7,29.3,37.3,69.5,32.4,60.8,20,34.8,1.4,11.3,46.7,60.7,33,38.3,69.9,,,,2021,,,,-0.41170079640697,68.4,63.6
"Eastern Washington",95.580941798758,99.465268494245,0.38743585189692,0–1,0,1,50,55.6,39.5,37,39.3,28.3,37.9,54.5,63.6,42.3,51.4,41.2,42.1,11.4,11.5,61.1,69.2,39.5,35.2,66.8,,,,2021,,,,-0.31247516027544,52.9,65
"Kansas St.",97.696234011953,83.530467707852,0.85833057789523,0–11,0,11,45.1,46.7,26.9,27.3,28.9,18.9,24.6,34.6,67.4,43.1,44.5,32.8,34.3,10.6,9.5,70.2,65.2,33.3,32.5,66.8,,,,2021,,,,-2.6708133025822,75,74.3
Pepperdine,81.613153198583,98.038081987296,0.10825372403255,0–2,0,2,38.1,54.5,29.9,19.7,24.3,21.1,18.6,50.8,63.8,34.2,56,33.3,34.2,4.8,2.7,45.5,71.7,24.7,31.1,67.9,,,,2021,,,,-0.57473875084079,58.6,83.3
Charleston,69.211296647458,109.57389031058,0.0050490025964631,0–1,0,1,18.2,62,32.4,66.2,21.4,17.8,26.5,69.7,83.7,23.5,65.5,4.3,30.8,5.2,25.5,0,45.2,31.1,18.3,82.3,,,,2021,,,,-0.042108417094834,45.8,66
Auburn,93.759045442938,89.908891741927,0.61826958985194,0–7,0,7,37.8,55.4,25.7,29.1,21,23.9,28.1,33.3,73.5,38.1,51.6,24.8,42.4,4.2,11.3,41.7,57.4,27.6,31.5,70.9,,,,2021,,,,-1.7779307758477,73.5,70.5
"Western Carolina",100.92764869274,117.06185794277,0.15375692090239,0–1,0,1,41.4,53.8,9.4,30.3,17.4,14.2,31.7,55,63.2,45.8,48.5,18.8,39.4,3,8.3,52,69,25,50,63.9,,,,2021,,,,-0.30364423295086,50,60
"Eastern Kentucky",87.958495368374,102.43576514791,0.14776175546382,0–3,0,3,36.9,52.4,23.4,25.1,28.7,14.6,25.8,48.8,75.4,30.8,55,30.9,31.7,5.4,21.5,53.7,63,38.9,35.5,75.7,,,,2021,,,,-0.41066761606799,73.2,65.5
Idaho,86.5295,99.1605,0.17265519032736,0–3,0,3,32.7,50.4,25.1,13.3,20.5,11.4,23.4,38.5,70,30.8,51.4,23.6,32.5,4.9,15.9,52,55,40.2,36.9,71.9,,,,2021,,,,-0.56055460828213,62.2,53.3
"Northern Iowa",93.941,81.109083333333,0.84409624294629,0–2,0,2,44.2,50.8,31.8,32.3,21.5,20.8,30.6,33.3,76.8,40.2,52.9,34,31,8.2,8.5,55.1,41.4,36.4,33.1,74.3,,,,2021,,,,-0.60427836682904,68.3,82.9
"South Carolina",109.33314513897,73.777549141492,0.98926517128306,7–4,7,11,43.7,42.7,30.2,21.2,21.7,19.4,40.9,27.4,72.4,41.8,43,34.3,27.6,14.8,12.2,44.3,44.8,19.7,22,71.5,,,,2021,,,,4.3366199931199,67,70
Lamar,96.796125832661,89.828140438139,0.7024829894834,0–3,0,3,41.9,52.6,25,44.4,24.5,25,23.1,43,72.1,39,57.3,32.7,25,1.5,9.8,43.8,64.7,28.5,23.4,72.5,,,,2021,,,,-0.53033631021851,67.4,71.1
Kentucky,113.0361601388,86.811089813097,0.95416086221278,4–5,4,9,45.5,45.7,20.8,31.3,18.3,19.6,29,40.8,68.1,42,45.2,35.7,31.8,9.5,12.3,45.5,42.7,30.6,20,66.5,,,,2021,,,,2.0541745289963,73.7,69.2
Wisconsin,95.356061263125,89.193232608145,0.68316307604172,1–12,1,13,42.6,49.4,27.5,29.9,25.3,16.2,28.7,37.9,69.7,43.3,48,26.9,35.1,7.5,9.2,52.3,60.9,24.3,30.1,68.8,,,,2021,,,,-2.0517212891685,72.2,69.9
Alabama,110.65794835432,93.930226563986,0.86815623886019,1–8,1,9,46.1,53.8,28.1,22.5,19.7,16.2,25.8,29.1,71.2,43.3,48.7,34.2,47.4,5.1,12.5,48.4,48.8,35.1,22.9,69.8,,,,2021,,,,-0.93953771430812,69.7,75.6
Tulsa,107.52016666667,68.2515,0.99465645796059,1–0,1,1,45.2,34.1,27.4,30.4,17.9,17.9,17.5,26.7,78.4,34.8,40.7,50,6.7,7.4,8.7,37.5,39.1,25.8,21.7,77.5,,,,2021,,,,0.80840373735978,76.5,71.4
Kansas,100.85192114485,90.204933598031,0.78296777722283,0–10,0,10,42.1,47.4,25.4,30.7,20.5,19.3,23.3,41.9,72.1,41.6,46.7,28.8,32.6,7.4,10.6,48.9,58.7,32.1,29.1,71.4,,,,2021,,,,-2.364649777039,72.8,74.5
"Michigan St.",107.31039419411,84.628457084986,0.93881588176334,2–7,2,9,46.8,51.1,32.5,41.3,21.8,19.5,31.7,29.2,73.3,45.2,51.1,33.5,34.1,9.3,9.5,49.8,59.4,30.6,31.9,72.4,,,,2021,,,,0.096002924660334,66.7,79.2
"Cal St. Fullerton",91.966854772154,103.65634688734,0.20165096557333,0–1,0,1,39,54.3,28,45.7,34.7,9.7,28.1,47.5,72.1,42.9,55.3,22.7,34.8,2.1,14.3,58.8,55.9,44,32.9,72.6,,,,2021,,,,-0.076776969522058,71.4,68.8
Clemson,96.80613698092,84.096358428732,0.83460084968158,0–5,0,5,41.5,52.8,21.5,20.4,21.8,20.7,30.5,29.2,70.6,43.8,51.6,23.9,36.7,3.2,8,42.9,63,28.2,36.5,72.6,,,,2021,,,,-1.2127953552165,61.2,67.2
Colorado,104.68739520491,80.778590580582,0.95173443728359,2–5,2,7,41.9,48.9,31.9,27.8,19.1,20.7,25.9,31.6,67.6,40.6,47.9,29.8,33.5,10.4,14.5,55.9,52.6,30.5,41,68.6,,,,2021,,,,0.84271383347997,60.8,69.9
