TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
UCLA,117.89997005955,79.676682033719,0.98908222417997,5–5,5,10,44.2,45.8,24.9,36.6,17.8,19.4,34.2,31.3,68.9,39.9,43.9,34.3,34,10,14.5,58,52.5,37.6,27,69.4,,,,2023,,,,3.1951622540318,76.3,73.5
Pacific,80.3725,95.762833333333,0.11765468426883,0–1,0,1,27.1,67.7,13.9,21.5,19.8,21.1,28.6,36.7,75.8,25.5,70.3,20,42.9,0,19.1,52.9,47.4,34.7,43.1,77.3,,,,2023,,,,-0.16262431185449,50,71.4
"Texas A&M",94.528578458775,85.09115327292,0.77022109207491,2–10,2,12,40.9,45.4,26.6,40.3,27.1,20.6,24.3,38.5,68.8,40,45.2,28.6,30.6,6.4,10.8,56,50.2,30.2,23,68.8,,,,2023,,,,-0.73253307589629,70.4,74.3
"North Texas",97.95497286551,94.707431089141,0.5957355517306,0–1,0,1,41.8,54.5,27.9,27.3,18.3,19.7,21.6,48.7,71.2,43.8,58.3,23.1,33.3,5.6,4.2,45.8,54.8,21.3,45.5,70.7,,,,2023,,,,-0.28253952716154,76.5,55.6
"Mississippi Valley St.",71.950446417715,106.26507864611,0.011156328018556,0–3,0,3,28.7,63.6,27.5,35.5,31,15.7,28.1,48.6,78.4,32.1,67.1,12.8,37.8,2.8,12.2,54.2,58.9,26.4,34.1,75.9,,,,2023,,,,-0.62769458539477,57.1,62.3
"Gardner Webb",80.347754110241,94.124166939025,0.13944791346862,0–1,0,1,35.6,62.1,42.4,32.8,34.5,29.6,37.8,36,81.2,34.1,69.8,26.7,26.7,11.6,15.9,31.6,35.3,25.4,25.9,82.7,,,,2023,,,,-0.30425628339998,72,89.5
"Prairie View A&M",99.63500027568,104.76043447097,0.3596529997483,0–1,0,1,34.6,58.5,35.3,23.1,16.5,16.5,36.7,36.7,72.6,38.8,64.4,15.8,30,2.2,8.2,18.2,65.7,27.9,30.8,75.2,,,,2023,,,,-0.32670732049035,58.3,86.7
Chattanooga,87.580959392971,84.806277389195,0.5915149336948,0–2,0,2,39.6,50,25,19.5,27.5,15.4,23.9,29.7,61.8,35.1,51.3,36.4,31.4,3.8,20.3,52.9,45.1,22.9,31,61.2,,,,2023,,,,-0.42785039028874,62.5,77.3
"Northern Arizona",88.973333333333,117.58216666667,0.038932778436567,0–1,0,1,38.4,59,39.3,38.5,30.8,11.5,30.8,56.4,77.9,40,53.1,23.8,57.1,6.3,14.3,63.2,33.3,37.5,17.9,76.4,,,,2023,,,,-0.27995273675366,59.1,70
Nebraska,100.60622239767,80.271387665113,0.9306495401623,3–7,3,10,46.6,46.4,27.2,32,23,16.7,25.4,26.2,72.2,44.1,44.2,33.3,34.6,6.4,9.3,64.6,55,42,28.3,70.9,,,,2023,,,,0.88819000821152,64.7,71.8
"Morehead St.",50.218473379258,90.256521625824,0.0011787298770811,0–1,0,1,22.5,63.6,7.8,27.1,36,17.3,19,33.3,69.4,14.3,58.5,21.7,50,2.4,21.4,55.6,63.6,45.1,30.5,68.8,,,,2023,,,,-0.099088242371382,25,75
Tennessee,112.23815358454,80.426290258132,0.97880861691383,4–10,4,14,43.1,46.7,35.9,33.1,22.8,20.7,35.9,35,71.1,43.2,46,28.5,32.3,6.9,9.8,49.8,54.4,26.1,29.3,70.9,,,,2023,,,,1.2485673928424,71.1,71.5
"Jackson St.",91.985033333333,92.825033333333,0.47388865599423,0–5,0,5,33.6,52.9,38.2,23.7,21.9,18.9,30,33.1,74,31.7,53.5,27.6,34.5,4.7,12.3,39.8,56.9,19.3,33.8,74.5,,,,2023,,,,-1.2010740932615,73,70.1
Mississippi,101.54691883986,74.781609232808,0.97120715894705,3–6,3,9,41.5,41.9,19.5,31.3,20.9,22,31.8,36.9,67.8,43.5,44.2,24,23,12.3,9.7,40,59.9,26.6,23.3,66.6,,,,2023,,,,1.4991443418711,69.2,74.6
Minnesota,93.599906812369,88.436894914132,0.65757623011108,0–4,0,4,42,55.4,29.6,28.6,28.5,15.8,33.3,25.2,80.8,42.4,54.4,27.3,39.3,5.1,8.2,52.1,63.1,26.4,22.1,77,,,,2023,,,,-0.6646211667866,75.7,73.4
Illinois,113.19140725602,89.075033949188,0.94021834957509,1–6,1,7,49.5,51.5,19.1,31.5,21.5,15.7,35.1,29.9,70.3,47.5,54,36.1,30.5,8.4,7.3,49.2,59.7,30.6,30.5,67.7,,,,2023,,,,-0.36022704091586,72.3,80
"Loyola Chicago",95.079265386483,97.400433854939,0.43109692912514,0–1,0,1,43.5,56.7,18.5,3,25.5,22.7,18.2,41.9,70.6,40,58.2,35.7,33.3,5.5,15,57.1,69.4,25.9,17.9,70.9,,,,2023,,,,-0.32444639829898,60,50
Texas,110.26263591182,77.902342871164,0.98192889336169,5–5,5,10,47.4,47.2,24.2,34.4,21.6,25.2,36.8,34.2,69.1,47.4,43.1,31.6,38.8,16.3,5.8,49.5,53.3,18.9,26.9,67.8,,,,2023,,,,2.5786790699508,59.3,68.6
"Fairleigh Dickinson",85.100166666667,94.5995,0.22847068482389,0–1,0,1,38.4,50.8,8.9,26.2,26.9,22.7,17.1,45.2,70.6,28.9,56.8,38.9,23.5,0,15.8,50,51.7,32.1,27.9,70.9,,,,2023,,,,-0.32444639829898,80,81.3
"West Virginia",94.775368952398,80.051780199525,0.87452919538135,4–7,4,11,41,48.4,22.4,29.3,19.6,24.6,20.7,36.8,70.9,42.7,49.7,25.7,30.7,6.7,10.5,39.9,56.4,39.7,32.9,69.7,,,,2023,,,,1.1159756321053,69,68.3
"Cleveland St.",79.7395,91.591333333333,0.16888176844006,0–1,0,1,31.5,49.3,27.7,24.7,24.5,20.7,27.5,48.8,77.4,23.8,53.3,30.4,28.6,15.6,21.4,52.9,65.6,35.4,38.4,77,,,,2023,,,,-0.14489746438522,72.2,83.3
"San Diego St.",85.850083333333,95.1175,0.23525548240925,0–2,0,2,36.3,57.1,23.6,30.2,25.9,26.7,23.4,49.1,65.5,32.8,55.9,28.2,39.5,2.9,17.9,66.7,73.6,36.8,35.8,66.5,,,,2023,,,,-0.3813187559102,60,87.5
"Nebraska Omaha",109.70079859212,105.77390155416,0.60329362118089,0–1,0,1,46,66.7,25.8,17.5,9.7,16.7,13.5,24.1,71.9,40,70.6,41.2,41.4,2.9,2.2,52,61.1,27.4,46,75.2,,,,2023,,,,-0.3971450697918,87.5,81.8
"Texas A&M Commerce",83.366794427207,94.472438903746,0.19182925545424,0–2,0,2,36.1,50.6,23.5,24.4,31.2,13.7,26.2,40.4,80.1,38.2,54.8,20,23.5,5.6,18,45,61,25.2,21.3,79.7,,,,2023,,,,-0.35623294442867,71.4,56.4
DePaul,109.60997974982,89.244187045091,0.91402879019034,1–9,1,10,43.1,51.6,21.7,24.2,18.5,19.2,33.3,34.6,73.9,41.6,51.6,30.5,34.4,7,12.9,57.5,68.4,35.8,34.1,74.9,,,,2023,,,,-1.2908899155045,69.8,80.3
"UT Rio Grande Valley",86.794813728726,92.796845453313,0.31670489582635,0–2,0,2,33.1,51.2,21.1,37.7,16.6,17.9,24.5,40.5,72.5,26,51.8,28.6,33.3,5.9,14.3,36.1,47.5,42.1,34.6,71.8,,,,2023,,,,-0.50743722168719,64.3,71.4
"Chicago St.",63.529638609057,104.1647042461,0.0033804234883154,0–1,0,1,23.5,60.5,18.4,26.3,28.7,19.6,14.3,42.3,66.3,20,62.8,21.4,35.7,0,8.6,40,62.5,28.6,24.6,67.6,,,,2023,,,,-0.39145412021223,100,93.3
"South Dakota",90.005092630563,85.387583518188,0.64694875854622,0–1,0,1,32.1,50,35.8,11.8,22.2,10.4,30.6,26.5,67.4,38.9,53.8,11.8,25,3.8,8.3,25,40.6,32.1,23.5,70.5,,,,2023,,,,-0.3971450697918,89.5,75
"Montana St.",96.582833333333,95.7315,0.52543218722944,0–1,0,1,35.1,55.4,24.6,40,21.2,19.8,24.4,54.8,70.8,33.3,54.5,25,40,7.3,24.2,47.1,41.2,42.1,15.4,68.5,,,,2023,,,,-0.095624092876464,85.7,73.1
"Oklahoma St.",118.95914193562,88.773370316463,0.9666240393916,4–6,4,10,50.8,48.2,25.4,23.3,18,14,26.5,31.6,69.9,46.6,48.1,39.4,32.3,6.7,11.9,45.5,47.4,33.9,29.3,67.9,,,,2023,,,,1.5104219238722,69.1,74.5
"Bethune Cookman",70.478909444542,107.31757252455,0.0078800690846277,0–1,0,1,29.2,51.2,19.4,34.9,25.7,12.8,24.1,57.8,85.7,27.3,58.3,23.5,23.1,3.3,16.4,31.6,46.3,23.6,30.2,78,,,,2023,,,,-0.25408881881674,57.1,83.3
Wofford,98.920340513433,105.87172199083,0.31410375176105,0–2,0,2,39.6,57,22.4,26.1,17.4,20.7,15.3,54.1,74.9,34.4,53.6,29.7,41.4,3.6,11.5,50,60.9,51.2,40.8,72.7,,,,2023,,,,-0.34199937534689,75,78.4
"Cal Poly",81.988134038524,92.316710749143,0.20351276075527,0–3,0,3,33.4,55.3,14.2,30.9,27,20,26.4,55.1,66.7,26.9,58.3,29.2,32.8,3.1,25,48.9,55.3,38.5,32.4,67.8,,,,2023,,,,-0.32244897973456,58.3,60.3
Towson,113.01033333333,89.234166666667,0.93799185291244,0–1,0,1,46.2,53.2,18.2,30.2,22.1,15.2,31.7,34.3,72.3,37.7,53.1,53.8,35.7,6.1,5.7,48.1,58.1,19.7,22.2,68.7,,,,2023,,,,-0.18317708380045,75,73.7
"Delaware St.",59.345879212887,97.768636664613,0.0032011361010096,0–1,0,1,27.7,54.3,21.3,14.5,35.3,13.3,17.9,42.9,67.9,14.8,56.8,30,34.4,2.7,18.5,60,65.6,42.6,46.4,67.8,,,,2023,,,,-0.3086027172973,40,80
"Norfolk St.",59.004873348787,97.618307872762,0.0030498216186877,0–1,0,1,22.9,57.3,8.5,38.7,30.4,20.7,19.1,47.2,72.4,22,37,16.7,48.6,22.2,7.3,41.7,77.8,30.5,56.5,73.8,,,,2023,,,,-0.30425628339998,60,87.5
Vermont,89.697032976594,88.473157574176,0.53941620042499,0–1,0,1,40.2,58.5,27.5,23.1,32.7,15.6,24.2,38.9,70.4,33.3,50,41.7,48,5,12.8,44.4,56.3,23.5,38.5,69.7,,,,2023,,,,-0.099088242371382,57.1,66.7
Liberty,87.747,91.628166666667,0.37807379541258,0–1,0,1,27.3,54.4,21.8,35.3,28.6,13.6,33.3,53.8,66.4,34.9,50.9,0,46.2,9.1,18.6,40,50,21.8,19.1,67.8,,,,2023,,,,-0.016361793358535,75,58.3
"Cal St. Bakersfield",78.394521738159,100.88676697422,0.05211332514467,0–2,0,2,36.8,54.5,17.6,31.1,32.1,20.7,20.3,45.2,70.2,38,60.3,22.6,30.6,9.6,11.3,38.2,76.3,30.4,40.2,71.9,,,,2023,,,,-0.51520406011526,72.2,73.7
Presbyterian,59.522927107403,95.697416199022,0.0042332546973065,0–1,0,1,30.2,50,3.4,42.1,42,13.6,26.2,42.9,81,32.3,48.9,18.5,34.5,4.3,32.3,53.3,39.4,46.6,38.2,73.7,,,,2023,,,,-0.25408881881674,100,68.8
"Boise St.",80.2425,90.125,0.20822477442844,0–1,0,1,40,48.2,20,38.6,26,18.8,25.6,31,69.3,39.4,47.6,27.3,33.3,9.5,15.2,78.9,60,40,26.3,70.6,,,,2023,,,,-0.39145412021223,36.4,72.7
Bellarmine,74.413978111871,96.746934385372,0.046609033232661,0–2,0,2,30.6,55.1,34.2,45.6,32.6,15.6,27.9,47.2,76.8,30.5,53.8,20.7,40,5.7,22,45.2,55.1,26.1,22.1,75.4,,,,2023,,,,-0.40790341548022,65.8,77.4
Northwestern,90.573191830997,88.995794775085,0.55034018532157,0–8,0,8,38.2,52.4,26.8,36.4,22.1,20,24,36,75.1,38.3,53.3,25.4,33.5,9.6,10.1,60.2,67.8,27.2,31,73.6,,,,2023,,,,-1.7814704990838,58.3,76.4
Elon,95.970539474967,104.49570212549,0.27314905283115,0–1,0,1,47.1,53.5,15.7,23.9,32.9,14.3,24.1,51.4,70,47.4,52.7,30.8,37.5,1.8,13.2,50,42.9,25.5,22.5,68.8,,,,2023,,,,-0.22917774040453,87.5,76.5
"Appalachian St.",73.418719101689,82.457444519279,0.20830231405087,0–1,0,1,36.4,57.5,23.6,37.7,34.5,30.7,25,25.9,78.3,38.9,62.2,21.1,31.3,0,11.1,38.9,67.9,34.5,30.2,78.2,,,,2023,,,,-0.3086027172973,69.2,80
"North Alabama",82.672315067537,95.923372649855,0.15320960846067,0–2,0,2,40.6,52.4,9.8,30.6,27,14.8,19.5,34.9,77.7,40,53.3,27.4,33.3,8.6,16.7,65.9,59.4,50.8,27.1,74.9,,,,2023,,,,-0.48230936256703,66.7,70.5
Oklahoma,112.26119847293,86.434440174031,0.95287067945541,6–5,6,11,46,49.7,27.2,34.2,20.6,17.1,32.5,26,76.6,44.6,49.7,32.4,33.2,7.5,10,65.8,55.9,35,36,75.8,,,,2023,,,,3.277149565697,72.6,76.1
"Mississippi St.",102.46973304497,84.05611236078,0.90703459914426,1–6,1,7,44.4,45.5,28.2,31.7,22.2,21,23.2,39.3,68.3,42.8,48.8,33,25.4,8.3,9.1,56.6,52.5,24.6,31.3,68,,,,2023,,,,-0.23213327368714,60.4,72.9
"St. John's",108.59975352823,89.009781858284,0.90784594027064,2–5,2,7,43.4,51.6,25.3,18.8,21.1,16.6,30.5,35.4,63.7,39.5,50.4,37.5,36.1,8.5,13.2,47.3,65.3,22.9,32,65.1,,,,2023,,,,0.44317288509673,77.3,75.6
"Long Beach St.",102.7355,94.81475,0.71558714042046,0–2,0,2,48.6,60.8,17,36.9,26.2,29.1,21.5,50,68.7,38.8,59.2,43.6,42.5,8.5,4.5,62.8,74.6,36.8,36,67.3,,,,2023,,,,-0.55812740481462,72.2,58.5
"Eastern Washington",66.604166666667,91.314833333333,0.025861951326516,0–1,0,1,25.4,50.6,16.4,22.1,16.2,13.5,8.2,46.5,73.9,26.7,51.9,16.1,32,5.8,3.3,69.2,54.3,50.8,32.5,73.8,,,,2023,,,,-0.26799525364326,70,58.8
