TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
Vanderbilt,107.76541503349,86.490196623971,0.92615994710318,1–5,1,6,41.6,49.7,19.6,33.6,16.9,20.2,29.8,40,70.9,40.8,52.5,28.6,28.8,8,10.2,51.4,53.3,37.5,29.8,68.4,,,,2024,,,,-0.31510233080146,84.4,70.4
"Bowling Green",95.699467895492,95.412244144891,0.508640880054,0–3,0,3,36.5,68.2,20,23.8,21.3,17.5,27.7,30.8,70.5,34.2,65,26.8,50,4.1,13.2,48.3,65.1,38.4,32,67.8,,,,2024,,,,-0.26118218727822,73,67.4
Memphis,97.891416666667,86.194916666667,0.8120442340494,0–2,0,2,40.8,51.2,21.8,45.2,23.9,28.1,35.1,44.9,78.8,39.8,54.5,29.4,25.9,5.1,5.3,34.5,57.4,23.1,21.4,77.2,,,,2024,,,,-0.61279391751149,65.6,78.9
"Central Arkansas",80.132813776849,82.658167961257,0.41172848845418,0–1,0,1,40,50.9,16.4,30.4,23.3,18.9,17.5,21.2,68.7,35.7,48.8,29.6,38.5,7,7.1,55.6,50,49.1,23.2,70.8,,,,2024,,,,-0.28928348849024,44.4,70.6
"Murray St.",109.51716666667,102.87016666667,0.67261952491624,0–1,0,1,47.9,58.3,19.7,35.9,14.3,9.6,16.3,32.5,83.7,51.4,59.3,29.4,36.8,8.5,16.2,55.2,57.1,47.9,24.4,84,,,,2024,,,,-0.14100139966472,78.6,75
"Notre Dame",112.43148724477,75.839828423296,0.98931090984044,7–3,7,10,45.3,46.1,24.4,22.9,18.2,21.4,31.8,29.6,71.4,44.3,45.1,32.5,32.1,7.8,9.1,47.9,53.8,23.8,31.1,71,,,,2024,,,,4.9131509702324,74.8,69.3
Creighton,111.99863368826,81.976333629104,0.97310744258524,3–2,3,5,43,46.3,28.5,31.2,18.4,14.7,27.2,30.3,69.6,47.2,48.2,24.6,28.1,10.1,8.5,56.6,53.8,40.9,30.6,69.3,,,,2024,,,,1.9752178868808,84.7,69.4
Duke,103.06222469918,77.058090917432,0.96590430671601,2–8,2,10,42.9,46.6,17.9,35.2,23.1,24.1,31.3,32.9,67.9,42,45.3,29.8,33.6,13.2,9.7,50,45.7,31.7,26.2,67.4,,,,2024,,,,0.033973361071583,75.9,70.8
UCLA,115.74601304534,74.58504199174,0.99365529722941,9–5,9,14,46.7,44,28.4,33.9,22.1,19.5,34.9,25.4,69.4,46.9,40.8,30.9,33.7,12,9.7,53.4,50,33.1,32.8,69.3,,,,2024,,,,6.3903723621126,77.7,79.1
Pacific,89.657379403794,89.491722798103,0.50531674365313,0–3,0,3,41.5,60.5,18,24.6,26.1,23,27,36.6,75.4,43.6,51.4,23.3,47.7,8.6,4.3,46.5,78.9,23.5,45,77.1,,,,2024,,,,-0.69163612129567,78.8,76.6
"Texas A&M",109.39831377063,84.124237036692,0.95351647328988,2–5,2,7,42.1,53,20.7,32.8,18.6,23.8,34,36,72.1,42.9,50.2,26.7,42,6.6,8.3,52.2,64.3,27.9,21.7,69.2,,,,2024,,,,0.74927054581769,76.3,75.9
"Mississippi Valley St.",67.748952484605,93.616858056083,0.023680985160479,0–5,0,5,26,57.9,18.8,49.7,29.9,20.8,24.3,47.2,79.7,26.7,61.5,15.9,33.3,5.8,22,46.7,60.7,26.1,31.1,78.1,,,,2024,,,,-0.85244975349479,50.8,66.9
"Gardner Webb",78.490059430354,104.87088946947,0.034482348863106,0–1,0,1,35,48.3,28,28.7,41,12.4,26.5,52.9,80.6,35.7,54,22.7,27,4,17.9,40,59.5,44,42.5,80.8,,,,2024,,,,-0.32991499109277,100,72
"Northern Arizona",105.155,100.72383333333,0.62130936946474,0–1,0,1,49.1,54.6,19,36.9,26.1,19.3,25.7,50,72.7,48.4,60.8,33.3,21.4,7.8,12.9,58.3,55.9,46.6,21.5,72,,,,2024,,,,-0.28193431436575,63.6,66.7
Nebraska,107.10322858189,83.808317364812,0.94377360346431,3–7,3,10,47.4,53.8,24.5,27.5,23.6,17.8,34.7,24.4,73.4,45.6,54.4,33.3,35.3,7.3,11.5,63.6,62.3,41,40.7,70.5,,,,2024,,,,0.7905153223677,69.9,73.8
Yale,108.86297328607,104.45184631704,0.61672812983776,0–1,0,1,49,54.5,37.5,18.2,22,17.3,17.2,55.6,63.6,50,52.9,30,40,2,10.5,63.6,42.4,20.8,22.7,67.1,,,,2024,,,,-0.32533119959683,66.7,58.3
"Morehead St.",77.045528597519,93.541444626286,0.09699288670269,0–2,0,2,34.7,49.6,27.8,34.6,29.3,20,30,45.2,69.9,36.5,53.1,20.6,25.8,2.1,5.4,47.1,30.5,31.5,24.4,69.6,,,,2024,,,,-0.5713747522391,56.7,75
Tennessee,107.56831499981,82.387889258344,0.95550692085498,1–9,1,10,41.4,43.7,26.2,21.1,19.8,15.1,31.5,40,72.4,43,43.8,25.5,28.9,5.6,10.7,47.9,56.5,33.9,23.9,70,,,,2024,,,,-0.83837126117585,71.9,68.6
"Jackson St.",90.924055555556,93.233722222222,0.42837698203073,0–3,0,3,27.6,57.2,23.2,36.7,20.2,18.8,37,36.7,71,30.9,54.2,9.8,41.9,8.5,11.7,35.2,71.1,20.2,34.4,71.5,,,,2024,,,,-0.3416065215313,74.5,72.7
Mississippi,104.24618445209,77.377130694205,0.96856019625962,3–4,3,7,40.1,45.8,35.9,32.7,21.8,22.8,35.2,35.2,72.8,42.3,44.6,20.3,33,14.2,9.7,44.5,61.5,18.4,24.1,69.3,,,,2024,,,,1.1116339666579,73.4,70.7
Wyoming,106.011,91.387416666667,0.84644718988011,0–2,0,2,48.6,51.5,23.9,16.7,19.1,14.6,26.6,37.3,65.3,54.7,53,26.7,32.7,3.6,1.6,57.4,56.7,41.3,37.1,66.6,,,,2024,,,,-0.56018586040832,73.1,77.3
Minnesota,92.014090605143,86.613098485678,0.66722098971148,1–8,1,9,40.1,58.5,17.2,17.7,21.1,18.6,25.8,26.7,70.1,41.6,59.1,24.9,38.5,3.4,6.6,48.7,68.8,33.8,46,67.2,,,,2024,,,,-0.85463921626578,67,67
Illinois,110.80360880788,85.23776269266,0.95331934139645,2–7,2,9,49.5,53.6,27.8,24.5,20.6,21.3,25.2,29.6,73.4,49.9,50.8,32.4,39.6,4.1,6.1,47.9,62.9,27.1,33.1,70.6,,,,2024,,,,0.051536719278056,83.2,77
LIU,87.323425194386,109.11064644972,0.071654186103699,0–1,0,1,38.4,66.9,25,13.2,27.5,15.9,32.5,39.4,69.1,37.8,60.6,26.3,48.6,9.1,24.3,47.4,81.1,33.9,51.5,71.4,,,,2024,,,,-0.18340688443323,50,77.8
"Loyola Chicago",96.485428601141,77.453329704589,0.92599519790012,0–1,0,1,50.8,55,10.9,38.6,26.8,19.8,7.5,36.8,86,44.8,60.9,37.1,29.2,2.2,10.3,61.5,51.4,54.7,34.3,79.3,,,,2024,,,,-0.066463314771018,57.1,77.8
Texas,123.16069368707,78.179195944633,0.99465690809423,7–4,7,11,49.3,48.8,32.8,29.2,20.7,24.8,33.1,28.8,71.1,49.1,49.8,33.6,31.3,9.5,4.9,47.2,62,17.8,34.9,68.8,,,,2024,,,,4.3370102084755,75.1,70.9
"Fairleigh Dickinson",72.489204755181,93.363722118387,0.051649195805752,0–1,0,1,34.7,58.9,9.7,28.8,23.7,9.2,20.5,29.7,75.9,32.4,75.6,25,21.4,4.4,5.9,61.1,70,45.2,38.4,70,,,,2024,,,,-0.066463314771018,50,76.2
Cornell,78.274642040934,100.46453892341,0.053647363872217,0–2,0,2,33.8,58.6,22.5,19.5,32.6,16.7,29,36.5,69,34.9,57.3,18.8,41,3.4,11.6,54.5,71.6,15.7,30.5,69.9,,,,2024,,,,-0.42554535468808,78.3,72
"West Virginia",105.14116423806,78.150034644195,0.96806954698346,2–6,2,8,43.4,53.3,24,34.2,19.7,30.4,24.5,34.5,71.8,45.7,49.4,26.7,43,7.5,9.9,47.6,55.1,41.3,25.8,70.2,,,,2024,,,,0.1078890682487,70,68.3
Oklahoma,114.60253666708,81.967175279837,0.97924993127129,6–5,6,11,46.8,47.1,22.2,33.7,21.7,19.5,34.8,28.4,76.2,45.6,45.7,32.4,33.3,7.3,11.3,71.6,54,40.3,33.2,75.7,,,,2024,,,,3.4621172496972,73.3,71.8
Queens,83.442402845757,99.275508839498,0.11940924242923,0–2,0,2,37.1,60.4,15,47.8,26.4,15.4,14.3,46.4,77.8,29.4,65.3,37.1,30.3,1,10.6,39.5,57.9,29.2,24.6,75.7,,,,2024,,,,-0.33289505572723,55.6,64.1
"Southern Illinois",98.568364802414,85.678206684592,0.83365372577728,0–1,0,1,34.4,51.6,29.5,26.2,25,18.1,31.1,27.8,72,37.5,51.1,15.4,35.7,4.3,14.6,30,55.2,21.3,23,69.9,,,,2024,,,,-0.21764512977631,72.2,62.5
"San Diego St.",82.49,97.355333333333,0.12949400287832,0–1,0,1,33.3,55,6.7,15.7,10.6,16.7,12.5,51.4,65.8,36.2,61,15.4,31,0,10.6,31.6,52.9,21.7,41.4,66.3,,,,2024,,,,-0.17028619801567,100,72.7
DePaul,99.328731895005,89.982027513927,0.75703398162321,0–7,0,7,43.2,53.4,24,34.9,23.4,17.3,26.4,31.1,75.8,41.3,56.8,31.1,31.1,6.4,8,63.4,61.4,36.8,33.8,75.9,,,,2024,,,,-1.7067491603012,67.6,82.7
"UT Rio Grande Valley",93.145608500747,110.90486468537,0.11848545573047,0–1,0,1,35.4,62.7,45.8,23.9,28.1,15.5,18.4,56.3,71.1,33.3,50.9,25,68.8,5.5,8.3,71.4,74.4,50,22.5,70.4,,,,2024,,,,-0.1093095961644,77.3,88.2
"Chicago St.",68.043570402742,108.84782045109,0.0044840744477802,0–1,0,1,25.5,60.1,16.4,34.2,40,7.5,22.7,46.2,79.9,21.1,67.8,23.5,25,3.4,5.3,50,53.3,30.9,25.3,75.9,,,,2024,,,,-0.099293466763922,77.8,66.7
"South Dakota",86.828897993351,83.912929677458,0.59696558276258,0–2,0,2,39.4,45.7,44.4,15.7,27.4,15.9,26.8,37.2,69.3,45.8,47.6,20,28.6,1.2,18.6,51.4,71.4,40.4,40,69.5,,,,2024,,,,-0.59766449947915,65.9,63.6
"Oklahoma St.",107.83291827499,85.941577266753,0.93147210255629,1–10,1,11,47.4,49,19.3,23.2,21.5,17.2,21.4,34.3,71.5,46,52.4,33.2,28.7,5.7,8.6,48.9,59,35.4,36.8,69.3,,,,2024,,,,-1.514947136347,70.4,71.9
Wofford,96.768023075063,91.328931914747,0.66044169992699,0–1,0,1,40.7,50.7,14.3,27.5,12.1,17.5,22.2,36.6,74.4,40.9,57.1,26.9,29.4,11.4,9.1,56,76.7,37.1,49.3,72.1,,,,2024,,,,-0.22929161344037,60,78.9
"Cal Poly",71.08503002184,92.394400625385,0.04674476018854,0–2,0,2,30.3,60,4.2,35.7,29.7,16.7,26.4,32.8,69.1,30,57.1,20.7,42.3,6.3,15.6,51.5,65.5,24.4,45.2,69.2,,,,2024,,,,-0.16888800117113,80,80.5
Towson,79.22046247094,100.83772694564,0.058706960580579,0–1,0,1,29.5,62.1,19.7,30.3,17.9,17.9,14.3,36.7,78.3,29.3,64,20,37.5,0,14.6,47.1,63.2,37.9,24.2,73.3,,,,2024,,,,-0.28515897735367,92.3,85
"Delaware St.",73.793611240645,109.91919083082,0.010126283168185,0–2,0,2,27.3,58.4,26.4,33.8,30,17.6,19.8,53.2,76.7,29.6,64,13.8,31.3,4,11.1,60.7,69.6,26.4,32.4,73.6,,,,2024,,,,-0.28227578671488,69,66
"Alcorn St.",73.331368279133,101.85414538079,0.022349159292693,0–3,0,3,32.4,59.1,17,57.1,30.8,23.3,22.3,43.7,67.1,31.3,63.7,23.7,34.9,2.2,9.6,46.7,62.5,24.8,40.9,66.7,,,,2024,,,,-0.67591034642326,65.4,75
Liberty,98.850766666667,92.048933333333,0.69420372053149,0–5,0,5,45.7,48,22.1,32.3,28.5,14.7,31.2,43.3,72.3,41.1,42.5,36.5,39.2,10.3,7.6,61.3,61.6,34.2,34,71.6,,,,2024,,,,-1.1457580309732,71,70.2
"Le Moyne",74.104012764422,103.72030456404,0.02049985749912,0–2,0,2,31.4,62.9,26.8,22.3,33.4,17.8,25.4,47.2,70.3,33.8,66.3,17.2,39,7.5,10.3,50,69.7,29.9,42.4,69.4,,,,2024,,,,-0.2493614839685,73.1,48.4
Presbyterian,69.410873548209,91.950494878672,0.037910543064968,0–2,0,2,25.2,54.9,10.8,26.5,34.5,13.9,30.2,44.9,68.2,20.3,51.6,25,41.5,2.2,35.4,62.5,59.4,28.8,31.1,66.9,,,,2024,,,,-0.17890128028796,66.7,65.7
Bellarmine,84.727042257748,109.72336878463,0.048657564418787,0–2,0,2,36,61.3,16.7,31.1,30.9,12.9,17.1,53.6,77.8,27.9,64,30.2,37.3,2,13.1,60.6,60.2,46.5,33.8,77,,,,2024,,,,-0.31133755839451,78.9,83
"East Carolina",81.236916666667,79.054583333333,0.57765621400909,0–2,0,2,28.6,53.2,33.1,50,22.7,24,29.8,35.7,72.2,27.7,46.2,21.7,46.9,2.6,8.9,33.3,62.7,18.5,29.1,69.9,,,,2024,,,,-0.20370666476382,48.8,63.6
Northwestern,96.980405086973,97.880943729452,0.47345156324482,0–9,0,9,42.9,56.7,20.7,27.4,24.3,14,25.4,36.4,73.6,40,55.8,35.2,38.8,10.2,8.9,66,65.9,22.7,33.8,70.8,,,,2024,,,,-1.9841854850526,74.8,81.4
"Eastern Illinois",71.374835046927,95.232496474835,0.035015454126598,0–1,0,1,32.1,71.2,24.5,16.7,29.2,13.3,15.4,18.5,75.3,32.6,79.5,20,36.4,4.5,9.3,25,60.5,18.9,33.3,75.5,,,,2024,,,,-0.14100139966472,69.2,18.2
Elon,68.966975238354,87.895572152594,0.05792154776249,0–2,0,2,28,50.8,20.2,21.4,23.8,18.9,13.4,37.1,71.5,32.5,54.7,10.3,28.9,7,12.5,58.6,56.7,26.6,34.4,71,,,,2024,,,,-0.4376465751396,59.1,89.3
"Cleveland St.",106.897,93.734666666667,0.81922018105982,0–1,0,1,51.6,58.2,22.6,41.8,21.5,24,16.7,55.9,79.2,37.8,66.7,58.8,32.3,8.3,4.4,44.4,55.9,27.4,46.3,73,,,,2024,,,,-0.10136787999182,78.6,92.9
"St. John's",99.177482314504,90.765114602933,0.73483891838055,0–4,0,4,44.7,60.2,22.2,20.4,22.8,17.9,20,27,65.7,48.6,56.2,23.8,46.9,2.5,6.9,42.4,69.4,30.4,28.3,65.5,,,,2024,,,,-0.73996841461319,73.9,78.3
"Long Beach St.",101.85468571174,88.778644761487,0.82922033044473,0–2,0,2,42.9,48.9,33.1,58.7,31.1,19.8,34.9,46.6,83.5,43.2,51.6,28.1,28.9,3.2,9.5,42,44.3,25.2,32.6,82.9,,,,2024,,,,-0.25180817254256,71.4,69.1
Samford,73.667829859474,88.211669653243,0.11184918174444,0–1,0,1,32.4,52.6,25.5,17.2,29.9,17.3,29.3,32.3,63.6,27.3,57.5,27.8,27.8,10,21.2,57.1,46.4,35.3,31,63.8,,,,2024,,,,-0.32598857856334,46.2,80
"Eastern Washington",125.934,93.601833333333,0.96808185182558,0–1,0,1,63.9,47.1,25.9,24.3,18.9,17.4,18.5,50,68.8,51.7,47.1,52,31.6,3.9,10.3,64.3,53.3,46.3,27.1,70.4,,,,2024,,,,-0.31365470120932,78.6,94.1
"Kansas St.",106.24680973314,74.789681485927,0.98266389494398,6–6,6,12,48.9,43.7,25.7,27.4,21.3,19.6,22.5,26.4,69.3,50.3,42.5,30.6,30.8,11.5,7.7,63.7,52.7,32.2,32.6,66.7,,,,2024,,,,3.7216977090248,68.4,74.4
Pepperdine,78.478833067819,88.61023371609,0.19840203957148,0–2,0,2,35.4,55.2,8.8,22.2,23.6,16.7,21.6,42.9,65.7,40,52.1,14.3,39.6,6.8,8.2,34.2,62.7,24.8,42.1,67.2,,,,2024,,,,-0.46771007580418,70,67.9
