TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Indiana St.",75.136876651816,84.761325861059,0.2000357575908,0–1,0,1,32,55.6,24.6,48.1,34.4,31.8,39.1,43.8,75.5,30.6,70,25,25,0,14.3,44.4,63,19.7,44.4,73.2,,,,2022,,,,-0.22311317219559,73.3,69.2
UCLA,106.80645207531,83.862560914481,0.94164861930422,1–6,1,7,40.3,46.2,21.2,36.8,18.8,16.6,33.3,32,66.1,37.3,39.6,31.2,40.2,6.7,7.8,49,65.8,31.9,32,67.6,,,,2022,,,,-0.25335287299064,71.7,70.5
Pacific,82.530832632145,94.344989083353,0.17674741328482,0–5,0,5,35.2,54.5,28.5,25.4,26.4,20.1,26.1,41.3,76.5,36.1,53.8,22.2,37,3.4,13,46.3,64.2,30.2,39.4,78.8,,,,2022,,,,-0.88895035718803,71.8,73.6
"Texas A&M",100.16307376603,84.65536633228,0.87373867741747,2–7,2,9,38.9,44.3,23.2,30.7,21.7,19.6,28.3,40.2,68.6,35.8,42.9,31.3,31.9,7.4,12.6,53,59.6,27.5,27.7,68.8,,,,2022,,,,0.44678534441256,73.4,65.5
"North Texas",99.546166666667,88.4595,0.79541526534053,0–1,0,1,42.6,55.6,34.4,14.1,17,17,15.4,37.1,76.3,39.5,56.5,33.3,36,2.2,4.7,26.1,62.9,29.5,35.2,75.9,,,,2022,,,,-0.083424348976147,61.9,70
"Mississippi Valley St.",78.753670673206,106.20353355807,0.03110240840714,0–1,0,1,33,63.9,18.9,42.6,36.3,22.8,28.9,45.2,74.4,27.8,62.8,29.4,44.4,0,13.9,53.3,68.6,32.1,29.5,75.1,,,,2022,,,,-0.19535686987264,90,61.5
"Gardner Webb",69.500578972504,106.46977240166,0.0073545863858987,0–1,0,1,25.9,51.9,36.2,29.5,31.8,20.8,26.7,57.5,81.7,29.4,54.5,0,25,3,17.6,53.3,51.3,12.1,15.4,80.3,,,,2022,,,,-0.26125109569492,71.4,69.6
"Norfolk St.",75.833750426269,92.385319748491,0.09360568247116,0–2,0,2,31.6,54.9,13.1,39.3,21.2,25.4,21.3,38.7,70.9,28.6,60,24.4,31,7.1,11.7,48.5,70.9,36.9,37.5,68.7,,,,2022,,,,-0.35402374345838,81.3,79.5
Chattanooga,69.915173335515,102.93756648392,0.01155905832874,0–1,0,1,27.4,58.8,37.7,29.4,27.9,18.6,14.9,48.5,75.3,23.3,63.3,21.7,31.6,2,13.3,58.3,81.1,43.4,27.9,72.2,,,,2022,,,,-0.20093108018769,60,55
Nebraska,110.33300224586,83.815230845035,0.95934839343392,3–6,3,9,47.7,48.7,24,34.4,20.7,17.6,32.6,27.8,74.5,46.5,49.4,33.3,31.4,6.5,8.4,50.6,53.3,35.5,28.6,72.1,,,,2022,,,,1.0481889689503,69,77
Yale,81.159343264951,84.756221431446,0.37784754060178,0–2,0,2,39.2,48.3,28.4,32.2,35.9,21.2,18,35.8,68.3,37.5,41.3,28.1,42.9,5,5.4,60,60.4,36.4,30.4,70.2,,,,2022,,,,-0.5401798544071,64,64.9
"Tennessee Martin",81.50869677773,78.048946560164,0.62217636770294,0–2,0,2,37.2,49,23.3,20,25.7,18.8,18.8,32.8,58.4,32.8,50,31,31.4,1.4,23,55.2,60.9,32.2,33.3,59.6,,,,2022,,,,-0.26973104662736,57.1,61.9
"Morehead St.",62.771406638908,88.413547651725,0.019095098611538,0–1,0,1,22.7,59.1,7.3,20,24.7,21.4,22.2,43.3,60.8,23.5,50,14.3,44.8,11.5,11.8,45.5,80.8,38.2,52.7,60.4,,,,2022,,,,-0.083424348976147,75,72.7
Tennessee,105.66264487831,76.029673193781,0.97779470170774,5–4,5,9,41.1,40.4,33,25.8,26.1,20.5,40.3,35.5,71,39.6,35.1,31.4,34.2,14.6,9.9,50.2,59.8,19.1,32.4,72.1,,,,2022,,,,3.6247529833232,63.5,71.5
"Texas St.",95.863976505663,79.186414488835,0.90006468824891,0–1,0,1,44.4,45.2,11.3,48.4,19.9,19.9,23.3,29.7,80.4,48.6,59.5,26.5,16,0,10.8,85.2,53.8,47.9,40.3,79.9,,,,2022,,,,-0.083424348976147,87.5,70
"Jackson St.",106.26383333333,89.221416666667,0.88186851717511,0–2,0,2,38.7,45.8,35.9,37.9,22,19.3,36.9,41.3,75.1,42.1,44.8,14.3,33.3,6.7,12.1,35.4,57.1,16.4,20.5,76.2,,,,2022,,,,-0.27281059653994,67.4,72
Mississippi,100.29123051643,74.399927816901,0.96875546678953,1–3,1,4,36.8,42.6,20.2,40.1,18.2,20.8,24.2,33.1,68.6,34.6,44.7,34.4,20.6,8,11.4,50,49.5,13.2,15.3,70,,,,2022,,,,0.71997973219573,65.3,74.2
Wyoming,91.974583333333,81.512916666667,0.80037406801893,0–2,0,2,43.9,49.5,19.6,20.7,22.3,19.2,23.2,22.7,65.1,44.6,48.1,28.6,35.3,5.2,18.5,53.7,59.2,39.3,30.6,66.3,,,,2022,,,,-0.38656921514423,66.7,69.6
Minnesota,111.7988062385,97.554543271669,0.82740211671303,0–8,0,8,47.7,58.2,20.2,32,20.4,15.5,24.2,34,71.1,44.6,57,35.7,40.8,6.6,6.3,42.8,58.4,34.7,28.9,69,,,,2022,,,,-1.4523757818945,74.5,79
Illinois,93.302113932598,99.971342842241,0.31131702060204,0–3,0,3,40.8,58.4,30,21.8,26.1,17.7,32.5,31.8,75.4,42.2,56.2,25,41.7,6.2,7.8,40.3,62.1,28.9,35.6,71.8,,,,2022,,,,-0.6591131324798,72.2,65.9
Texas,113.16050328509,72.927404364909,0.99364691336434,6–3,6,9,45.8,44.3,27.4,34.9,18.2,26.6,32.1,34.1,66.3,42.1,43.5,39.7,30.6,8.3,9.6,43.4,48.4,21.3,33.7,66.3,,,,2022,,,,4.5840562865494,73.2,76.5
"Western Illinois",85.060092221644,90.89555685983,0.31798201905315,0–5,0,5,38.8,52.2,27,19.3,27,16.7,15,35.1,73.2,41,57.6,24.2,28,6.7,15.8,51.7,51.9,47.1,34.5,75.7,,,,2022,,,,-1.1579668106925,64.8,80.3
Cornell,81.297602111352,99.849645313267,0.085974059330796,0–2,0,2,32.8,50,30,32.1,35.4,23.8,38.1,50.8,60.8,30.2,53.8,25.9,29.5,13.8,12.7,53.8,68.8,30,40.4,62.5,,,,2022,,,,-0.5401798544071,70.4,88.6
"West Virginia",95.147604712571,82.747082597649,0.83283686746111,0–9,0,9,40,51.5,21.5,36.2,22,20.5,28.7,30.5,72.1,41.2,49,23.8,38,9.5,10.6,58.8,60.6,21.6,30.6,72.5,,,,2022,,,,-1.5107908117139,66.9,74.3
Oklahoma,112.22440883878,85.05309454549,0.96038343810428,5–5,5,10,48.7,47.9,32.1,30.9,24.1,19.7,30.6,35.8,77.7,46.1,46.6,35,33.8,6,9.7,62.8,51.5,40.5,32.4,78.8,,,,2022,,,,3.3056821178461,78.1,75
"Southern Illinois",85.196833333333,86.186,0.4668611301111,0–2,0,2,36.7,49.5,11.4,33,23.1,14.3,18.8,28.1,62.8,31,55.8,32.4,17.4,3.5,8.5,57.6,50,32.4,21.1,61.5,,,,2022,,,,-0.34407750599015,75,58.3
"San Diego St.",89.599833333333,86.237166666667,0.60823529395207,0–1,0,1,50,43.9,21.7,44.9,29.7,21.9,20,26.7,64,47.2,47.2,40,23.1,5.6,19.4,42.9,60,21.7,26.5,64.6,,,,2022,,,,-0.27765531350045,20,86.4
"Nebraska Omaha",84.648872970141,87.871062424732,0.39421574390783,0–5,0,5,38.9,49.1,24.3,24.8,28.9,19.7,23.2,35.1,65.1,35,50.9,33.3,31.3,10.7,12.2,51.2,73,25.9,45.2,67.4,,,,2022,,,,-1.1426863285221,71.2,79.2
DePaul,120.58577327327,89.799479039039,0.96739037363105,2–3,2,5,50.9,52.9,17.7,21.5,18.8,19.8,33,37.4,77.8,53.2,59.8,30.7,23.5,3.6,8.9,47.2,54.9,32.5,28.1,77.9,,,,2022,,,,1.0896421360269,82.3,73.3
"UT Rio Grande Valley",92.885572880952,93.207194180257,0.49006366088943,0–1,0,1,42.5,55.6,34,31.9,34.8,27.3,24.3,54.8,80.5,42.9,48.3,28,57.1,3.4,7.1,63.2,47.2,47.2,19.4,82.2,,,,2022,,,,-0.077453726667304,72.2,56.5
"South Dakota",107.75344047619,85.392733333333,0.93551855605606,2–2,2,4,42.7,50.7,26.4,24.1,14.7,21.8,28.3,34.7,63.1,38.5,46.6,37.7,37.9,9,10.9,51.7,68.4,23.3,39.5,65,,,,2022,,,,1.1949318317684,68.3,75.5
"Montana St.",92.498263051906,94.104295375696,0.45067123561398,0–3,0,3,37.4,55,10.8,32,20.7,18.3,29,38.2,68.9,39.5,56.2,22.5,35,4.1,8.9,41.5,61.8,36.4,33.1,71.3,,,,2022,,,,-0.62819220467361,81,69
"Oklahoma St.",87.082871863895,84.435054288083,0.58785182768649,0–8,0,8,36.1,50.4,25.7,31.6,21.3,20.9,27.7,31.8,68.7,33.6,50.4,28.6,33.6,7.1,8.7,51.3,47.4,26.8,25,68.8,,,,2022,,,,-1.3385835601166,63.6,76.2
Wofford,107.6230624515,91.325157857546,0.86857294329586,0–1,0,1,43.3,57.6,10,33.3,21.5,14.4,15.4,48.6,69.7,33.3,57.5,37,38.5,5,0,57.1,69.7,45,39.4,70.8,,,,2022,,,,-0.042158955291577,83.3,63.6
"Cal Poly",58.494837996036,71.503548877725,0.090355778992976,0–1,0,1,22,52.3,15.3,7.6,30.6,26.6,24.5,33.3,75.1,23.8,60,11.8,26.9,2.5,16.7,75,61.3,28.8,39.4,75.9,,,,2022,,,,-0.11722779882884,66.7,60
Towson,89.288333333333,89.766,0.48466538936427,0–2,0,2,33.2,51.4,25.8,25.2,24.2,18.2,31.6,41.3,74.2,36.3,48.5,18.8,39.5,5,3.8,28.9,56.3,37.5,27.3,75.9,,,,2022,,,,-0.22411936695242,63.6,71.4
"Prairie View A&M",63.825408807718,99.844631021932,0.005789891107921,0–2,0,2,26.3,62.8,7.9,31.7,19.7,16.6,19.5,41.8,81.4,20.2,54.8,27.9,49.2,7.1,12.8,55.9,69.7,28.3,42.1,80.7,,,,2022,,,,-0.35470068255678,50,60.9
"Alcorn St.",72.726653561652,111.53550527413,0.0072620623096112,0–2,0,2,33.7,63.6,9.6,40,31.8,14.5,20,46.7,69.1,28.8,63.5,26.7,42.5,2.4,8.5,75.9,60.6,43.3,32,67.7,,,,2022,,,,-0.2869114466086,60,70
Liberty,102.147,53.484166666667,0.99941353671788,1–0,1,1,43.6,34,29.1,20,27.1,30.3,42.1,28.9,62.7,34.9,34.8,50,22.2,17.4,14,57.1,57.1,21.8,54,64.7,,,,2022,,,,0.69171552219937,68.8,60
Presbyterian,90.760381926222,86.016776989622,0.64961011293476,0–1,0,1,44.6,56.2,34.8,29.2,34.6,19.4,29.6,36.1,72.2,50,64.4,21.4,25,0,6.3,57.9,76.5,30.4,30.8,70.7,,,,2022,,,,-0.21959140194357,75,42.1
"Boise St.",85.290208618506,96.683005515071,0.19125952448802,0–1,0,1,24,63.5,58.3,44.2,32.2,18.4,37.2,36,65.2,26.3,60,10,47.1,2.9,15.8,63.6,65.5,20.8,32.7,65.7,,,,2022,,,,-0.11442878887477,60.7,78.3
Bellarmine,71.104951597986,99.848259770752,0.01975901652493,0–2,0,2,33.3,59.9,13,16.4,37.3,20.9,23.8,50.7,76.4,26.5,62.5,30,35.7,1,19.1,46.7,47.5,37,28.8,74.5,,,,2022,,,,-0.26114037924713,78.6,70.8
"East Carolina",75.329833333333,60.461,0.92612219785286,0–1,0,1,34.3,29.4,24.1,23.5,36.2,22,28.6,32.6,77.4,36.2,29.8,14.3,18.2,17.5,12.8,66.7,52.6,13,16.2,83.4,,,,2022,,,,-0.30127996584521,46.2,75
Northwestern,103.74523412569,81.420671180158,0.9419448828789,3–5,3,8,42.1,50.9,21.8,25.7,17.7,23.5,30.4,30.2,67.8,40.1,45.8,30.8,40,9.8,8.1,57.3,72.1,33.1,35.9,65.9,,,,2022,,,,1.2712965259331,76.1,84.7
"Eastern Illinois",102.3219881972,103.49790935454,0.46719507199419,0–2,0,2,47.5,64,18.6,22,17.2,24.6,24.3,49.1,67,39.5,60.4,43.2,44.6,3.8,12.3,39.6,70.5,31.4,55.1,68.8,,,,2022,,,,-0.54418598889424,81.8,61.5
Buffalo,116.32383333333,89.407333333333,0.95375773576601,0–2,0,2,42.5,59.1,36.5,37.4,20,27.7,25,35.9,73.2,39.1,53.2,33.3,47.4,11.7,11.5,40.4,76.3,31,33,75.5,,,,2022,,,,-0.20082270850675,65.2,72.1
Valparaiso,83.769922289606,76.796080882125,0.73097692494895,0–2,0,2,38.8,45.3,18.1,19.7,27.6,22.3,4.9,32.9,67.2,43.5,41.7,22.9,36.4,8.3,13,51.6,57.4,51.1,28.2,68,,,,2022,,,,-0.48226187086055,82.4,78.3
Elon,94.481092642879,90.676905869669,0.61600271278893,0–2,0,2,33.3,59.1,10.8,44.2,26.9,23,29.5,51.9,63.1,28.8,53.4,26.7,48.4,4.1,24.2,51.6,64.8,40.5,29.8,64.8,,,,2022,,,,-0.054154614938897,83.3,73.9
"Appalachian St.",67.766796817556,85.212918251036,0.066955294610135,0–1,0,1,29.4,47.1,15.9,18.6,32.3,19.6,20.8,44,86.7,34.8,46.2,17.5,33.3,9.2,26.1,66.7,62.2,63.5,24.4,83.1,,,,2022,,,,-0.060827867549316,70,50
"North Alabama",99.117458279846,105.3323349023,0.33195174486454,0–1,0,1,45.5,55.1,12.7,26.9,29.5,12.6,25.7,57.1,71.2,41.9,55.7,33.3,35.3,0,25.8,61.9,45,43.6,21.8,69.6,,,,2022,,,,-0.21959140194357,85.7,57.1
"Mississippi St.",107.39549708924,91.529912470449,0.8627478672874,0–6,0,6,44.9,50.8,18.4,25.5,17.5,20.9,20.6,43.7,73.3,45.2,49.2,29.4,38,6.6,7.7,47.1,64,28.6,19.9,72.9,,,,2022,,,,-1.1330387841747,71.4,77.2
"St. John's",102.7597054284,98.707084213615,0.61365941379164,0–3,0,3,46.7,60.7,13.6,15.2,23.5,17.6,20.6,41.1,68.1,50,62.2,27.7,38.9,10.9,20.2,44.3,69.6,38.5,37.7,69.5,,,,2022,,,,-0.38782408822346,73.9,75.9
