0_ProbWin,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,0_PomOrdinalRank,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins,1_PomOrdinalRank
1.0,Butler,117.52861961273,96.955254832327,0.90140831205696,54.6,50.7,36.2,37.5,15.1,20.1,28.1,27.8,54.6,51.0,36.3,33.4,105.41000000000008,37.5,37.6,67.0,7.0,7,Winthrop,105.44791993789,101.75180230564,0.60116638181735,53.7,46.4,38.9,33.8,17.9,18.7,27.0,28.7,51.2,45.7,38.0,31.8,531.0799999999999,43.6,35.4,72.3,0.0,28
0.0,Winthrop,105.44791993789,101.75180230564,0.60116638181735,53.7,46.4,38.9,33.8,17.9,18.7,27.0,28.7,51.2,45.7,38.0,31.8,531.0799999999999,43.6,35.4,72.3,0.0,28,Butler,117.52861961273,96.955254832327,0.90140831205696,54.6,50.7,36.2,37.5,15.1,20.1,28.1,27.8,54.6,51.0,36.3,33.4,105.41000000000008,37.5,37.6,67.0,7.0,7
1.0,Florida,115.6699325979,89.268210943098,0.95164377191878,51.5,45.6,40.4,33.9,16.6,21.1,31.9,29.2,49.9,45.5,36.3,30.7,347.01,36.2,31.5,70.4,1.0,3,ETSU,106.94057354101,96.779546202334,0.75916966958828,56.1,48.5,43.8,37.8,20.6,22.0,30.0,27.1,55.4,45.3,38.2,35.6,-58.0,35.2,39.4,71.6,0.0,16
0.0,ETSU,106.94057354101,96.779546202334,0.75916966958828,56.1,48.5,43.8,37.8,20.6,22.0,30.0,27.1,55.4,45.3,38.2,35.6,-58.0,35.2,39.4,71.6,0.0,16,Florida,115.6699325979,89.268210943098,0.95164377191878,51.5,45.6,40.4,33.9,16.6,21.1,31.9,29.2,49.9,45.5,36.3,30.7,347.01,36.2,31.5,70.4,1.0,3
1.0,Florida St,116.01403702303,94.317511417548,0.91536768772839,53.9,47.4,37.7,37.3,16.3,19.8,34.0,30.4,54.1,45.1,35.6,34.4,-127.55999999999995,31.3,36.1,72.6,7.0,5,FGCU,108.49635109344,103.90766868475,0.62174445208785,54.1,49.1,34.0,34.8,18.1,17.3,34.6,29.6,55.6,50.3,34.0,31.4,-112.0,31.8,38.0,66.8,0.0,27
0.0,FGCU,108.49635109344,103.90766868475,0.62174445208785,54.1,49.1,34.0,34.8,18.1,17.3,34.6,29.6,55.6,50.3,34.0,31.4,-112.0,31.8,38.0,66.8,0.0,27,Florida St,116.01403702303,94.317511417548,0.91536768772839,53.9,47.4,37.7,37.3,16.3,19.8,34.0,30.4,54.1,45.1,35.6,34.4,-127.55999999999995,31.3,36.1,72.6,7.0,5
1.0,Gonzaga,119.77503374295,87.979707843381,0.97201912657002,58.0,41.6,38.2,26.0,15.9,17.7,29.9,25.4,58.4,40.0,38.2,30.0,291.32000000000016,32.6,31.8,71.8,6.0,1,S Dakota St,108.62851008996,111.69316229055,0.42068834462916,53.8,54.0,40.6,27.1,18.3,16.3,27.4,28.8,53.4,52.4,36.1,37.3,-51.46999999999957,46.0,45.9,68.6,0.0,47
0.0,S Dakota St,108.62851008996,111.69316229055,0.42068834462916,53.8,54.0,40.6,27.1,18.3,16.3,27.4,28.8,53.4,52.4,36.1,37.3,-51.46999999999957,46.0,45.9,68.6,0.0,47,Gonzaga,119.77503374295,87.979707843381,0.97201912657002,58.0,41.6,38.2,26.0,15.9,17.7,29.9,25.4,58.4,40.0,38.2,30.0,291.32000000000016,32.6,31.8,71.8,6.0,1
1.0,Iowa St,118.10307241885,95.649573590569,0.91871128827515,54.8,49.0,27.6,25.7,14.1,20.0,26.1,32.0,51.2,47.1,40.2,34.8,349.0200000000002,39.5,35.6,69.6,7.0,5,Nevada,113.47067323044,101.09601911732,0.79050087253835,52.7,47.9,41.8,28.1,15.7,15.9,30.6,26.2,49.3,48.9,38.5,30.7,460.9200000000001,40.2,35.4,71.1,0.0,14
0.0,Nevada,113.47067323044,101.09601911732,0.79050087253835,52.7,47.9,41.8,28.1,15.7,15.9,30.6,26.2,49.3,48.9,38.5,30.7,460.9200000000001,40.2,35.4,71.1,0.0,14,Iowa St,118.10307241885,95.649573590569,0.91871128827515,54.8,49.0,27.6,25.7,14.1,20.0,26.1,32.0,51.2,47.1,40.2,34.8,349.0200000000002,39.5,35.6,69.6,7.0,5
1.0,MTSU,110.41661500556,96.321049703871,0.82786884452464,54.3,47.4,29.7,37.9,15.6,20.2,30.2,24.3,53.8,46.8,37.0,32.5,-29.399999999999864,30.3,35.4,65.7,0.0,12,Minnesota,108.26855945862,91.827646200595,0.86921844077904,48.6,44.9,39.5,28.7,16.2,17.7,30.1,30.0,47.3,44.5,34.5,30.5,2.8999999999998636,29.7,33.5,70.9,4.0,9
0.0,Minnesota,108.26855945862,91.827646200595,0.86921844077904,48.6,44.9,39.5,28.7,16.2,17.7,30.1,30.0,47.3,44.5,34.5,30.5,2.8999999999998636,29.7,33.5,70.9,4.0,9,MTSU,110.41661500556,96.321049703871,0.82786884452464,54.3,47.4,29.7,37.9,15.6,20.2,30.2,24.3,53.8,46.8,37.0,32.5,-29.399999999999864,30.3,35.4,65.7,0.0,12
0.51,Northwestern,111.10289491515,94.699692191783,0.8626028840306,49.7,46.0,30.8,35.5,15.9,18.0,30.9,30.7,48.9,43.9,34.1,33.5,68.38000000000011,35.8,34.4,66.7,2.0,10,Vanderbilt,112.77237884168,95.20870116738,0.87511382033662,52.3,47.9,34.9,30.6,18.3,16.0,25.0,27.1,48.3,46.7,37.7,33.6,716.7,48.6,33.2,67.0,4.0,9
0.49,Vanderbilt,112.77237884168,95.20870116738,0.87511382033662,52.3,47.9,34.9,30.6,18.3,16.0,25.0,27.1,48.3,46.7,37.7,33.6,716.7,48.6,33.2,67.0,4.0,9,Northwestern,111.10289491515,94.699692191783,0.8626028840306,49.7,46.0,30.8,35.5,15.9,18.0,30.9,30.7,48.9,43.9,34.1,33.5,68.38000000000011,35.8,34.4,66.7,2.0,10
0.51,Notre Dame,119.51281451283,96.395867926729,0.92215854427481,54.0,49.0,28.2,26.6,13.9,18.8,27.4,31.0,51.3,48.1,38.6,33.7,412.2299999999998,40.8,34.5,68.5,4.0,7,Princeton,108.08898937965,96.585797529671,0.78482621408537,53.5,48.9,24.9,31.7,15.2,20.6,24.2,24.7,50.4,47.2,38.1,34.4,465.6700000000001,45.9,37.3,64.3,0.0,15
0.49,Princeton,108.08898937965,96.585797529671,0.78482621408537,53.5,48.9,24.9,31.7,15.2,20.6,24.2,24.7,50.4,47.2,38.1,34.4,465.6700000000001,45.9,37.3,64.3,0.0,15,Notre Dame,119.51281451283,96.395867926729,0.92215854427481,54.0,49.0,28.2,26.6,13.9,18.8,27.4,31.0,51.3,48.1,38.6,33.7,412.2299999999998,40.8,34.5,68.5,4.0,7
1.0,Purdue,116.0700357579,92.262747377854,0.93338344984923,55.7,46.7,34.3,22.7,18.4,17.0,30.9,24.5,52.5,45.8,40.6,32.3,470.44000000000005,38.0,33.2,70.5,4.0,4,Vermont,109.54215772806,98.610039666075,0.7701341043091,55.4,48.2,34.9,26.6,17.1,19.7,30.1,26.9,55.6,46.7,36.7,34.5,110.70000000000005,31.5,30.3,65.9,0.0,16
0.0,Vermont,109.54215772806,98.610039666075,0.7701341043091,55.4,48.2,34.9,26.6,17.1,19.7,30.1,26.9,55.6,46.7,36.7,34.5,110.70000000000005,31.5,30.3,65.9,0.0,16,Purdue,116.0700357579,92.262747377854,0.93338344984923,55.7,46.7,34.3,22.7,18.4,17.0,30.9,24.5,52.5,45.8,40.6,32.3,470.44000000000005,38.0,33.2,70.5,4.0,4
1.0,St Mary's CA,118.25938836705,94.227577193574,0.93165706346692,57.9,45.2,26.6,25.5,17.3,15.4,33.4,21.4,56.5,45.1,39.9,30.3,805.3799999999999,41.6,28.2,60.8,0.0,4,VCU,107.92555817895,95.82343978964,0.79701564752046,51.1,47.1,36.3,39.8,17.9,21.0,31.4,27.5,51.5,45.5,33.4,33.8,-65.95999999999992,29.7,31.3,69.8,0.0,13
0.0,VCU,107.92555817895,95.82343978964,0.79701564752046,51.1,47.1,36.3,39.8,17.9,21.0,31.4,27.5,51.5,45.5,33.4,33.8,-65.95999999999992,29.7,31.3,69.8,0.0,13,St Mary's CA,118.25938836705,94.227577193574,0.93165706346692,57.9,45.2,26.6,25.5,17.3,15.4,33.4,21.4,56.5,45.1,39.9,30.3,805.3799999999999,41.6,28.2,60.8,0.0,4
1.0,Villanova,122.18640902068,92.203118479291,0.96223476492942,57.9,48.1,35.3,21.8,17.1,20.2,29.6,27.6,59.7,48.9,37.0,31.3,373.4399999999998,44.1,40.2,65.8,6.0,1,Mt St Mary's,98.259161387326,101.54881692111,0.40643850723477,50.9,49.6,32.8,33.3,19.2,21.7,23.0,34.5,49.5,48.8,35.7,34.4,364.31999999999994,36.8,27.6,68.4,0.0,54
0.0,Mt St Mary's,98.259161387326,101.54881692111,0.40643850723477,50.9,49.6,32.8,33.3,19.2,21.7,23.0,34.5,49.5,48.8,35.7,34.4,364.31999999999994,36.8,27.6,68.4,0.0,54,Villanova,122.18640902068,92.203118479291,0.96223476492942,57.9,48.1,35.3,21.8,17.1,20.2,29.6,27.6,59.7,48.9,37.0,31.3,373.4399999999998,44.1,40.2,65.8,6.0,1
1.0,Virginia,114.11439512973,86.735215867108,0.95910239887596,52.9,45.7,25.7,34.0,15.6,21.0,28.7,24.2,50.0,45.0,39.3,31.2,66.11999999999989,33.2,39.7,60.3,5.0,2,UNC Wilmington,117.06251358109,104.57486023494,0.7853728989749,55.2,53.1,30.9,39.4,13.9,20.3,32.5,28.8,56.1,54.2,36.0,33.7,514.0199999999999,41.8,29.4,71.4,0.0,15
0.0,UNC Wilmington,117.06251358109,104.57486023494,0.7853728989749,55.2,53.1,30.9,39.4,13.9,20.3,32.5,28.8,56.1,54.2,36.0,33.7,514.0199999999999,41.8,29.4,71.4,0.0,15,Virginia,114.11439512973,86.735215867108,0.95910239887596,52.9,45.7,25.7,34.0,15.6,21.0,28.7,24.2,50.0,45.0,39.3,31.2,66.11999999999989,33.2,39.7,60.3,5.0,2
1.0,West Virginia,116.07988974666,89.767032955822,0.95055569976488,51.8,48.7,38.2,42.2,16.9,28.1,37.7,32.4,50.6,46.6,36.1,34.9,-75.56999999999994,33.0,36.3,72.5,7.0,2,Bucknell,107.5140482483,99.50540295681,0.7089335344116,55.4,48.0,37.2,32.7,18.8,19.7,26.8,27.4,54.6,46.5,37.7,34.0,374.0200000000002,38.6,31.8,71.3,1.0,20
0.0,Bucknell,107.5140482483,99.50540295681,0.7089335344116,55.4,48.0,37.2,32.7,18.8,19.7,26.8,27.4,54.6,46.5,37.7,34.0,374.0200000000002,38.6,31.8,71.3,1.0,20,West Virginia,116.07988974666,89.767032955822,0.95055569976488,51.8,48.7,38.2,42.2,16.9,28.1,37.7,32.4,50.6,46.6,36.1,34.9,-75.56999999999994,33.0,36.3,72.5,7.0,2
1.0,Wisconsin,113.47709700241,91.493803590613,0.9224630304911,51.7,47.3,32.0,26.4,16.8,19.9,35.5,25.4,50.8,42.6,35.5,37.7,43.67000000000007,36.7,33.4,64.5,3.0,6,Virginia Tech,116.45323601434,101.38590905882,0.83109254220614,57.0,50.9,40.5,26.9,17.2,16.6,23.4,29.9,54.8,49.1,40.3,36.0,333.56999999999994,39.9,35.4,70.1,4.0,11
0.0,Virginia Tech,116.45323601434,101.38590905882,0.83109254220614,57.0,50.9,40.5,26.9,17.2,16.6,23.4,29.9,54.8,49.1,40.3,36.0,333.56999999999994,39.9,35.4,70.1,4.0,11,Wisconsin,113.47709700241,91.493803590613,0.9224630304911,51.7,47.3,32.0,26.4,16.8,19.9,35.5,25.4,50.8,42.6,35.5,37.7,43.67000000000007,36.7,33.4,64.5,3.0,6
1.0,Xavier,114.47383999221,97.344060847149,0.86577271961663,51.6,51.8,41.2,33.7,18.6,17.8,35.2,25.0,52.0,52.5,34.0,33.8,-87.36000000000013,36.4,39.2,68.7,2.0,10,Maryland,113.00995686128,97.333248623702,0.84778793069792,52.6,47.1,38.6,32.2,19.1,17.9,30.6,32.3,50.9,45.3,36.7,34.0,392.3599999999999,40.8,32.5,68.6,4.0,12
0.0,Maryland,113.00995686128,97.333248623702,0.84778793069792,52.6,47.1,38.6,32.2,19.1,17.9,30.6,32.3,50.9,45.3,36.7,34.0,392.3599999999999,40.8,32.5,68.6,4.0,12,Xavier,114.47383999221,97.344060847149,0.86577271961663,51.6,51.8,41.2,33.7,18.6,17.8,35.2,25.0,52.0,52.5,34.0,33.8,-87.36000000000013,36.4,39.2,68.7,2.0,10
1.0,Arkansas,115.36017598483,101.14057488524,0.8194757846221,51.5,48.2,38.8,39.3,16.4,18.3,32.4,33.5,50.2,47.2,36.4,33.2,-156.96000000000004,29.8,37.4,70.9,3.0,10,Seton Hall,108.58889437869,95.820127667691,0.80823905124176,50.2,49.0,37.9,36.1,19.4,17.6,35.3,25.4,50.0,48.0,33.7,34.0,-124.86999999999989,30.9,34.3,68.8,3.0,14
0.0,Seton Hall,108.58889437869,95.820127667691,0.80823905124176,50.2,49.0,37.9,36.1,19.4,17.6,35.3,25.4,50.0,48.0,33.7,34.0,-124.86999999999989,30.9,34.3,68.8,3.0,14,Arkansas,115.36017598483,101.14057488524,0.8194757846221,51.5,48.2,38.8,39.3,16.4,18.3,32.4,33.5,50.2,47.2,36.4,33.2,-156.96000000000004,29.8,37.4,70.9,3.0,10
1.0,Baylor,116.02152921734,92.52561371683,0.93101189674744,52.7,45.2,34.2,30.4,20.7,16.9,40.0,29.7,52.5,44.2,35.3,31.4,116.50999999999999,33.9,34.4,64.8,8.0,4,New Mexico St,109.01280703751,101.77128333437,0.68793439773468,52.8,47.4,44.1,35.3,19.7,19.2,36.0,28.3,54.5,48.7,33.4,30.0,309.93999999999994,39.1,33.2,68.9,0.0,22
0.0,New Mexico St,109.01280703751,101.77128333437,0.68793439773468,52.8,47.4,44.1,35.3,19.7,19.2,36.0,28.3,54.5,48.7,33.4,30.0,309.93999999999994,39.1,33.2,68.9,0.0,22,Baylor,116.02152921734,92.52561371683,0.93101189674744,52.7,45.2,34.2,30.4,20.7,16.9,40.0,29.7,52.5,44.2,35.3,31.4,116.50999999999999,33.9,34.4,64.8,8.0,4
1.0,Cincinnati,113.55791871841,91.166046971479,0.92592741688455,51.7,44.7,32.5,29.6,15.2,20.8,35.8,29.6,51.8,41.0,34.3,34.1,-6.360000000000127,36.4,36.8,65.7,2.0,6,Kansas St,111.51599299416,93.277350945804,0.88633031567712,52.4,48.9,40.6,32.2,19.2,22.4,29.5,32.5,51.5,44.6,36.1,38.3,19.500000000000227,36.4,33.8,67.3,5.0,8
0.0,Kansas St,111.51599299416,93.277350945804,0.88633031567712,52.4,48.9,40.6,32.2,19.2,22.4,29.5,32.5,51.5,44.6,36.1,38.3,19.500000000000227,36.4,33.8,67.3,5.0,8,Cincinnati,113.55791871841,91.166046971479,0.92592741688455,51.7,44.7,32.5,29.6,15.2,20.8,35.8,29.6,51.8,41.0,34.3,34.1,-6.360000000000127,36.4,36.8,65.7,2.0,6
1.0,Duke,121.0967450871,94.922068764492,0.94271017082655,54.8,47.5,38.9,30.9,16.2,17.2,31.5,29.4,53.8,48.8,37.6,29.5,582.6700000000002,37.7,28.3,69.6,8.0,3,Troy,108.78791294224,107.02199447029,0.54691346219618,51.8,49.9,40.6,32.6,17.6,17.7,30.6,29.6,50.8,49.5,35.5,33.7,99.49999999999977,40.3,39.5,69.4,0.0,33
0.0,Troy,108.78791294224,107.02199447029,0.54691346219618,51.8,49.9,40.6,32.6,17.6,17.7,30.6,29.6,50.8,49.5,35.5,33.7,99.49999999999977,40.3,39.5,69.4,0.0,33,Duke,121.0967450871,94.922068764492,0.94271017082655,54.8,47.5,38.9,30.9,16.2,17.2,31.5,29.4,53.8,48.8,37.6,29.5,582.6700000000002,37.7,28.3,69.6,8.0,3
1.0,Kansas,120.37066978055,94.382394851902,0.94251595226514,55.9,47.9,36.8,30.8,18.1,18.6,34.3,30.4,53.2,45.0,40.5,35.7,245.3699999999999,35.5,33.4,71.6,10.0,3,UC Davis,97.914969915575,101.00422992754,0.41163174582344,48.7,48.4,41.1,33.6,20.2,20.0,29.6,28.3,46.9,48.1,35.1,32.7,-84.86999999999989,31.4,36.3,70.2,0.0,55
0.0,UC Davis,97.914969915575,101.00422992754,0.41163174582344,48.7,48.4,41.1,33.6,20.2,20.0,29.6,28.3,46.9,48.1,35.1,32.7,-84.86999999999989,31.4,36.3,70.2,0.0,55,Kansas,120.37066978055,94.382394851902,0.94251595226514,55.9,47.9,36.8,30.8,18.1,18.6,34.3,30.4,53.2,45.0,40.5,35.7,245.3699999999999,35.5,33.4,71.6,10.0,3
1.0,Kentucky,119.24172830522,91.522042757008,0.95446147136552,53.2,47.4,41.7,34.7,16.0,19.4,34.0,27.2,53.4,48.0,35.3,30.7,111.58999999999992,31.6,32.7,74.6,3.0,1,N Kentucky,105.64757782653,104.33012790428,0.53601485736748,52.9,49.8,37.3,30.0,19.0,17.0,31.3,26.3,51.9,50.1,36.1,32.8,425.2800000000002,42.4,33.7,69.3,0.0,37
0.0,N Kentucky,105.64757782653,104.33012790428,0.53601485736748,52.9,49.8,37.3,30.0,19.0,17.0,31.3,26.3,51.9,50.1,36.1,32.8,425.2800000000002,42.4,33.7,69.3,0.0,37,Kentucky,119.24172830522,91.522042757008,0.95446147136552,53.2,47.4,41.7,34.7,16.0,19.4,34.0,27.2,53.4,48.0,35.3,30.7,111.58999999999992,31.6,32.7,74.6,3.0,1
1.0,Louisville,116.19278900009,89.689373534201,0.95153952182038,51.4,45.1,34.8,39.8,16.1,19.8,36.3,28.7,50.2,44.4,35.9,30.9,63.11999999999989,32.4,35.6,69.7,5.0,2,Jacksonville St,103.98813581826,104.8496348991,0.47629770244242,52.4,49.3,33.8,34.8,20.7,16.8,31.5,28.0,50.9,44.7,36.7,37.9,-78.02999999999975,36.6,37.5,65.2,0.0,40
0.0,Jacksonville St,103.98813581826,104.8496348991,0.47629770244242,52.4,49.3,33.8,34.8,20.7,16.8,31.5,28.0,50.9,44.7,36.7,37.9,-78.02999999999975,36.6,37.5,65.2,0.0,40,Louisville,116.19278900009,89.689373534201,0.95153952182038,51.4,45.1,34.8,39.8,16.1,19.8,36.3,28.7,50.2,44.4,35.9,30.9,63.11999999999989,32.4,35.6,69.7,5.0,2
0.51,Michigan,121.63850381788,97.940835663321,0.92357448295449,56.9,51.7,30.5,27.5,14.6,20.1,25.3,29.4,56.7,49.7,38.1,37.8,633.4500000000003,45.1,28.7,64.0,6.0,6,Oklahoma St,125.08173837719,101.44536921953,0.91748382610641,53.8,52.8,37.8,45.6,18.3,20.8,38.0,32.2,50.0,52.5,40.3,35.5,237.18000000000006,36.1,34.3,73.0,4.0,6
0.49,Oklahoma St,125.08173837719,101.44536921953,0.91748382610641,53.8,52.8,37.8,45.6,18.3,20.8,38.0,32.2,50.0,52.5,40.3,35.5,237.18000000000006,36.1,34.3,73.0,4.0,6,Michigan,121.63850381788,97.940835663321,0.92357448295449,56.9,51.7,30.5,27.5,14.6,20.1,25.3,29.4,56.7,49.7,38.1,37.8,633.4500000000003,45.1,28.7,64.0,6.0,6
1.0,Michigan St,109.67777350136,94.572600997776,0.84606395202659,53.9,46.3,33.8,35.1,20.7,16.1,29.3,27.3,52.4,43.5,37.6,34.7,290.3499999999997,37.9,32.7,68.2,4.0,11,Miami FL,110.69632525921,92.261909206091,0.89039982459069,51.2,47.2,34.3,28.8,19.6,18.3,33.7,27.9,49.9,45.9,35.9,33.1,28.670000000000073,32.7,34.6,64.7,3.0,8
0.0,Miami FL,110.69632525921,92.261909206091,0.89039982459069,51.2,47.2,34.3,28.8,19.6,18.3,33.7,27.9,49.9,45.9,35.9,33.1,28.670000000000073,32.7,34.6,64.7,3.0,8,Michigan St,109.67777350136,94.572600997776,0.84606395202659,53.9,46.3,33.8,35.1,20.7,16.1,29.3,27.3,52.4,43.5,37.6,34.7,290.3499999999997,37.9,32.7,68.2,4.0,11
1.0,North Carolina,120.97017937859,93.090440832064,0.95314388959443,52.3,48.5,33.1,31.4,16.4,18.7,42.0,25.1,51.1,46.7,36.7,34.2,-246.48000000000002,30.0,39.4,72.7,8.0,1,TX Southern,101.70074519273,106.65693089288,0.36651376406764,48.2,48.9,44.9,32.2,16.6,19.3,32.3,34.4,50.1,49.0,29.7,32.4,89.37,34.1,28.5,69.9,0.0,52
0.0,TX Southern,101.70074519273,106.65693089288,0.36651376406764,48.2,48.9,44.9,32.2,16.6,19.3,32.3,34.4,50.1,49.0,29.7,32.4,89.37,34.1,28.5,69.9,0.0,52,North Carolina,120.97017937859,93.090440832064,0.95314388959443,52.3,48.5,33.1,31.4,16.4,18.7,42.0,25.1,51.1,46.7,36.7,34.2,-246.48000000000002,30.0,39.4,72.7,8.0,1
1.0,Oregon,115.96104501954,93.708751458536,0.92057764144987,55.6,46.1,34.4,26.6,17.0,20.1,32.0,29.8,54.8,45.8,37.9,31.1,324.97,39.1,37.2,68.5,2.0,4,Iona,108.70122485172,105.32562925926,0.5897137636836,53.4,49.6,31.2,33.4,16.5,18.0,26.9,31.7,49.3,47.2,39.7,36.0,310.0,40.0,35.5,71.8,0.0,30
0.0,Iona,108.70122485172,105.32562925926,0.5897137636836,53.4,49.6,31.2,33.4,16.5,18.0,26.9,31.7,49.3,47.2,39.7,36.0,310.0,40.0,35.5,71.8,0.0,30,Oregon,115.96104501954,93.708751458536,0.92057764144987,55.6,46.1,34.4,26.6,17.0,20.1,32.0,29.8,54.8,45.8,37.9,31.1,324.97,39.1,37.2,68.5,2.0,4
1.0,Rhode Island,110.17211045989,94.894828098215,0.84769781886462,50.7,44.7,39.6,45.4,16.6,19.5,33.1,29.3,50.5,45.3,34.0,29.0,223.79999999999995,32.0,29.8,67.8,1.0,10,Creighton,115.64659600403,95.317157597601,0.90232110291732,58.0,50.0,27.9,28.6,17.1,19.6,24.1,29.7,56.7,49.9,40.1,33.4,210.47000000000003,35.9,36.8,72.6,3.0,7
0.0,Creighton,115.64659600403,95.317157597601,0.90232110291732,58.0,50.0,27.9,28.6,17.1,19.6,24.1,29.7,56.7,49.9,40.1,33.4,210.47000000000003,35.9,36.8,72.6,3.0,7,Rhode Island,110.17211045989,94.894828098215,0.84769781886462,50.7,44.7,39.6,45.4,16.6,19.5,33.1,29.3,50.5,45.3,34.0,29.0,223.79999999999995,32.0,29.8,67.8,1.0,10
