TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
Florida,0,88.23529411764706,550,11.18935458202,8.0,126.96405285712,93.977847128467,1
St John's,0,88.23529411764706,436,7.8332057786913,3.0,112.74863058003,89.704045745213,4
Texas Tech,0,75.75757575757575,440,5.7768998243628,5.0,125.65287193835,96.920834440498,2
Maryland,0,75.75757575757575,484,4.5675732877645,4.0,117.9680873764,92.381376435403,4
Memphis,0,85.29411764705883,235,4.9131077615466,3.0,112.24170241625,98.51523109749,12
Missouri,0,66.66666666666667,350,3.0891553947022,5.0,125.89831928743,100.87287004168,5
Kansas,0,63.63636363636363,229,4.1298020177968,4.0,116.01168222391,92.519701175553,6
Connecticut,0,69.6969696969697,309,2.2024998848455,3.0,122.16504112106,102.36399823859,9
Oklahoma,0,60.60606060606061,132,2.132964704126,5.0,117.92244981236,101.14910466213,10
Arkansas,0,60.60606060606061,180,1.2798129075247,3.0,111.44345318644,95.619169142037,10
Drake,0,90.3225806451613,278,2.3455567393275,0.0,112.35654689246,98.482292872737,15
Colorado St,0,73.52941176470588,277,0.63116799128819,0.0,114.97940328094,98.946200549822,13
Grand Canyon,0,78.125,283,-2.4528993723864,0.0,108.1145141207,99.500178519981,25
UNC Wilmington,0,78.125,218,-3.2110124833246,0.0,111.91275713798,106.89364886746,26
NE Omaha,0,62.5,57,-6.511772047539,0.0,111.06156115748,108.89837968577,40
Norfolk St,0,67.74193548387096,120,-5.3007051368766,0.0,106.68092918892,108.76286764157,44
