TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Stanford,118.85107261006,77.135554117993,0.99311519166412,28–5,28,33,51.4,38.4,28.9,24.6,19.5,16.4,39.5,26.2,68.0,51.0,34.3,34.8,30.6,17.5,5.3,58.4,49.5,32.8,35.0,68.4,2023,9.9552332958212,73.6,73.5,84.84848484848484,10.0,3390,1,589,0,70.43999999999983
Iowa,123.0154575695,84.376153328304,0.98707764321605,26–6,26,32,58.1,45.6,32.8,26.5,18.6,18.6,27.3,23.8,75.9,59.5,46.1,37.2,29.8,6.3,7.6,66.7,53.6,38.6,37.2,74.3,2023,8.3787532033118,76.1,74.0,81.25,7.0,3234,5,518,0,327.3599999999999
Duke,100.10500064527,69.018160006348,0.98629608183103,25–6,25,31,45.5,39.0,26.1,26.9,22.6,27.1,34.7,25.9,67.5,44.8,37.5,31.7,28.4,14.1,6.0,57.4,45.1,26.1,29.5,67.1,2023,8.1552772723412,71.0,72.0,80.64516129032258,6.0,3181,1,383,0,-10.42999999999995
Texas,110.61034064608,76.140045779487,0.98654092389431,25–9,25,34,47.9,42.8,30.3,37.0,21.5,28.7,41.0,29.5,70.8,47.2,39.6,34.0,33.9,15.8,5.8,55.9,51.1,19.4,28.9,70.3,2023,6.1170010007835,67.9,69.0,73.52941176470588,5.0,3400,1,538,0,-320.11
Louisville,111.11293077947,82.092144122056,0.97014533159206,23–11,23,34,49.3,44.9,27.6,30.6,21.5,24.5,35.7,29.2,70.5,48.4,42.7,34.6,33.2,9.4,4.7,55.4,53.1,26.3,30.6,69.6,2023,4.1030424035318,75.3,72.3,67.6470588235294,4.0,3257,3,324,0,-105.94000000000017
Colorado,106.7592631899,79.130604464651,0.96905116983678,23–8,23,31,48.4,43.1,29.6,26.2,21.8,24.4,34.4,28.4,68.1,47.2,41.8,34.4,30.4,6.8,9.2,58.6,56.4,28.1,34.2,68.2,2023,4.7916801863932,69.0,71.7,74.19354838709677,5.0,3160,2,316,0,-73.04000000000008
Florida St,111.78271856435,82.967149183113,0.96857708700856,23–9,23,32,48.1,41.2,33.3,23.3,17.6,20.9,31.7,30.7,76.5,47.6,38.9,32.7,30.9,12.0,9.5,49.7,56.1,32.2,32.0,76.5,2023,3.5579285863575,73.7,70.8,71.875,3.0,3199,0,420,0,64.14000000000033
Mississippi,104.17727318723,76.415790548973,0.97245233718712,23–8,23,31,46.2,38.5,30.0,33.6,20.8,23.6,37.8,27.6,69.1,46.9,38.6,29.4,25.5,12.5,6.3,49.2,57.4,26.4,23.8,68.4,2023,3.4536956504751,67.2,73.8,74.19354838709677,3.0,3279,2,387,0,169.26
Gonzaga,110.40190776444,86.426649679199,0.94351091055953,28–4,28,32,52.1,44.1,26.1,24.3,21.5,22.8,37.6,29.4,66.6,47.1,43.8,41.5,29.8,8.1,6.6,55.7,52.0,33.2,34.3,67.1,2023,2.6440546762591,79.1,73.9,87.5,2.0,3211,0,410,0,355.6600000000002
Georgia,102.08059830842,77.139844822973,0.96164061216678,21–11,21,32,46.6,44.3,31.5,29.6,23.5,28.9,37.7,32.2,69.5,47.2,42.7,29.7,31.2,9.5,5.1,58.7,68.5,19.6,38.4,69.0,2023,0.97377224292554,70.2,68.6,65.625,0.0,3208,1,279,0,-615.9599999999999
MTSU,107.63719740039,83.133215034604,0.95123288120371,28–4,28,32,50.2,41.5,35.5,32.1,17.9,25.1,31.9,27.4,67.5,52.0,39.4,32.0,30.4,10.9,7.7,52.4,56.0,43.3,33.5,67.3,2023,0.29893785438609,78.4,72.3,87.5,1.0,3292,0,551,0,367.19999999999993
Drake,104.26680115617,84.478522449342,0.91835776477383,22–9,22,31,54.6,42.3,32.8,22.2,23.3,19.1,33.1,24.5,74.2,57.4,39.5,33.5,32.1,13.2,9.6,72.8,51.8,39.3,32.7,75.0,2023,-3.1854450244537,72.2,73.6,70.96774193548387,0.0,3179,0,422,0,266.8799999999999
East Carolina,88.975049997326,80.388515022072,0.76261567799328,23–9,23,32,40.6,41.6,36.1,32.1,23.2,33.4,36.5,36.1,71.0,42.4,43.1,23.4,25.8,11.9,7.0,58.4,62.5,24.1,34.3,71.2,2023,-4.1766581563446,62.6,67.7,71.875,0.0,3187,0,235,0,-320.9999999999999
Iona,90.842416030009,88.684616764172,0.56867776371066,26–6,26,32,54.8,40.4,18.6,23.7,27.6,26.5,25.2,32.9,67.6,51.7,38.8,40.1,29.2,8.5,5.9,62.3,56.9,37.0,31.4,67.4,2023,-4.6765885345824,68.6,69.6,81.25,0.0,3233,0,288,0,566.8200000000002
SE Louisiana,86.699183860045,87.963453198503,0.45847462907936,19–9,19,28,44.1,44.5,27.7,27.3,19.5,26.1,27.9,27.1,66.6,43.9,40.9,29.8,34.3,10.2,7.0,47.3,56.9,23.8,33.5,66.5,2023,-5.6655202154288,68.0,66.6,67.85714285714286,0.0,3368,0,144,0,-439.80999999999995
Sacred Heart,82.31746786336,92.970512831763,0.19788927226995,17–13,17,30,42.4,44.3,29.6,32.3,22.3,27.5,32.7,29.4,70.5,43.3,42.7,27.0,31.6,8.9,7.5,45.5,58.0,32.3,34.1,71.2,2023,-12.141711814427,65.0,66.0,56.666666666666664,0.0,3357,0,95,0,-205.46000000000026
Southern Univ,82.893743895791,91.910271223049,0.23372216372018,16–14,16,30,41.4,46.5,31.6,45.7,21.9,26.5,28.0,33.6,68.1,38.4,47.8,33.4,29.2,5.3,9.7,47.8,56.6,26.0,33.9,66.4,2023,-8.7794926639952,56.1,62.8,53.333333333333336,0.0,3380,0,-153,0,-121.4799999999999
Indiana,119.80383751465,80.582969268482,0.98965175814567,27–3,27,30,55.9,43.5,31.3,27.6,17.9,22.2,28.5,26.0,71.9,56.0,42.6,37.1,30.4,11.7,7.4,61.2,49.1,32.8,30.7,70.6,2023,9.2974126639811,76.4,67.6,90.0,6.0,3231,1,575,0,283.5999999999999
Utah,122.4163573575,86.780742854239,0.98122908727456,25–4,25,29,55.6,45.8,33.5,28.9,19.2,22.0,33.2,27.5,72.9,57.0,44.2,35.6,33.1,7.9,11.8,62.2,56.4,39.7,28.9,73.6,2023,8.2075858537184,78.2,66.7,86.20689655172414,6.0,3428,2,509,0,456.73000000000013
LSU,118.52524928964,77.647122034899,0.99233915428616,28–2,28,30,51.3,40.1,37.9,25.6,19.6,24.1,46.1,25.9,73.0,50.6,39.9,35.9,26.9,13.0,7.2,49.6,48.4,23.0,33.3,72.9,2023,7.9513894816089,69.9,65.6,93.33333333333333,5.0,3261,6,791,0,-70.06999999999994
Villanova,115.92016805874,82.142492704152,0.98131426508632,28–6,28,34,49.5,42.1,24.1,28.7,15.2,22.0,31.6,31.5,65.7,49.3,39.1,33.3,33.7,13.5,6.3,62.2,51.3,34.1,26.3,66.1,2023,6.8960496596241,77.0,70.1,82.3529411764706,3.0,3437,2,417,0,249.2199999999999
Washington St,104.9447107227,81.940111864909,0.9450917089098,23–10,23,33,48.9,42.4,25.0,25.5,22.0,21.8,31.9,31.4,67.7,48.5,41.2,33.2,30.2,10.7,6.2,60.0,47.1,33.9,29.3,67.4,2023,4.5313516064041,73.2,74.1,69.6969696969697,6.0,3450,0,206,0,240.62
Michigan,109.30736755246,83.091416695028,0.95904866888054,22–9,22,31,52.0,46.5,32.6,24.4,22.6,25.0,33.1,27.1,71.6,52.5,44.3,33.8,33.9,6.8,6.5,58.7,54.6,30.6,33.1,70.3,2023,3.1078254937133,77.5,75.2,70.96774193548387,2.0,3276,1,346,0,-87.80999999999995
NC State,109.03375673319,80.079087406734,0.97206092095179,20–11,20,31,48.0,42.8,26.4,21.1,18.3,20.1,29.7,26.3,71.1,48.3,42.9,31.4,28.4,10.7,6.5,49.9,46.3,28.9,33.3,70.8,2023,4.0731704455822,71.7,74.5,64.51612903225806,5.0,3301,0,265,0,-38.25999999999999
Oklahoma St,112.90771506237,86.015202548857,0.95805466527563,21–11,21,32,52.0,45.5,27.4,23.4,18.4,18.8,27.5,27.8,71.7,50.3,44.9,36.6,31.4,7.0,9.7,53.0,44.8,36.4,29.8,70.4,2023,2.2614577180452,70.5,76.0,65.625,4.0,3329,0,235,0,396.52
Miami FL,105.98018876439,84.683792572093,0.92954829845507,19–12,19,31,47.9,46.8,28.9,27.0,22.4,23.8,36.3,27.6,70.7,48.5,46.4,31.0,31.7,6.0,7.5,56.6,60.9,29.0,32.8,69.9,2023,-0.22067266234259,72.2,68.6,61.29032258064516,2.0,3274,3,214,0,-140.76
Princeton,98.470371085587,78.804873158384,0.9283742268695,23–5,23,28,46.4,41.6,26.9,25.3,19.7,27.9,35.9,27.2,66.1,46.1,41.2,31.5,28.4,9.9,6.6,56.6,49.3,27.3,31.9,65.6,2023,0.97323353539335,70.4,71.6,82.14285714285714,0.0,3343,1,367,0,-46.00999999999988
UNLV,108.01453323282,90.25467546146,0.88752936175689,30–2,30,32,51.6,44.1,29.7,23.2,18.0,20.8,33.7,23.9,70.0,51.9,42.6,34.0,31.4,6.0,6.3,55.2,50.9,31.7,32.6,70.6,2023,1.5938929378525,76.6,76.1,93.75,0.0,3424,0,484,0,54.15999999999997
FGCU,107.53155515251,85.74128574409,0.93112970706546,30–3,30,33,57.6,43.1,23.1,25.0,17.8,25.0,24.5,27.7,68.8,58.6,43.1,37.9,28.8,6.0,8.1,63.9,40.5,52.4,23.6,69.6,2023,0.58166842265537,71.2,68.4,90.9090909090909,0.0,3195,1,668,0,1306.2799999999997
Cleveland St,98.134656663023,84.318492816424,0.85132139856193,30–4,30,34,48.1,40.4,39.9,21.2,20.8,24.2,36.6,28.2,71.3,46.2,40.5,35.0,26.8,10.7,9.3,51.1,64.5,30.3,38.2,71.9,2023,-0.7489857600274,71.6,67.8,88.23529411764706,0.0,3156,0,580,0,36.739999999999895
Hawaii,91.325243972204,90.70329932654,0.51963624084465,18–14,18,32,45.9,44.4,30.9,29.2,22.9,21.5,28.4,27.6,65.1,46.7,44.9,29.8,29.0,6.6,8.2,56.0,50.2,41.5,36.8,66.6,2023,-9.6862679771606,71.0,69.3,56.25,0.0,3218,0,32,0,169.50000000000023
Gardner Webb,98.646803890926,99.872224554988,0.46456538177187,29–4,29,33,49.6,47.6,32.9,33.7,20.9,29.5,36.4,32.9,73.5,48.8,48.5,34.2,30.4,8.3,7.2,43.4,48.0,34.8,28.2,73.5,2023,-1.9798820044551,69.8,70.5,87.87878787878788,0.0,3205,0,369,0,332.8800000000001
Monmouth NJ,92.073217879094,97.437502448579,0.34271663765046,17–15,17,32,48.1,45.0,26.9,23.9,26.0,19.1,34.2,29.6,67.3,46.9,44.0,33.2,32.0,8.5,9.0,58.3,45.4,42.0,25.1,67.7,2023,-12.987414827829,70.5,68.1,53.125,0.0,3284,0,23,0,591.2
Tennessee Tech,97.077563165877,99.827508393034,0.42037473386867,20–9,20,29,48.3,45.0,29.7,36.0,20.3,23.7,32.6,31.1,68.0,48.2,47.4,32.3,25.7,6.2,6.7,62.0,54.0,33.4,27.5,67.8,2023,-7.3189421739352,76.0,73.5,68.96551724137932,0.0,3399,0,157,0,372.06999999999994
Virginia Tech,118.33185848641,80.850274224676,0.98763302622528,27–4,27,31,51.9,41.9,29.6,23.6,19.7,20.6,32.0,24.5,67.7,51.7,41.4,34.9,28.8,8.4,8.9,58.6,42.4,38.6,26.8,67.2,2023,9.6513482558434,75.4,72.5,87.09677419354838,9.0,3439,4,479,0,575.3000000000001
Connecticut,117.4419151529,74.607965596407,0.99460842100982,29–5,29,34,54.3,39.9,28.9,20.9,23.1,20.1,35.8,26.7,70.9,54.2,39.1,36.2,27.6,10.7,8.4,64.9,53.0,28.5,37.7,71.2,2023,11.526773091514,75.3,70.5,85.29411764705883,11.0,3163,2,582,0,-8.820000000000164
Ohio St,110.89101790784,82.919393450506,0.96586852177355,25–7,25,32,52.2,47.5,29.7,26.5,18.2,26.7,28.9,31.0,75.7,52.8,48.7,34.0,30.2,8.8,7.0,58.3,56.2,34.0,32.8,74.3,2023,6.6358763105133,69.5,70.7,78.125,5.0,3326,3,400,0,165.44000000000005
Tennessee,114.25361449125,80.746025450912,0.98186815304379,23–11,23,34,48.8,43.9,32.4,26.8,21.2,19.8,40.2,28.0,72.6,49.6,42.3,31.1,31.6,8.2,6.8,56.1,51.9,26.6,30.5,72.0,2023,5.616733429869,71.5,73.0,67.6470588235294,4.0,3397,2,329,0,-136.53999999999996
Iowa St,114.6269501014,79.527049081632,0.98528750000113,22–9,22,31,49.8,42.9,29.5,24.3,18.9,17.4,30.4,23.9,71.5,49.7,41.1,33.3,31.2,10.3,12.7,56.9,53.2,43.6,31.6,69.9,2023,6.4523435993569,80.0,66.7,70.96774193548387,7.0,3235,0,353,0,465.9599999999998
North Carolina,103.88067460211,76.763436706431,0.97008187652766,21–10,21,31,46.5,42.4,28.5,26.2,20.1,25.7,30.8,29.6,71.9,46.3,40.2,31.4,30.6,10.9,7.2,50.3,59.0,31.9,39.1,71.6,2023,4.4716058721008,67.3,68.2,67.74193548387096,6.0,3314,1,301,0,-194.80000000000018
Baylor,105.48677052177,79.177036939798,0.96440620042142,19–12,19,31,48.0,43.4,26.5,26.2,21.0,23.6,32.4,28.2,72.2,48.5,43.7,31.4,28.6,7.5,8.8,64.0,54.1,33.2,33.5,71.4,2023,1.7600231598854,68.3,72.0,61.29032258064516,6.0,3124,1,287,0,84.38
USC,97.91275220036,74.826230506246,0.95658004933421,21–9,21,30,43.4,39.2,31.3,20.5,22.2,25.0,35.8,32.6,66.9,40.6,38.5,32.9,27.3,13.5,8.9,62.4,57.4,32.1,27.7,67.2,2023,2.6335487990022,73.2,72.1,70.0,3.0,3425,0,289,0,299.8799999999999
S Dakota St,107.03082366371,84.869360567494,0.93511438064137,28–5,28,33,53.9,42.8,37.2,26.1,18.9,20.7,33.4,21.8,71.0,54.3,40.3,35.5,31.6,10.4,7.4,61.2,48.7,33.6,34.8,69.9,2023,0.83892886873192,71.8,71.1,84.84848484848484,1.0,3355,1,629,0,93.11999999999989
Alabama,108.81163640439,82.815090318229,0.95849664672931,20–10,20,30,51.7,43.4,26.4,28.4,22.6,25.1,32.3,31.6,68.4,48.0,42.5,38.0,30.5,10.1,12.9,52.7,54.3,41.0,27.6,68.5,2023,1.1604946051462,71.9,71.0,66.66666666666667,2.0,3104,0,303,0,716.1999999999999
Purdue,104.79969431928,82.558317885368,0.93953260178111,19–10,19,29,51.0,44.9,26.4,27.2,21.6,22.0,27.6,30.0,70.7,52.4,43.8,32.6,31.1,9.0,7.9,61.5,55.5,37.9,37.4,68.9,2023,0.87078722910387,77.1,69.9,65.51724137931035,1.0,3345,0,160,0,72.39999999999986
St John's,106.83259593756,87.115087775277,0.91264601388604,22–8,22,30,49.4,43.9,28.0,21.2,21.6,20.2,32.9,32.7,64.6,47.6,44.1,35.6,28.8,10.3,8.8,54.0,50.4,31.8,29.3,64.9,2023,1.3588865191255,76.4,69.6,73.33333333333333,2.0,3385,0,183,0,288.2400000000001
Toledo,103.69923217461,89.198261275506,0.84970400188753,28–4,28,32,51.3,44.6,35.1,23.4,18.0,20.5,27.0,24.2,68.7,51.4,42.7,34.0,32.3,5.2,6.1,59.1,46.3,33.9,33.1,68.2,2023,0.21970543775363,78.4,73.4,87.5,1.0,3405,1,357,0,83.47000000000003
St Louis,94.559727998127,91.422180941354,0.59581338232725,17–17,17,34,44.2,45.8,26.6,27.1,23.3,23.1,36.2,35.1,73.5,45.7,43.2,27.2,33.8,12.9,7.4,54.8,53.3,30.1,34.9,73.9,2023,-11.14282108944,77.2,69.4,50.0,0.0,3387,0,-2,0,-360.89999999999986
James Madison,96.543256288519,91.265333738318,0.65622844458706,25–7,25,32,46.1,41.0,33.0,28.4,19.9,18.9,34.2,25.8,69.5,46.2,39.5,30.7,29.2,7.2,6.3,50.0,46.9,35.6,34.2,69.2,2023,-4.8581774870056,71.8,70.3,78.125,0.0,3241,0,271,0,94.27999999999997
Vermont,91.015716299481,90.249543547448,0.52428514469916,24–6,24,30,48.5,40.3,25.2,22.0,20.9,21.9,31.1,29.4,62.7,45.8,39.9,36.6,27.5,9.2,6.7,59.7,40.5,29.6,26.6,63.8,2023,-4.399360343312,68.0,75.3,80.0,0.0,3436,0,250,0,351.8600000000001
Chattanooga,89.362619825844,87.970662744115,0.54501268904886,18–12,18,30,47.2,43.6,30.1,25.5,22.3,20.3,23.7,23.0,63.4,46.7,42.4,32.0,31.2,6.5,11.0,51.6,38.8,34.2,27.7,64.6,2023,-8.9075876434827,77.0,72.4,60.0,0.0,3151,0,116,0,230.16000000000008
