TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Drexel,93.813940704353,91.050144504715,0.58513400934282,14–8,14,22,45.4,43.3,19.5,26.8,17.6,28.3,31.3,40.8,63.9,44.6,43.5,31.3,28.7,6.8,6.5,57.4,53.8,33.3,35.4,63.5,2021,-5.5213535646012,75.2,68.8,63.63636363636363,0.0,3180,0,93,0,26.31000000000006
Marist,91.498887906921,86.690657432851,0.65039547696413,18–3,18,21,46.6,38.4,24.8,22.6,20.9,25.0,34.4,29.0,64.4,45.1,38.4,33.4,25.6,9.0,8.5,67.5,53.8,29.9,34.5,65.4,2021,-2.4509467518,68.4,70.3,85.71428571428571,0.0,3265,0,285,0,115.45999999999981
Utah Valley,89.250575278921,93.310435076054,0.37482627590917,12–6,12,18,46.4,43.1,31.2,21.0,24.5,20.7,30.9,26.4,66.8,47.1,41.1,29.9,31.5,9.3,8.3,75.8,65.6,34.7,32.5,65.6,2021,-4.6876585025531,70.7,70.5,66.66666666666667,0.0,3430,0,59,0,13.779999999999973
South Carolina,112.39461191921,72.88782631312,0.99317683446889,22–4,22,26,47.3,39.7,33.0,22.0,19.4,20.0,42.7,25.4,72.8,46.5,39.5,33.6,27.0,14.7,9.5,45.3,41.7,19.8,23.7,72.0,2021,9.985020881789,67.1,65.7,84.61538461538461,7.0,3376,4,455,0,25.38000000000011
Maryland,129.40233914147,84.063413935204,0.99303993934053,24–2,24,26,55.5,46.7,29.3,25.1,16.3,22.0,40.9,32.0,74.2,53.1,44.9,40.7,33.6,6.8,5.3,60.8,52.2,30.6,32.8,72.9,2021,10.086271406875,79.0,68.8,92.3076923076923,9.0,3268,2,546,0,143.34000000000015
UCLA,115.15499548883,75.797085426292,0.99191414580022,16–5,16,21,45.8,44.0,30.0,28.9,17.6,25.8,38.3,28.3,68.5,42.4,43.5,35.6,30.0,7.5,9.0,59.1,53.1,31.2,33.8,70.0,2021,6.2138725791054,72.8,68.5,76.19047619047619,4.0,3417,1,290,0,96.72000000000014
West Virginia,110.20645118616,82.082756321883,0.96733421796695,21–6,21,27,48.7,45.9,30.8,25.7,20.7,21.7,33.4,28.8,71.6,47.2,45.7,35.0,30.8,9.6,9.4,58.1,56.2,27.6,32.0,70.3,2021,7.2271436496741,73.1,71.2,77.77777777777777,6.0,3452,1,176,0,-19.600000000000023
Georgia Tech,107.30246037567,82.443642451019,0.95394068065557,15–8,15,23,47.0,44.8,24.3,23.3,18.7,19.6,31.7,28.1,66.9,46.8,43.0,31.8,33.3,7.4,7.0,57.0,48.3,30.8,25.7,66.1,2021,2.7598689810414,68.1,69.2,65.21739130434783,1.0,3210,2,97,0,123.63000000000011
Texas,105.37855841055,78.603615859233,0.96678989679587,18–9,18,27,44.7,47.0,29.0,32.7,19.7,27.4,36.8,29.2,70.5,43.5,46.5,32.1,32.3,8.6,6.3,49.1,46.7,25.7,25.7,69.1,2021,3.5110640614817,69.9,71.4,66.66666666666667,4.0,3400,3,191,0,-5.139999999999873
Alabama,114.18179961913,90.964246570479,0.93177255471795,16–9,16,25,50.4,47.7,32.9,21.1,18.8,18.3,30.5,30.3,70.4,48.5,44.8,35.7,37.0,5.2,9.2,58.0,50.7,38.6,27.1,69.2,2021,2.3164548948359,75.5,67.4,64.0,1.0,3104,1,119,0,375.32000000000016
Oregon St,116.21550895601,87.149835050535,0.96476689457202,10–7,10,17,52.6,43.7,32.7,22.3,20.5,13.0,24.6,30.3,68.9,47.4,38.1,41.3,36.6,11.3,7.9,63.5,55.8,35.4,33.4,70.0,2021,3.1683302979543,73.6,74.5,58.8235294117647,3.0,3333,1,23,0,239.5799999999997
Florida St,100.88109864386,82.076643734761,0.91469242102499,10–8,10,18,44.9,44.9,28.5,26.8,21.7,22.1,32.7,32.6,69.3,43.8,45.0,32.1,29.8,9.1,8.6,47.8,54.5,26.9,33.1,69.3,2021,0.69911900103907,73.4,66.9,55.55555555555556,2.0,3199,0,14,0,-122.8900000000001
North Carolina,104.74481041376,85.141345764321,0.91551895312889,13–10,13,23,46.4,44.4,28.8,25.6,17.8,19.7,34.8,26.1,73.1,46.2,41.2,31.1,32.8,8.7,7.2,55.3,58.0,32.2,39.4,73.3,2021,0.034411667510172,72.1,70.4,56.52173913043478,2.0,3314,0,186,0,-290.89999999999975
Bradley,102.8117625283,91.881381128926,0.78458958116671,16–11,16,27,48.1,44.5,26.9,30.1,18.5,19.4,29.1,28.2,69.4,45.8,41.6,34.8,33.0,13.0,7.6,53.9,51.7,36.5,36.3,70.4,2021,-4.9379219677993,74.3,71.6,59.25925925925926,0.0,3133,0,124,0,72.29999999999995
SF Austin,103.0128802127,82.812765413932,0.92484863546255,22–2,22,24,55.8,37.7,30.7,36.6,22.5,32.9,37.7,33.3,72.3,57.0,36.8,35.8,26.6,13.1,6.3,63.9,50.8,37.6,27.8,72.3,2021,-0.098662820657848,67.0,64.3,91.66666666666667,0.0,3372,0,689,0,606.5999999999999
Lehigh,97.420237801641,94.916380613122,0.57430395166929,10–5,10,15,48.2,44.7,22.6,20.6,16.4,18.9,21.7,24.7,72.7,45.6,46.9,34.3,26.2,4.9,10.6,62.2,54.6,45.2,28.9,73.8,2021,-3.8862812781094,78.5,75.5,66.66666666666667,0.0,3250,0,73,0,793.18
Wyoming,93.84954901314,88.043433729294,0.6757746903008,14–9,14,23,47.5,43.2,20.0,23.1,17.9,20.7,25.2,26.5,64.1,45.9,40.8,33.3,33.1,6.1,11.0,57.4,39.1,39.3,27.9,62.9,2021,-5.7010562184479,69.0,74.8,60.869565217391305,0.0,3461,0,102,0,385.1999999999998
Mt St Mary's,94.879273854818,96.617250526,0.44800162750947,17–6,17,23,49.5,42.4,24.3,28.3,21.1,24.1,33.1,28.0,70.1,47.6,41.0,34.9,30.5,9.1,10.4,52.2,56.8,38.6,28.3,70.2,2021,-5.5383309517246,79.7,73.6,73.91304347826087,0.0,3291,0,261,0,483.9900000000001
Mercer,94.443957727386,93.675296120548,0.52347754726339,18–6,18,24,43.8,43.2,23.1,35.3,15.6,26.2,33.2,33.7,67.9,41.9,44.0,33.8,27.3,10.4,4.7,52.7,46.3,21.2,27.7,69.2,2021,-3.8324315244994,72.6,67.0,75.0,0.0,3273,0,191,0,-39.65000000000009
NC State,114.59511330474,77.990167308642,0.98817282363248,20–2,20,22,52.3,42.0,26.2,18.7,17.9,18.1,31.2,25.0,70.8,51.7,40.0,35.8,30.3,8.0,6.5,54.3,44.2,31.6,36.6,70.0,2021,8.1172394055792,74.7,69.1,90.9090909090909,7.0,3301,2,347,0,22.299999999999955
Texas A&M,109.03489187012,79.894804165659,0.97277472772616,23–2,23,25,51.5,43.5,35.4,21.0,20.7,23.1,32.0,27.0,71.2,49.7,40.9,38.6,32.3,9.1,5.4,50.1,52.7,21.3,35.3,70.2,2021,8.7982739027607,72.5,69.3,92.0,6.0,3401,2,362,0,-318.00999999999976
Arizona,105.70362614551,72.406990494374,0.98726856562567,16–5,16,21,45.6,41.6,26.5,27.2,18.5,26.0,29.3,28.6,68.6,44.6,38.8,31.8,32.0,12.0,7.6,47.3,52.6,29.9,30.2,70.1,2021,5.5199245180289,71.5,67.6,76.19047619047619,4.0,3112,5,221,0,-15.580000000000041
Indiana,108.70998300317,76.254928334186,0.98333957234822,18–5,18,23,49.2,42.0,31.2,24.3,15.9,21.6,29.2,24.7,72.6,50.9,40.5,29.5,30.7,10.9,6.2,52.0,40.2,24.4,26.7,71.1,2021,5.4842456211219,71.9,73.1,78.26086956521739,5.0,3231,3,349,0,-99.88999999999999
Gonzaga,109.81195146251,80.874042468805,0.97118383503059,23–3,23,26,51.9,42.7,24.2,29.7,22.2,23.2,41.3,22.4,66.1,50.9,40.9,36.2,30.9,8.4,4.0,63.7,55.5,28.6,32.2,66.1,2021,3.0631493960594,75.5,69.1,88.46153846153847,0.0,3211,0,431,0,40.340000000000146
Rutgers,112.75292055886,81.433968306356,0.97684627295964,14–4,14,18,52.5,43.8,25.0,34.6,19.4,29.6,38.7,35.2,67.4,51.5,39.0,36.5,35.2,16.6,5.9,53.7,65.1,31.8,35.1,66.3,2021,3.0895607494602,76.6,69.0,77.77777777777777,3.0,3353,0,333,0,-74.82000000000016
Iowa St,115.93602318124,87.654655508544,0.96142412561948,16–10,16,26,50.9,46.9,26.9,25.7,18.6,17.2,28.2,26.5,72.1,48.7,44.8,35.6,34.1,8.3,14.1,53.8,58.4,45.4,32.6,71.4,2021,3.369090548215,83.1,72.9,61.53846153846154,3.0,3235,1,154,0,504.5799999999999
South Florida,103.55223806101,82.437054843002,0.93229400293334,18–3,18,21,43.3,38.0,32.7,31.0,20.7,22.0,40.5,28.8,65.9,41.8,38.6,30.3,24.0,8.8,7.7,70.8,47.3,41.9,24.4,66.0,2021,2.8061671621802,72.0,66.9,85.71428571428571,0.0,3378,1,238,0,683.97
Washington St,105.47476881512,82.223452649311,0.94603065211646,12–11,12,23,44.7,45.1,22.7,28.4,21.6,21.8,33.3,32.3,66.2,43.0,43.0,31.7,33.3,10.2,10.1,61.0,54.5,37.4,31.0,66.9,2021,2.4967573304735,72.6,72.8,52.17391304347826,4.0,3450,0,-1,0,153.27999999999997
Michigan St,107.1595420378,83.717575209857,0.94474744870836,15–8,15,23,50.0,47.6,29.9,32.4,19.8,23.7,33.5,27.6,73.0,50.2,47.4,33.1,32.0,10.3,8.5,61.2,59.9,31.5,33.4,72.1,2021,1.9035889139299,67.2,76.0,65.21739130434783,2.0,3277,0,158,0,-26.149999999999864
BYU,103.27445670984,83.159263817865,0.92352777814179,18–5,18,23,50.7,40.9,20.3,28.6,21.1,21.8,32.2,28.8,68.5,50.9,38.4,33.5,30.3,11.7,6.0,62.0,55.2,34.4,36.1,68.6,2021,0.31422688353102,73.1,75.8,78.26086956521739,1.0,3140,1,233,0,58.56999999999971
Belmont,100.83684353099,90.641524500727,0.77308275150885,20–5,20,25,51.6,44.0,22.0,31.1,20.6,27.6,33.8,35.6,67.0,51.2,44.4,34.7,28.9,8.0,7.3,59.6,59.3,42.1,35.6,67.4,2021,-1.9605098688879,69.7,65.5,80.0,0.0,3125,1,308,0,432.0300000000002
VCU,96.215726571362,90.958470071245,0.65614970900818,16–10,16,26,43.5,45.6,30.2,24.1,19.2,23.0,33.0,31.6,66.3,41.0,44.9,32.9,31.2,8.2,8.1,49.7,58.1,30.4,36.0,67.3,2021,-5.850692927948,73.5,65.5,61.53846153846154,0.0,3433,0,60,0,-123.04000000000019
Stony Brook,90.517043226616,87.015754437922,0.61150982304998,15–5,15,20,44.8,40.1,30.1,26.7,24.1,27.2,36.4,26.6,65.6,46.7,38.0,26.7,29.6,10.5,6.0,57.3,57.2,28.0,32.3,66.4,2021,-3.7774809003843,67.9,70.1,75.0,0.0,3392,0,192,0,-208.4799999999999
Troy,97.146348736684,92.310765898105,0.64271437530322,20–5,20,25,44.2,43.5,30.7,28.6,19.2,22.4,40.8,28.2,82.3,42.8,42.9,32.4,29.9,7.5,5.0,53.8,49.2,23.6,32.7,80.9,2021,-3.352848236671,73.4,66.8,80.0,0.0,3407,0,285,0,-213.09000000000003
NC A&T,87.357326174599,90.786928500216,0.39106285954058,13–2,13,15,43.8,37.2,23.9,27.6,22.5,30.8,38.9,32.1,74.8,43.9,36.8,29.0,25.5,9.8,10.1,62.1,56.7,30.0,29.1,72.6,2021,-1.807979210727,74.7,70.2,86.66666666666667,0.0,3299,0,255,0,127.94999999999993
Connecticut,116.05128871156,69.487961162776,0.99726287222883,24–1,24,25,56.7,37.9,23.6,15.2,20.1,25.7,37.1,24.6,71.6,58.7,37.0,34.8,26.4,15.5,5.0,64.9,54.2,31.0,36.6,71.0,2021,7.1974720549597,71.2,63.4,96.0,3.0,3163,4,788,0,112.55999999999995
Baylor,113.04993777452,70.394045538547,0.99571265537685,25–2,25,27,51.2,36.2,29.8,28.3,22.2,23.8,45.9,23.4,73.8,51.7,34.3,32.5,26.8,12.5,4.2,65.1,52.1,16.1,32.5,73.2,2021,10.284532491389,71.6,74.4,92.5925925925926,9.0,3124,3,732,0,-347.75
Tennessee,109.59869870424,80.452974227656,0.97221972439652,16–7,16,23,47.8,41.7,25.7,25.4,22.9,19.3,40.9,26.4,71.4,47.8,38.9,31.8,31.4,13.1,6.5,53.9,51.4,23.3,34.2,71.0,2021,4.803184806462,70.3,66.9,69.56521739130434,3.0,3397,1,224,0,-332.94000000000005
Kentucky,111.33973014042,85.440954632017,0.95455519797147,17–8,17,25,49.0,45.2,23.8,30.7,17.8,22.5,33.2,34.8,69.9,47.5,45.3,34.7,29.9,8.9,7.5,50.3,45.7,32.6,26.0,68.9,2021,3.964178453094,71.9,67.8,68.0,4.0,3246,1,182,0,353.8200000000003
Iowa,124.77192288139,95.385868620794,0.95641194832117,18–9,18,27,59.3,50.8,27.8,26.5,19.4,17.5,28.9,32.9,74.6,58.4,50.3,40.4,34.5,6.2,6.6,64.8,54.8,38.4,35.5,73.6,2021,4.9216864098374,79.2,66.8,66.66666666666667,4.0,3234,2,165,0,326.6099999999999
Michigan,113.2326438904,80.945704519724,0.97936988821743,14–5,14,19,49.0,43.8,35.1,27.3,22.0,18.0,40.2,25.9,70.9,50.8,42.2,29.5,31.7,6.1,7.6,57.9,47.3,28.3,30.7,70.1,2021,3.8481247767987,74.0,70.1,73.6842105263158,3.0,3276,2,197,0,-138.33999999999992
Virginia Tech,111.27432492376,84.207183796013,0.9610317633495,14–9,14,23,51.0,44.0,24.7,27.2,20.0,19.1,28.4,27.4,71.0,48.3,42.4,36.3,31.5,10.0,10.1,60.3,46.8,44.4,32.9,70.8,2021,0.5947988125867,75.4,69.8,60.869565217391305,1.0,3439,1,186,0,575.3699999999999
Syracuse,105.82381147805,85.776143183927,0.91799399313596,13–8,13,21,47.3,44.5,31.5,28.0,22.6,20.7,35.2,33.9,72.8,48.9,42.5,29.7,32.3,15.4,4.6,57.2,58.0,37.4,33.1,72.4,2021,1.9060531640427,68.4,73.2,61.904761904761905,0.0,3393,1,60,0,41.65000000000009
S Dakota St,103.21845425556,85.749069308146,0.89400864269896,21–3,21,24,48.7,43.9,38.0,28.6,19.8,22.6,30.8,27.3,68.0,49.4,44.2,31.7,29.0,9.3,8.6,58.5,56.2,37.2,35.7,68.0,2021,2.3009132970576,73.2,72.7,87.5,3.0,3355,0,244,0,143.93999999999983
Marquette,104.98624529172,82.696883220201,0.939598882353,19–6,19,25,49.3,43.9,23.1,22.2,21.7,22.4,37.2,26.0,70.6,49.6,43.6,32.0,29.7,7.5,6.9,68.7,55.3,21.1,31.2,71.2,2021,1.3995365639326,71.3,76.1,76.0,0.0,3266,0,235,0,-251.43999999999994
FGCU,103.5041190263,84.451110070162,0.91209954441977,24–2,24,26,54.9,41.8,24.5,33.6,15.1,24.3,20.3,24.0,74.3,60.0,42.7,33.7,26.3,8.4,6.4,57.2,44.6,54.7,27.3,73.5,2021,0.62167856533721,71.6,65.0,92.3076923076923,0.0,3195,0,578,0,1125.4000000000003
C Michigan,108.23321780495,99.484014027464,0.72499003577799,18–8,18,26,54.0,49.6,23.1,27.5,19.2,18.8,29.0,28.6,70.9,54.6,49.1,35.5,33.6,6.1,5.5,49.7,43.1,45.5,36.7,69.5,2021,-3.2830814520384,77.2,76.5,69.23076923076923,0.0,3141,0,106,0,382.1299999999999
Idaho St,97.416548384296,85.322994117535,0.82117804223103,21–3,21,24,50.5,39.8,22.8,29.7,20.8,21.7,31.6,27.6,70.1,50.5,40.4,33.7,25.9,9.6,4.8,56.2,46.3,30.4,37.1,69.8,2021,-0.44609204241309,70.4,75.2,87.5,0.0,3226,0,291,0,63.59000000000003
MTSU,103.47426875876,94.505424886306,0.73936214143701,17–7,17,24,47.2,46.4,32.9,26.1,15.9,20.7,30.5,33.0,72.0,48.5,47.0,30.6,30.2,8.1,7.2,48.3,53.9,47.1,37.5,71.1,2021,-3.7112550263026,65.7,66.4,70.83333333333333,0.0,3292,0,118,0,308.7600000000002
Jackson St,92.583301324531,87.301070622522,0.66275143667222,18–5,18,23,46.5,39.6,39.8,30.6,25.6,22.2,41.2,30.0,71.4,44.3,35.4,36.2,34.3,9.3,8.1,51.8,59.8,22.0,26.5,70.8,2021,-2.5386757559001,67.7,65.2,78.26086956521739,0.0,3238,0,227,0,-112.54999999999984
High Point,94.94477847348,96.715267116564,0.44708092835227,21–6,21,27,51.8,39.9,30.1,28.3,19.5,18.9,20.4,28.5,70.8,49.0,40.2,36.4,26.0,6.4,9.5,58.9,44.6,49.7,26.9,71.0,2021,-5.0304531326482,75.6,70.1,77.77777777777777,0.0,3219,0,258,0,1109.6799999999998
