TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,3P%ODDIFF
Michigan,114.71509689063,99.735319521812,0.83330241056776,21–12,21,33,55.0,51.2,28.4,26.8,14.7,17.7,24.4,26.3,66.0,52.9,50.7,38.4,34.7,5.9,9.6,56.7,53.6,44.5,36.7,66.5,2016,0.88074091598101,73.9,72.9,63.63636363636363,2.0,1276,0,206,435.3099999999997
Chattanooga,105.91691483998,100.23585634786,0.65339213855891,27–5,27,32,51.8,49.8,42.0,30.8,17.9,20.3,32.4,28.9,67.4,50.4,50.0,36.1,33.0,13.4,10.9,55.7,49.7,37.1,36.3,67.1,2016,0.55223776804566,73.3,67.1,84.375,0.0,1151,0,246,141.4100000000003
Stony Brook,106.05102958918,98.705968321474,0.69538399470145,24–6,24,30,53.2,47.3,32.5,27.6,17.2,18.5,34.4,25.8,67.6,51.9,45.2,37.5,34.2,12.3,6.3,58.0,47.6,29.3,34.9,67.6,2016,-0.96047137516903,66.8,71.0,80.0,0.0,1392,0,308,-94.83000000000015
SF Austin,108.46445447426,97.569609964024,0.77159669509344,23–5,23,28,55.5,49.6,33.9,40.1,18.2,25.9,33.5,29.7,69.1,55.1,49.5,37.5,33.2,9.3,6.9,64.4,52.3,36.4,30.6,68.4,2016,-1.0642981381888,74.4,67.1,82.14285714285714,0.0,1372,1,428,349.0799999999998
Weber St,102.88389268184,99.638430970422,0.59112336885688,23–8,23,31,54.9,47.2,46.6,28.8,19.7,15.5,26.0,25.2,68.5,55.5,45.1,36.0,35.2,7.6,4.8,52.1,41.3,42.1,27.4,67.9,2016,-3.5017752161562,67.7,66.9,74.19354838709677,0.0,1451,0,188,551.1200000000001
FGCU,102.31941759246,103.04771250401,0.47961994633762,16–13,16,29,51.2,48.1,36.4,36.1,16.9,16.2,31.5,27.5,69.0,50.9,49.0,34.6,31.0,10.6,7.3,45.7,47.2,24.4,36.7,67.7,2016,-8.2683745225818,64.5,69.5,55.172413793103445,0.0,1195,0,79,-293.46000000000004
Virginia,119.48409262982,91.928038269118,0.95324886320209,26–7,26,33,54.4,48.7,32.4,33.7,15.3,19.7,30.6,25.9,61.2,51.9,46.5,40.5,34.9,9.5,5.8,55.7,48.2,28.1,37.3,61.6,2016,8.6507560679704,75.4,69.6,78.78787878787878,8.0,1438,3,353,-163.7199999999998
Michigan St,121.41192125653,94.845905909935,0.94478687697465,29–5,29,34,56.0,42.6,30.0,34.0,17.5,14.2,37.2,24.2,66.9,51.1,41.3,43.4,30.2,13.2,8.4,71.4,48.7,35.3,32.5,67.6,2016,7.3516220734272,73.0,71.7,85.29411764705883,5.0,1277,0,557,550.5199999999998
Utah,115.24265504522,97.337937493139,0.87454844671833,25–8,25,33,55.2,47.4,38.4,23.4,17.8,15.2,29.0,28.0,67.3,55.8,43.8,36.0,36.8,10.0,10.5,56.9,42.0,37.6,31.9,67.0,2016,5.6746580793187,71.7,72.0,75.75757575757575,2.0,1428,1,247,179.6800000000003
Iowa St,120.38823796061,98.853068152706,0.90606460605716,21–11,21,32,56.8,49.5,25.5,24.2,16.0,17.1,27.3,30.7,71.7,56.7,49.0,38.0,33.6,10.1,7.0,53.0,50.1,35.0,35.7,72.3,2016,3.5223229396333,70.6,68.5,65.625,3.0,1235,2,220,130.4799999999998
Purdue,116.56256484159,92.761383246015,0.93255238032776,26–8,26,34,53.7,44.3,35.1,27.7,17.5,13.8,35.3,23.3,67.9,52.9,43.0,36.8,31.3,11.6,7.9,64.0,51.3,35.5,33.0,68.8,2016,4.4502365092407,74.2,70.7,76.47058823529412,4.0,1345,0,447,273.4999999999998
Seton Hall,111.148558127,92.505103559334,0.89201053732196,25–8,25,33,50.2,45.3,40.6,33.7,19.5,19.2,35.0,30.7,70.7,49.1,44.3,35.3,31.6,11.7,9.9,51.3,50.9,29.6,33.1,70.3,2016,5.2992863410856,66.6,67.9,75.75757575757575,5.0,1371,0,233,-1.0800000000001546
Dayton,106.80410745759,92.624431737162,0.83727617303209,25–7,25,32,52.0,46.9,41.0,32.5,18.8,17.9,28.9,23.6,68.8,52.0,43.7,34.7,34.9,12.3,8.1,57.5,55.0,34.8,36.7,68.5,2016,2.5550715802518,67.3,65.9,78.125,2.0,1173,0,236,-73.27000000000021
Texas Tech,112.4471629765,98.543642165868,0.82021653358384,19–12,19,31,49.9,49.3,43.1,32.9,17.7,18.9,31.7,32.4,66.9,49.2,47.2,34.5,35.2,11.8,8.5,53.2,45.9,30.4,37.9,67.3,2016,1.2529153553221,74.6,70.4,61.29032258064516,2.0,1403,0,79,-285.2800000000002
Butler,117.93802896149,99.361181488758,0.87772649860962,21–10,21,31,52.5,49.4,39.8,36.2,14.5,18.6,32.8,27.8,70.1,50.0,48.5,38.7,33.9,9.3,10.7,51.3,50.9,30.5,36.9,69.2,2016,2.0752258373726,73.1,71.0,67.74193548387096,3.0,1139,1,292,-70.55999999999972
Syracuse,110.81257017409,94.611209848269,0.86029458971204,19–13,19,32,50.4,47.5,35.5,29.4,18.3,20.6,33.0,35.3,65.2,47.6,48.7,36.1,30.4,11.9,8.5,58.7,65.7,43.2,40.3,65.7,2016,-0.29541327809298,68.3,66.7,59.375,2.0,1393,4,144,334.4000000000003
Gonzaga,116.98221511288,96.344739042658,0.90308872505852,25–7,25,32,55.3,45.1,35.9,28.3,16.5,14.9,31.9,25.9,68.3,54.6,44.9,37.6,30.3,7.4,7.6,49.6,43.8,35.9,33.1,68.2,2016,2.2008096066061,76.0,70.7,78.125,1.0,1211,2,408,346.90999999999985
Ark Little Rock,106.9024048633,95.576798741596,0.78378161103566,27–4,27,31,52.4,45.1,31.4,38.3,15.9,21.4,26.9,30.1,64.1,49.4,45.1,38.7,30.1,9.9,7.7,51.5,51.8,34.7,40.0,63.9,2016,2.2033937937039,73.2,69.0,87.09677419354838,0.0,1114,1,308,138.8900000000001
Iona,108.88312423422,102.75375238822,0.66067558950751,22–10,22,32,53.8,48.5,32.5,36.2,17.6,19.4,29.4,31.3,72.3,52.3,45.8,37.2,35.5,10.7,8.5,60.7,53.4,44.2,36.1,72.6,2016,-3.3484333535827,71.2,69.5,68.75,0.0,1233,0,190,362.6900000000003
Fresno St,105.54461824103,99.905913394032,0.65280830070769,23–9,23,32,48.2,48.5,38.1,46.4,14.9,20.8,30.3,29.0,70.1,46.8,47.9,34.3,32.9,11.1,7.7,50.0,53.6,30.2,39.3,69.9,2016,-0.7155428365347,69.6,69.2,71.875,0.0,1201,0,111,-257.1099999999999
MTSU,102.22668044673,98.551710912787,0.60372971049146,22–9,22,31,51.8,48.5,35.7,42.8,17.2,19.4,28.2,25.5,69.2,48.2,47.2,38.9,34.1,9.7,7.5,50.3,49.3,35.7,33.8,68.6,2016,-2.9875677437423,60.7,66.8,70.96774193548387,0.0,1292,1,127,236.1500000000001
Hampton,98.043184479584,106.90217097502,0.26996108984921,20–10,20,30,47.2,48.0,42.0,36.4,18.9,16.9,34.9,27.4,71.9,47.6,47.2,30.9,33.2,9.0,10.0,47.7,41.5,34.7,32.6,72.1,2016,-6.1459934403046,65.4,72.7,66.66666666666667,0.0,1214,0,27,-10.090000000000146
Kansas,120.53466709408,91.279877638407,0.96072428077866,29–4,29,33,55.9,45.3,39.0,37.2,17.8,19.1,32.2,28.8,69.2,52.2,43.3,42.2,33.0,10.2,8.8,54.9,48.7,33.4,32.2,70.1,2016,11.446203625761,70.6,71.9,87.87878787878788,8.0,1242,3,419,346.8799999999999
Villanova,118.91025992754,90.383734709827,0.95908585684721,29–5,29,34,54.3,46.3,34.3,31.4,16.4,20.4,28.6,28.7,67.7,56.4,43.9,34.4,33.5,9.7,6.8,60.7,57.3,43.8,37.5,67.3,2016,8.954203212965,77.7,66.3,85.29411764705883,5.0,1437,6,451,250.4699999999998
Miami FL,118.79294452287,95.409677145084,0.92558876191792,25–7,25,32,53.9,48.0,40.0,28.8,16.0,17.5,30.5,29.2,66.2,53.4,46.9,36.6,33.6,9.0,7.3,49.0,46.2,34.1,29.8,67.2,2016,6.8679846278357,75.1,70.7,78.125,4.0,1274,2,282,246.7800000000001
California,112.51972700061,93.035553632167,0.89904776335293,23–10,23,33,52.5,44.0,41.6,37.2,17.5,14.1,32.4,25.7,68.2,51.0,40.9,36.9,35.1,11.1,7.8,48.9,47.4,33.7,26.5,68.8,2016,2.2941109275583,65.6,70.6,69.6969696969697,1.0,1143,0,267,313.3799999999999
Maryland,115.11498341632,96.431165152321,0.88459411067203,24–8,24,32,55.6,46.7,35.7,26.9,19.1,16.5,30.2,29.5,67.0,55.2,45.7,37.6,32.3,14.0,8.4,52.9,47.4,37.8,35.6,68.0,2016,4.0160647903829,75.9,70.0,75.0,2.0,1268,2,292,271.4000000000001
Arizona,116.39792459995,95.745292915224,0.90432374244882,25–8,25,33,53.8,46.3,44.1,29.2,17.9,16.2,35.1,24.9,70.0,52.3,45.5,38.3,32.1,11.4,8.2,51.6,48.6,29.2,31.2,69.1,2016,3.4738220553401,72.3,71.2,75.75757575757575,1.0,1112,0,403,116.83999999999992
Iowa,116.04569182884,94.78457881741,0.91111605547491,21–10,21,31,51.8,47.4,33.4,25.2,15.0,18.9,32.3,31.4,69.3,48.7,48.0,38.2,31.0,12.8,7.5,58.0,53.2,35.1,38.7,70.0,2016,2.0132719323233,71.9,68.1,67.74193548387096,5.0,1234,1,291,141.12000000000012
Colorado,107.80126724925,95.363637737358,0.80373577445818,21–11,21,32,48.4,46.9,40.0,35.5,18.8,15.4,35.0,24.6,71.0,43.7,44.4,38.9,35.3,11.8,11.1,53.4,42.0,32.4,28.8,69.9,2016,0.72770463046711,73.7,67.9,65.625,1.0,1160,0,152,243.7199999999999
Connecticut,110.38199067807,93.33618347238,0.8731387076319,24–10,24,34,52.0,44.2,29.7,34.5,16.5,18.1,29.1,29.2,66.4,50.9,41.3,36.2,32.7,14.0,9.2,52.3,52.6,33.7,36.7,66.9,2016,1.232848278533,78.7,65.8,70.58823529411765,1.0,1163,1,351,19.850000000000136
Temple,106.31446322356,98.073075162853,0.7166525830267,21–11,21,32,46.9,46.7,27.1,28.6,13.7,16.6,29.0,29.8,66.0,44.5,46.5,34.0,31.4,7.8,9.6,54.7,50.3,37.8,31.9,66.7,2016,-0.043723777885755,68.4,74.0,65.625,2.0,1396,0,39,283.53999999999996
Wichita St,111.52300469357,90.325208476185,0.91866644972556,23–8,23,31,49.6,44.5,37.8,45.4,14.8,23.2,31.9,23.6,66.2,49.8,41.8,32.9,32.7,11.7,8.4,57.3,49.0,38.5,37.1,66.8,2016,0.28252770612275,71.6,71.9,74.19354838709677,0.0,1455,1,425,53.47999999999979
S Dakota St,110.51111136107,100.66604116501,0.74517402021053,24–7,24,31,51.4,47.7,40.6,39.7,17.1,17.1,32.4,25.5,68.6,49.7,46.8,36.2,33.1,5.7,10.4,44.2,47.3,36.8,32.3,69.3,2016,-1.0224414675831,74.2,72.1,77.41935483870968,0.0,1355,0,218,263.0300000000002
Hawaii,107.29581813732,95.869803449405,0.78497272843046,25–5,25,30,52.5,44.9,46.3,39.3,18.4,19.9,30.9,26.7,71.3,54.6,43.8,32.8,31.3,10.4,7.6,60.3,49.0,39.6,33.6,71.4,2016,0.95286778098509,68.6,70.7,83.33333333333333,0.0,1218,1,324,247.19999999999982
Buffalo,104.28985154519,102.45775468214,0.55077936994828,19–14,19,33,49.6,49.8,41.7,37.1,18.9,17.7,32.2,28.6,72.4,49.2,48.8,33.5,34.4,9.0,8.6,48.6,51.0,37.0,35.9,72.9,2016,-5.6475048510856,70.9,71.5,57.57575757575758,0.0,1138,0,22,4.540000000000191
UNC Asheville,101.10487013704,99.442881617699,0.54750899784681,20–11,20,31,49.9,48.7,42.4,33.4,18.6,22.4,31.6,29.4,70.5,50.6,51.7,32.2,28.8,8.8,6.3,46.3,44.2,30.1,35.5,71.1,2016,-6.1446220234401,70.1,70.6,64.51612903225806,0.0,1421,0,169,-53.179999999999836
Austin Peay,101.7567771435,108.36086149511,0.32670241350155,16–17,16,33,51.5,53.6,46.5,31.1,20.4,18.8,31.8,29.7,70.3,51.2,52.9,34.9,36.4,7.7,7.4,50.4,52.9,32.0,40.1,70.4,2016,-11.1479004795,67.0,70.5,48.484848484848484,0.0,1122,0,-78,-342.84000000000015
Oregon,117.73356953152,96.892787177987,0.90382094995034,27–6,27,33,52.3,49.0,40.2,32.3,16.3,20.6,34.6,31.3,69.5,52.2,46.2,35.1,36.4,15.3,8.3,49.9,53.3,33.9,33.8,69.1,2016,6.7144645648614,71.5,70.3,81.81818181818181,3.0,1332,3,302,-40.429999999999836
Oklahoma,117.59579682194,92.797546285307,0.93840382460273,25–7,25,32,54.5,46.4,33.6,27.3,18.0,17.6,30.5,29.8,71.3,48.1,44.0,42.6,34.0,12.7,9.2,52.6,41.8,40.7,35.0,71.1,2016,7.8750007258793,72.8,67.8,78.125,5.0,1328,4,319,543.8200000000002
Texas A&M,113.67294899835,92.181460892172,0.91758772896716,26–8,26,34,51.4,47.1,37.5,32.4,17.2,20.9,35.0,30.0,68.3,50.7,45.6,35.0,32.9,11.0,9.3,63.4,56.2,37.0,39.5,68.1,2016,5.1452022298122,67.3,65.7,76.47058823529412,3.0,1401,2,353,-4.5499999999999545
Duke,121.52077958461,98.46124675458,0.91832892425364,23–10,23,33,53.7,49.4,40.2,25.4,14.3,17.7,34.0,34.5,68.4,50.7,48.9,38.7,33.9,9.5,9.6,49.2,52.5,40.1,29.0,68.8,2016,4.211124952723,72.2,68.4,69.6969696969697,6.0,1181,2,310,568.7700000000002
Baylor,117.79748479991,99.348575935166,0.87640533033639,21–11,21,32,51.7,51.0,39.2,38.1,18.9,19.8,40.2,28.8,67.2,49.9,48.7,37.4,37.1,11.1,9.5,63.8,72.9,28.6,33.8,67.3,2016,3.4804462044771,72.7,70.1,65.625,3.0,1124,0,214,-184.33999999999992
Texas,111.53560160066,95.249041773419,0.85999665134085,20–12,20,32,49.3,47.5,39.7,37.5,15.4,18.5,30.7,32.3,66.9,48.5,45.6,33.9,34.3,11.4,8.9,46.5,47.5,36.0,32.6,66.3,2016,3.0735434790567,66.5,69.5,62.5,6.0,1400,0,105,102.2199999999998
Oregon St,109.83119780029,98.13896101349,0.78489810241675,18–12,18,30,49.9,49.4,37.2,39.3,16.8,19.5,29.4,32.3,68.6,47.1,49.5,37.3,32.8,9.6,9.9,52.8,58.4,31.8,39.0,68.0,2016,0.3237486148483,68.1,69.0,60.0,1.0,1333,0,43,-93.05999999999995
St Joseph's PA,113.00027914557,96.872018058899,0.8545813910189,27–7,27,34,51.3,47.9,37.7,24.5,14.3,16.2,28.3,25.8,70.5,52.5,48.9,32.7,31.0,9.3,6.9,55.5,49.7,35.7,41.3,71.2,2016,3.5638255621935,71.3,69.1,79.41176470588235,2.0,1386,1,261,-112.90999999999985
Cincinnati,109.47846214986,92.738874769934,0.87082928443267,22–10,22,32,49.0,45.3,33.5,26.9,16.4,20.6,36.8,30.6,65.8,47.5,40.9,34.5,35.6,15.5,8.6,60.1,50.8,36.4,35.0,66.2,2016,0.36093859612939,70.4,67.7,68.75,2.0,1153,0,330,9.799999999999955
VCU,111.37171116527,93.848813838845,0.87746761294296,24–10,24,34,50.9,49.0,32.3,37.0,16.2,21.9,33.3,27.8,69.9,49.6,48.4,35.6,33.6,10.0,9.8,51.2,53.2,32.8,29.9,70.3,2016,0.028945409396502,69.0,67.6,70.58823529411765,2.0,1433,1,337,163.03999999999985
Northern Iowa,108.79224073481,97.637130735219,0.77627596842737,21–12,21,33,53.3,48.6,32.8,23.6,15.2,18.7,17.8,27.2,63.7,51.5,48.5,37.2,32.6,7.8,9.1,50.7,52.3,42.3,38.9,63.4,2016,-1.9799652236583,75.4,72.3,63.63636363636363,4.0,1320,1,153,305.41999999999985
Yale,108.19604729964,95.275998964092,0.81190243367829,21–6,21,27,52.5,46.3,42.1,33.8,20.1,18.2,39.2,24.0,67.0,51.1,45.5,37.1,31.8,12.6,9.3,57.6,49.6,30.8,34.4,66.8,2016,0.096848749800174,66.7,69.4,77.77777777777777,0.0,1463,1,296,48.75999999999999
UNC Wilmington,108.5858883329,100.62855308736,0.70582909783609,23–7,23,30,51.2,47.1,35.9,54.3,16.0,20.1,32.1,29.9,70.5,51.2,45.5,34.1,34.1,10.8,7.9,47.5,47.2,33.4,28.6,71.3,2016,-0.60132056616224,70.4,70.7,76.66666666666667,0.0,1423,0,191,163.67999999999995
WI Green Bay,106.94617955221,104.43287068582,0.56794806764722,21–12,21,33,49.9,51.2,42.2,35.4,15.6,20.9,31.3,31.8,76.8,48.7,49.5,35.0,36.3,11.1,10.5,48.0,50.3,31.0,33.9,77.2,2016,-4.3665189314776,65.7,71.6,63.63636363636363,0.0,1453,0,89,-145.56999999999994
CS Bakersfield,103.17439743996,95.51979904955,0.7081679215614,21–8,21,29,49.3,44.7,38.5,42.0,18.1,21.8,34.0,29.6,68.1,48.4,42.6,34.6,32.6,14.1,7.9,57.8,47.5,27.0,33.1,68.5,2016,-3.3867779247613,65.1,67.7,72.41379310344827,0.0,1167,0,246,-144.86000000000013
Holy Cross,97.271734283382,107.61686575606,0.23825093163691,14–19,14,33,47.9,53.2,36.1,33.8,16.6,20.0,23.6,29.6,64.7,47.1,52.2,32.7,36.5,8.0,9.4,62.3,59.3,40.4,41.2,64.6,2016,-14.253232535223,69.3,72.3,42.42424242424242,0.0,1221,0,-143,-182.72000000000003
