0_ProbWin,TeamID_0,TeamID_1,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,0_PomOrdinalRank,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins,1_PomOrdinalRank
1.0,1124.0,1313.0,Baylor,117.4986960698,90.715058861255,0.95143620905204,52.9,47.8,28.5,26.9,18.2,22.9,36.3,28.4,53.5,49.5,34.6,29.9,231.01000000000022,37.7,35.9,68.6,8.0,2,Norfolk St,99.935530972709,102.00928555121,0.4412246406812,51.5,45.1,39.1,33.3,19.9,18.5,29.8,27.2,51.3,46.3,34.5,29.1,-77.31000000000017,35.8,45.1,68.2,0.0,42
0.0,1313.0,1124.0,Norfolk St,99.935530972709,102.00928555121,0.4412246406812,51.5,45.1,39.1,33.3,19.9,18.5,29.8,27.2,51.3,46.3,34.5,29.1,-77.31000000000017,35.8,45.1,68.2,0.0,42,Baylor,117.4986960698,90.715058861255,0.95143620905204,52.9,47.8,28.5,26.9,18.2,22.9,36.3,28.4,53.5,49.5,34.6,29.9,231.01000000000022,37.7,35.9,68.6,8.0,2
1.0,1166.0,1361.0,Creighton,104.18713926209,92.280238100442,0.80148870400239,50.9,44.9,26.0,20.3,20.5,15.5,28.6,28.4,53.9,43.5,30.7,31.7,107.61999999999989,38.2,33.6,67.9,2.0,14,San Diego St,101.38913117317,86.366226209896,0.86345007561081,48.8,44.0,31.3,30.6,19.3,21.7,29.6,27.0,46.6,43.1,35.8,30.4,-58.6400000000001,30.8,38.2,66.2,1.0,6
0.0,1361.0,1166.0,San Diego St,101.38913117317,86.366226209896,0.86345007561081,48.8,44.0,31.3,30.6,19.3,21.7,29.6,27.0,46.6,43.1,35.8,30.4,-58.6400000000001,30.8,38.2,66.2,1.0,6,Creighton,104.18713926209,92.280238100442,0.80148870400239,50.9,44.9,26.0,20.3,20.5,15.5,28.6,28.4,53.9,43.5,30.7,31.7,107.61999999999989,38.2,33.6,67.9,2.0,14
1.0,1211.0,1209.0,Gonzaga,120.87999451898,88.481028436058,0.97309360482733,59.4,43.2,29.7,22.2,15.9,17.0,29.0,23.0,60.9,41.6,37.9,30.7,300.92999999999984,35.4,33.9,73.8,7.0,1,Georgia St,100.81728483537,99.368636361445,0.54151489208283,45.1,49.7,30.2,32.8,16.9,22.7,32.8,30.7,43.1,45.4,32.3,37.9,-252.12000000000012,36.9,38.1,68.2,0.0,38
0.0,1209.0,1211.0,Georgia St,100.81728483537,99.368636361445,0.54151489208283,45.1,49.7,30.2,32.8,16.9,22.7,32.8,30.7,43.1,45.4,32.3,37.9,-252.12000000000012,36.9,38.1,68.2,0.0,38,Gonzaga,120.87999451898,88.481028436058,0.97309360482733,59.4,43.2,29.7,22.2,15.9,17.0,29.0,23.0,60.9,41.6,37.9,30.7,300.92999999999984,35.4,33.9,73.8,7.0,1
1.0,1242.0,1411.0,Kansas,120.20288695146,92.857190696083,0.95112412125071,54.1,46.9,32.8,27.8,17.8,18.4,33.4,28.9,54.5,47.9,35.5,30.1,170.4799999999998,33.8,34.2,70.1,8.0,2,TX Southern,96.904827399327,98.639978114954,0.44915288756322,48.7,44.9,32.7,34.3,21.4,17.4,33.8,28.2,49.2,45.2,31.7,29.5,-60.72000000000003,31.4,35.8,68.7,0.0,46
0.0,1411.0,1242.0,TX Southern,96.904827399327,98.639978114954,0.44915288756322,48.7,44.9,32.7,34.3,21.4,17.4,33.8,28.2,49.2,45.2,31.7,29.5,-60.72000000000003,31.4,35.8,68.7,0.0,46,Kansas,120.20288695146,92.857190696083,0.95112412125071,54.1,46.9,32.8,27.8,17.8,18.4,33.4,28.9,54.5,47.9,35.5,30.1,170.4799999999998,33.8,34.2,70.1,8.0,2
1.0,1272.0,1129.0,Memphis,110.39663311224,93.182546980595,0.87538892171683,52.6,46.5,38.4,32.9,22.9,20.9,37.5,31.0,52.0,45.3,35.9,32.1,-268.15999999999985,30.8,42.8,71.5,3.0,7,Boise St,106.85341817094,91.85451815097,0.85061054122343,51.1,48.2,35.2,25.8,18.5,20.1,30.6,21.9,51.1,48.0,34.1,32.4,240.57999999999993,38.6,33.2,65.7,2.0,8
0.0,1129.0,1272.0,Boise St,106.85341817094,91.85451815097,0.85061054122343,51.1,48.2,35.2,25.8,18.5,20.1,30.6,21.9,51.1,48.0,34.1,32.4,240.57999999999993,38.6,33.2,65.7,2.0,8,Memphis,110.39663311224,93.182546980595,0.87538892171683,52.6,46.5,38.4,32.9,22.9,20.9,37.5,31.0,52.0,45.3,35.9,32.1,-268.15999999999985,30.8,42.8,71.5,3.0,7
1.0,1276.0,1161.0,Michigan,113.88480804642,96.680862039997,0.86799866153624,52.3,50.3,28.9,26.6,17.1,15.0,31.2,23.8,53.0,50.8,34.0,33.0,-20.500000000000227,32.3,33.9,67.2,4.0,8,Colorado St,112.47638691306,98.707120587488,0.81783407202117,55.2,49.9,30.4,25.0,15.1,18.4,21.9,24.9,56.3,50.5,35.7,32.7,-56.309999999999945,39.0,44.3,66.4,2.0,9
0.0,1161.0,1276.0,Colorado St,112.47638691306,98.707120587488,0.81783407202117,55.2,49.9,30.4,25.0,15.1,18.4,21.9,24.9,56.3,50.5,35.7,32.7,-56.309999999999945,39.0,44.3,66.4,2.0,9,Michigan,113.88480804642,96.680862039997,0.86799866153624,52.3,50.3,28.9,26.6,17.1,15.0,31.2,23.8,53.0,50.8,34.0,33.0,-20.500000000000227,32.3,33.9,67.2,4.0,8
1.0,1293.0,1362.0,Murray St,109.62371619674,95.010750370734,0.83824566318403,52.9,48.0,31.1,24.6,17.1,21.0,35.5,25.4,53.5,50.0,34.7,30.1,86.13000000000011,37.7,40.6,67.0,1.0,7,San Francisco,109.43667835659,92.173250830006,0.87806960845851,53.1,46.9,28.4,32.2,18.1,18.5,30.3,23.8,53.9,48.4,34.7,28.9,662.1200000000001,44.4,30.4,69.9,0.0,6
0.0,1362.0,1293.0,San Francisco,109.43667835659,92.173250830006,0.87806960845851,53.1,46.9,28.4,32.2,18.1,18.5,30.3,23.8,53.9,48.4,34.7,28.9,662.1200000000001,44.4,30.4,69.9,0.0,6,Murray St,109.62371619674,95.010750370734,0.83824566318403,52.9,48.0,31.1,24.6,17.1,21.0,35.5,25.4,53.5,50.0,34.7,30.1,86.13000000000011,37.7,40.6,67.0,1.0,7
1.0,1308.0,1163.0,New Mexico St,106.04852448564,97.458933319891,0.72538954786036,52.2,45.5,35.4,27.8,20.7,16.9,33.3,26.2,54.1,45.8,33.0,30.0,78.29999999999995,41.1,42.6,67.3,1.0,21,Connecticut,112.60495999978,94.794407325086,0.87868292539718,49.6,45.7,30.6,31.9,17.4,18.0,38.0,27.5,47.8,42.8,35.3,34.5,82.55999999999995,34.2,32.6,66.2,2.0,5
0.0,1163.0,1308.0,Connecticut,112.60495999978,94.794407325086,0.87868292539718,49.6,45.7,30.6,31.9,17.4,18.0,38.0,27.5,47.8,42.8,35.3,34.5,82.55999999999995,34.2,32.6,66.2,2.0,5,New Mexico St,106.04852448564,97.458933319891,0.72538954786036,52.2,45.5,35.4,27.8,20.7,16.9,33.3,26.2,54.1,45.8,33.0,30.0,78.29999999999995,41.1,42.6,67.3,1.0,21
1.0,1314.0,1266.0,North Carolina,112.82530527387,95.906519702738,0.86626920176585,52.1,49.8,29.6,21.5,16.5,14.1,30.4,20.8,50.7,48.3,36.2,34.9,66.07000000000016,37.4,36.9,71.2,3.0,8,Marquette,107.90987818095,95.354606834064,0.80572665319838,52.6,46.7,26.8,29.7,17.3,19.1,22.4,31.4,52.9,46.2,34.7,31.7,318.47000000000025,41.7,35.6,72.2,3.0,12
0.0,1266.0,1314.0,Marquette,107.90987818095,95.354606834064,0.80572665319838,52.6,46.7,26.8,29.7,17.3,19.1,22.4,31.4,52.9,46.2,34.7,31.7,318.47000000000025,41.7,35.6,72.2,3.0,12,North Carolina,112.82530527387,95.906519702738,0.86626920176585,52.1,49.8,29.6,21.5,16.5,14.1,30.4,20.8,50.7,48.3,36.2,34.9,66.07000000000016,37.4,36.9,71.2,3.0,8
1.0,1344.0,1355.0,Providence,111.56283235149,96.926485284528,0.8344230035917,50.3,46.7,38.5,26.3,17.3,15.8,30.5,28.0,49.6,46.6,34.3,31.2,180.51,38.1,36.1,66.5,3.0,12,S Dakota St,115.01910403405,103.99186332468,0.76115716957116,59.7,51.5,35.2,21.3,15.3,15.8,24.0,24.2,56.3,50.6,44.2,35.2,58.77999999999997,34.3,41.4,70.7,0.0,18
0.0,1355.0,1344.0,S Dakota St,115.01910403405,103.99186332468,0.76115716957116,59.7,51.5,35.2,21.3,15.3,15.8,24.0,24.2,56.3,50.6,44.2,35.2,58.77999999999997,34.3,41.4,70.7,0.0,18,Providence,111.56283235149,96.926485284528,0.8344230035917,50.3,46.7,38.5,26.3,17.3,15.8,30.5,28.0,49.6,46.6,34.3,31.2,180.51,38.1,36.1,66.5,3.0,12
1.0,1350.0,1234.0,Richmond,107.71591223465,99.424541949495,0.71527246881781,51.5,50.5,30.9,23.5,14.4,18.9,22.4,27.2,52.2,50.0,33.8,34.3,195.08999999999992,42.0,35.7,67.8,0.0,21,Iowa,121.04765167791,97.765754440436,0.92103651557798,53.6,49.8,30.4,26.2,12.9,19.3,32.2,30.2,52.6,50.0,36.8,32.9,241.71000000000004,39.2,36.5,70.8,4.0,4
0.0,1234.0,1350.0,Iowa,121.04765167791,97.765754440436,0.92103651557798,53.6,49.8,30.4,26.2,12.9,19.3,32.2,30.2,52.6,50.0,36.8,32.9,241.71000000000004,39.2,36.5,70.8,4.0,4,Richmond,107.71591223465,99.424541949495,0.71527246881781,51.5,50.5,30.9,23.5,14.4,18.9,22.4,27.2,52.2,50.0,33.8,34.3,195.08999999999992,42.0,35.7,67.8,0.0,21
1.0,1388.0,1231.0,St Mary's CA,107.80746389695,90.103906150652,0.88724550079125,52.6,48.3,23.2,24.4,17.1,19.5,27.3,21.9,52.6,47.0,35.1,34.4,276.3900000000001,36.1,28.8,64.8,2.0,5,Indiana,107.96654389092,90.51144746694,0.88370243401777,51.3,45.6,33.5,30.6,17.3,17.4,26.9,25.0,51.4,43.4,33.9,32.6,-232.50000000000023,31.8,40.2,68.2,3.0,9
0.0,1231.0,1388.0,Indiana,107.96654389092,90.51144746694,0.88370243401777,51.3,45.6,33.5,30.6,17.3,17.4,26.9,25.0,51.4,43.4,33.9,32.6,-232.50000000000023,31.8,40.2,68.2,3.0,9,St Mary's CA,107.80746389695,90.103906150652,0.88724550079125,52.6,48.3,23.2,24.4,17.1,19.5,27.3,21.9,52.6,47.0,35.1,34.4,276.3900000000001,36.1,28.8,64.8,2.0,5
1.0,1389.0,1246.0,St Peter's,97.60364696861,94.076406417254,0.60426955299822,47.8,44.1,37.5,41.0,20.8,20.9,31.5,28.0,45.9,44.0,34.8,29.4,-12.779999999999973,30.3,36.3,66.8,0.0,30,Kentucky,119.1036522947,93.870021185153,0.93922949522894,53.3,46.5,27.2,25.1,16.6,17.4,37.8,24.9,53.7,47.2,34.9,30.3,-110.1099999999999,28.1,36.0,68.8,5.0,1
0.0,1246.0,1389.0,Kentucky,119.1036522947,93.870021185153,0.93922949522894,53.3,46.5,27.2,25.1,16.6,17.4,37.8,24.9,53.7,47.2,34.9,30.3,-110.1099999999999,28.1,36.0,68.8,5.0,1,St Peter's,97.60364696861,94.076406417254,0.60426955299822,47.8,44.1,37.5,41.0,20.8,20.9,31.5,28.0,45.9,44.0,34.8,29.4,-12.779999999999973,30.3,36.3,66.8,0.0,30
1.0,1397.0,1255.0,Tennessee,110.08587164901,86.931526320697,0.93794146628897,50.3,46.2,29.6,31.6,18.0,22.9,32.8,27.4,48.0,45.8,35.8,31.2,227.77999999999997,40.7,39.4,68.3,5.0,2,Longwood,104.74322257062,103.48159800976,0.5347831363902,51.1,51.3,35.7,28.4,18.6,20.5,33.1,25.6,47.6,53.9,37.9,32.0,41.799999999999955,38.0,43.7,67.3,0.0,35
0.0,1255.0,1397.0,Longwood,104.74322257062,103.48159800976,0.5347831363902,51.1,51.3,35.7,28.4,18.6,20.5,33.1,25.6,47.6,53.9,37.9,32.0,41.799999999999955,38.0,43.7,67.3,0.0,35,Tennessee,110.08587164901,86.931526320697,0.93794146628897,50.3,46.2,29.6,31.6,18.0,22.9,32.8,27.4,48.0,45.8,35.8,31.2,227.77999999999997,40.7,39.4,68.3,5.0,2
1.0,1417.0,1103.0,UCLA,115.13383955908,91.629914488005,0.93250877667068,50.6,47.7,29.8,29.2,13.4,19.7,31.9,24.8,49.6,47.3,35.2,32.2,-108.3599999999999,31.5,37.8,66.8,2.0,2,Akron,104.82276263046,102.6686524318,0.55941477665225,52.8,49.3,40.1,26.2,17.7,17.6,29.1,26.3,52.4,47.8,35.6,34.7,259.6100000000001,41.7,35.3,63.0,0.0,33
0.0,1103.0,1417.0,Akron,104.82276263046,102.6686524318,0.55941477665225,52.8,49.3,40.1,26.2,17.7,17.6,29.1,26.3,52.4,47.8,35.6,34.7,259.6100000000001,41.7,35.3,63.0,0.0,33,UCLA,115.13383955908,91.629914488005,0.93250877667068,50.6,47.7,29.8,29.2,13.4,19.7,31.9,24.8,49.6,47.3,35.2,32.2,-108.3599999999999,31.5,37.8,66.8,2.0,2
1.0,1112.0,1460.0,Arizona,118.03498515398,92.432939066659,0.94330604394845,55.9,44.4,35.1,22.8,18.0,17.7,34.5,28.3,57.5,41.9,35.4,32.7,135.62999999999988,35.7,34.5,73.4,5.0,1,Wright St,104.20803172186,106.86329883574,0.42816198908355,52.0,51.2,31.1,26.0,17.9,18.4,31.3,30.0,53.2,51.6,33.0,33.7,-80.04000000000019,32.5,34.2,69.6,0.0,45
0.0,1460.0,1112.0,Wright St,104.20803172186,106.86329883574,0.42816198908355,52.0,51.2,31.1,26.0,17.9,18.4,31.3,30.0,53.2,51.6,33.0,33.7,-80.04000000000019,32.5,34.2,69.6,0.0,45,Arizona,118.03498515398,92.432939066659,0.94330604394845,55.9,44.4,35.1,22.8,18.0,17.7,34.5,28.3,57.5,41.9,35.4,32.7,135.62999999999988,35.7,34.5,73.4,5.0,1
1.0,1120.0,1240.0,Auburn,112.6859022436,89.591501128528,0.93323352571245,50.3,44.1,31.6,34.8,16.7,20.7,33.2,29.3,51.9,42.6,32.0,31.2,144.24,39.9,36.3,71.0,2.0,3,Jacksonville St,104.01078303469,101.66621138715,0.5651757997635,54.2,48.0,32.2,21.1,20.0,17.1,28.3,26.2,51.8,47.4,38.2,32.5,171.89000000000033,42.7,44.9,66.2,0.0,37
0.0,1240.0,1120.0,Jacksonville St,104.01078303469,101.66621138715,0.5651757997635,54.2,48.0,32.2,21.1,20.0,17.1,28.3,26.2,51.8,47.4,38.2,32.5,171.89000000000033,42.7,44.9,66.2,0.0,37,Auburn,112.6859022436,89.591501128528,0.93323352571245,50.3,44.1,31.6,34.8,16.7,20.7,33.2,29.3,51.9,42.6,32.0,31.2,144.24,39.9,36.3,71.0,2.0,3
1.0,1181.0,1168.0,Duke,120.43428911492,94.380913822844,0.94285401328504,55.6,47.0,28.6,18.9,14.9,16.1,31.9,28.5,55.8,46.9,36.8,31.4,285.55999999999995,36.6,33.8,68.7,7.0,3,CS Fullerton,101.99305321395,103.20041272288,0.46621812161094,49.2,50.8,35.7,26.1,18.1,20.2,29.0,28.0,48.7,48.0,33.5,37.1,-345.44000000000005,30.0,36.4,67.1,0.0,38
0.0,1168.0,1181.0,CS Fullerton,101.99305321395,103.20041272288,0.46621812161094,49.2,50.8,35.7,26.1,18.1,20.2,29.0,28.0,48.7,48.0,33.5,37.1,-345.44000000000005,30.0,36.4,67.1,0.0,38,Duke,120.43428911492,94.380913822844,0.94285401328504,55.6,47.0,28.6,18.9,14.9,16.1,31.9,28.5,55.8,46.9,36.8,31.4,285.55999999999995,36.6,33.8,68.7,7.0,3
1.0,1222.0,1412.0,Houston,117.12226649461,88.879107657536,0.95981801391418,53.6,43.5,28.7,35.1,17.1,21.7,37.8,27.3,55.1,43.5,34.1,29.0,89.21000000000026,39.1,42.9,65.1,1.0,1,UAB,111.10269370647,98.066184372194,0.80773228412423,52.9,47.9,29.5,31.5,16.3,21.4,33.4,27.4,50.6,47.5,38.3,32.4,50.37000000000012,32.7,37.1,69.9,0.0,12
0.0,1412.0,1222.0,UAB,111.10269370647,98.066184372194,0.80773228412423,52.9,47.9,29.5,31.5,16.3,21.4,33.4,27.4,50.6,47.5,38.3,32.4,50.37000000000012,32.7,37.1,69.9,0.0,12,Houston,117.12226649461,88.879107657536,0.95981801391418,53.6,43.5,28.7,35.1,17.1,21.7,37.8,27.3,55.1,43.5,34.1,29.0,89.21000000000026,39.1,42.9,65.1,1.0,1
1.0,1228.0,1151.0,Illinois,113.583413451,93.134913994498,0.90742704272146,53.1,46.3,31.7,28.4,17.7,15.6,33.4,25.8,51.7,45.5,36.7,32.2,613.97,42.7,29.6,68.2,5.0,4,Chattanooga,108.37896341338,98.498534173875,0.75013115419345,52.8,49.6,27.0,27.3,17.0,18.0,32.7,26.3,53.9,52.1,34.1,30.6,103.88999999999987,39.3,40.4,65.6,0.0,18
0.0,1151.0,1228.0,Chattanooga,108.37896341338,98.498534173875,0.75013115419345,52.8,49.6,27.0,27.3,17.0,18.0,32.7,26.3,53.9,52.1,34.1,30.6,103.88999999999987,39.3,40.4,65.6,0.0,18,Illinois,113.583413451,93.134913994498,0.90742704272146,53.1,46.3,31.7,28.4,17.7,15.6,33.4,25.8,51.7,45.5,36.7,32.2,613.97,42.7,29.6,68.2,5.0,4
1.0,1235.0,1261.0,Iowa St,103.14371129969,88.718727790886,0.84973205620409,49.9,48.4,28.1,36.2,20.4,24.5,28.2,28.5,50.9,50.7,32.1,29.6,90.53999999999996,37.4,37.5,67.3,6.0,12,LSU,105.80883559784,88.144335161966,0.89095870617642,49.5,45.1,33.0,38.4,20.4,25.3,33.7,31.2,50.5,47.7,31.9,28.0,-181.46000000000004,34.6,45.9,69.8,3.0,5
0.0,1261.0,1235.0,LSU,105.80883559784,88.144335161966,0.89095870617642,49.5,45.1,33.0,38.4,20.4,25.3,33.7,31.2,50.5,47.7,31.9,28.0,-181.46000000000004,34.6,45.9,69.8,3.0,5,Iowa St,103.14371129969,88.718727790886,0.84973205620409,49.9,48.4,28.1,36.2,20.4,24.5,28.2,28.5,50.9,50.7,32.1,29.6,90.53999999999996,37.4,37.5,67.3,6.0,12
1.0,1274.0,1425.0,Miami FL,114.28916998503,100.55965612659,0.81332743952582,54.2,53.4,28.9,24.6,14.2,20.3,23.4,30.3,54.9,53.9,35.3,35.2,-119.61000000000035,35.9,39.4,68.5,5.0,15,USC,109.27517014332,96.000937575244,0.81598508451839,51.1,44.7,30.9,26.3,17.7,14.7,33.8,27.2,50.1,41.6,35.4,33.7,-29.850000000000136,32.0,34.5,67.1,3.0,11
0.0,1425.0,1274.0,USC,109.27517014332,96.000937575244,0.81598508451839,51.1,44.7,30.9,26.3,17.7,14.7,33.8,27.2,50.1,41.6,35.4,33.7,-29.850000000000136,32.0,34.5,67.1,3.0,11,Miami FL,114.28916998503,100.55965612659,0.81332743952582,54.2,53.4,28.9,24.6,14.2,20.3,23.4,30.3,54.9,53.9,35.3,35.2,-119.61000000000035,35.9,39.4,68.5,5.0,15
1.0,1277.0,1172.0,Michigan St,110.87445847072,95.455860624472,0.8483795802543,52.0,47.5,30.4,28.3,19.2,15.3,30.7,27.0,49.7,47.9,37.8,31.2,83.15999999999985,33.4,37.8,68.7,3.0,10,Davidson,115.67330366056,101.44066570989,0.81904666683107,55.6,49.4,32.9,28.0,14.8,16.9,23.6,22.2,54.2,48.4,38.4,33.8,97.80000000000018,41.1,43.8,65.7,0.0,10
0.0,1172.0,1277.0,Davidson,115.67330366056,101.44066570989,0.81904666683107,55.6,49.4,32.9,28.0,14.8,16.9,23.6,22.2,54.2,48.4,38.4,33.8,97.80000000000018,41.1,43.8,65.7,0.0,10,Michigan St,110.87445847072,95.455860624472,0.8483795802543,52.0,47.5,30.4,28.3,19.2,15.3,30.7,27.0,49.7,47.9,37.8,31.2,83.15999999999985,33.4,37.8,68.7,3.0,10
1.0,1323.0,1104.0,Notre Dame,111.87589573264,97.142695878905,0.83533307384463,54.0,49.1,27.7,22.9,15.5,15.0,22.1,24.0,52.0,49.9,37.8,31.7,510.16999999999985,43.1,35.3,66.6,3.0,13,Alabama,115.87328220099,98.082894152308,0.87178882616041,51.5,49.4,33.6,35.2,19.8,17.7,35.5,30.7,56.3,49.3,30.8,33.1,290.1100000000001,48.0,35.9,72.8,4.0,7
0.0,1104.0,1323.0,Alabama,115.87328220099,98.082894152308,0.87178882616041,51.5,49.4,33.6,35.2,19.8,17.7,35.5,30.7,56.3,49.3,30.8,33.1,290.1100000000001,48.0,35.9,72.8,4.0,7,Notre Dame,111.87589573264,97.142695878905,0.83533307384463,54.0,49.1,27.7,22.9,15.5,15.0,22.1,24.0,52.0,49.9,37.8,31.7,510.16999999999985,43.1,35.3,66.6,3.0,13
1.0,1326.0,1260.0,Ohio St,116.28556881187,99.469084176497,0.85770086148203,54.8,47.9,33.5,29.2,16.7,15.3,28.8,28.6,54.0,46.2,37.3,34.0,280.6100000000001,39.7,35.3,66.2,3.0,8,Loyola-Chicago,109.06791022052,93.905438895105,0.84830235063421,56.3,47.0,31.9,28.4,18.4,19.9,25.1,23.9,55.8,46.9,38.0,31.5,437.64999999999986,43.1,38.1,65.6,1.0,6
0.0,1260.0,1326.0,Loyola-Chicago,109.06791022052,93.905438895105,0.84830235063421,56.3,47.0,31.9,28.4,18.4,19.9,25.1,23.9,55.8,46.9,38.0,31.5,437.64999999999986,43.1,38.1,65.6,1.0,6,Ohio St,116.28556881187,99.469084176497,0.85770086148203,54.8,47.9,33.5,29.2,16.7,15.3,28.8,28.6,54.0,46.2,37.3,34.0,280.6100000000001,39.7,35.3,66.2,3.0,8
1.0,1345.0,1463.0,Purdue,122.63005888206,97.516121635686,0.93309768102296,57.0,49.6,36.3,21.4,17.3,14.1,35.2,23.6,55.9,49.2,39.1,33.5,155.31000000000017,39.1,41.0,66.8,6.0,4,Yale,99.77868946601,98.436558858583,0.5388557823569,50.1,48.9,32.7,31.1,18.3,18.2,25.6,26.5,50.5,51.1,32.9,30.4,-58.210000000000264,36.3,41.2,69.8,0.0,37
