0_ProbWin,TeamID_0,TeamID_1,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,0_PomOrdinalRank,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins,1_PomOrdinalRank
0.0,3350.0,3181.0,Richmond,109.00168374002,89.298898129168,0.90827923622836,55.7,42.2,28.8,21.2,20.8,21.0,24.9,31.5,54.9,40.4,37.7,30.1,541.3600000000001,44.3,37.5,69.0,0.0,0,Duke,104.58096430141,76.581358905521,0.97297222181834,49.4,40.8,23.7,31.1,24.6,24.9,36.5,30.4,50.1,38.3,31.8,31.7,91.82000000000005,30.6,27.8,68.3,2.0,0
1.0,3235.0,3268.0,Iowa St,112.46658152878,85.714898060833,0.9578614019424,53.8,44.9,26.5,21.1,22.6,14.9,29.9,22.9,52.3,43.1,37.5,31.7,161.05999999999995,38.7,40.7,70.0,6.0,0,Maryland,110.16248847617,83.87201040768,0.95833922064891,48.4,47.0,32.5,24.1,20.2,21.9,34.0,31.4,46.7,47.6,35.7,30.6,-235.11,24.7,36.5,74.4,1.0,0
0.0,3268.0,3235.0,Maryland,110.16248847617,83.87201040768,0.95833922064891,48.4,47.0,32.5,24.1,20.2,21.9,34.0,31.4,46.7,47.6,35.7,30.6,-235.11,24.7,36.5,74.4,1.0,0,Iowa St,112.46658152878,85.714898060833,0.9578614019424,53.8,44.9,26.5,21.1,22.6,14.9,29.9,22.9,52.3,43.1,37.5,31.7,161.05999999999995,38.7,40.7,70.0,6.0,0
1.0,3243.0,3339.0,Kansas St,106.63562297949,74.540327525594,0.98398191994763,51.0,40.1,25.9,26.2,19.4,22.9,28.0,25.0,53.2,40.0,31.3,26.9,255.83000000000004,34.3,30.4,69.5,6.0,0,Portland,92.278185941179,84.222429578127,0.74086798377488,47.8,43.7,30.8,28.8,25.0,26.8,30.8,36.4,48.1,43.2,31.5,30.0,279.4499999999998,34.3,26.7,72.1,1.0,0
0.0,3339.0,3243.0,Portland,92.278185941179,84.222429578127,0.74086798377488,47.8,43.7,30.8,28.8,25.0,26.8,30.8,36.4,48.1,43.2,31.5,30.0,279.4499999999998,34.3,26.7,72.1,1.0,0,Kansas St,106.63562297949,74.540327525594,0.98398191994763,51.0,40.1,25.9,26.2,19.4,22.9,28.0,25.0,53.2,40.0,31.3,26.9,255.83000000000004,34.3,30.4,69.5,6.0,0
1.0,3261.0,3349.0,LSU,118.90317235945,79.775838994745,0.98994442047852,49.9,41.8,40.0,25.7,20.0,25.9,44.6,28.9,50.3,40.4,32.1,29.6,-373.7800000000001,19.8,34.1,75.8,5.0,0,Rice,96.179728323438,86.801527721203,0.76491822056766,44.9,43.9,27.9,31.6,21.4,23.5,32.2,30.2,43.8,43.4,31.6,30.4,158.20000000000016,30.5,26.5,70.0,0.0,0
0.0,3349.0,3261.0,Rice,96.179728323438,86.801527721203,0.76491822056766,44.9,43.9,27.9,31.6,21.4,23.5,32.2,30.2,43.8,43.4,31.6,30.4,158.20000000000016,30.5,26.5,70.0,0.0,0,LSU,118.90317235945,79.775838994745,0.98994442047852,49.9,41.8,40.0,25.7,20.0,25.9,44.6,28.9,50.3,40.4,32.1,29.6,-373.7800000000001,19.8,34.1,75.8,5.0,0
1.0,3292.0,3257.0,MTSU,105.88114134731,83.474339677428,0.93902886353839,51.3,40.0,29.0,22.0,17.7,21.9,31.6,28.6,50.5,38.1,35.0,29.0,457.4000000000001,42.4,35.4,65.1,1.0,0,Louisville,111.12244587631,82.38857568634,0.96895072065199,49.3,46.6,33.8,28.9,21.9,25.8,37.7,28.7,49.6,47.2,32.3,30.2,-173.78999999999996,25.1,32.6,70.3,4.0,0
0.0,3257.0,3292.0,Louisville,111.12244587631,82.38857568634,0.96895072065199,49.3,46.6,33.8,28.9,21.9,25.8,37.7,28.7,49.6,47.2,32.3,30.2,-173.78999999999996,25.1,32.6,70.3,4.0,0,MTSU,105.88114134731,83.474339677428,0.93902886353839,51.3,40.0,29.0,22.0,17.7,21.9,31.6,28.6,50.5,38.1,35.0,29.0,457.4000000000001,42.4,35.4,65.1,1.0,0
1.0,3304.0,3401.0,Nebraska,108.58029189658,83.40962440646,0.95403637406241,49.4,46.1,28.3,24.1,20.5,20.2,35.7,23.8,48.6,46.6,33.7,30.2,295.54999999999995,41.3,36.3,69.4,3.0,0,Texas A&M,101.48704338549,78.784579346491,0.9484344728102,45.0,41.3,24.4,29.5,20.1,22.8,36.7,25.9,46.2,40.2,27.9,29.4,-40.11000000000013,28.7,28.6,69.5,2.0,0
0.0,3401.0,3304.0,Texas A&M,101.48704338549,78.784579346491,0.9484344728102,45.0,41.3,24.4,29.5,20.1,22.8,36.7,25.9,46.2,40.2,27.9,29.4,-40.11000000000013,28.7,28.6,69.5,2.0,0,Nebraska,108.58029189658,83.40962440646,0.95403637406241,49.4,46.1,28.3,24.1,20.5,20.2,35.7,23.8,48.6,46.6,33.7,30.2,295.54999999999995,41.3,36.3,69.4,3.0,0
1.0,3314.0,3277.0,North Carolina,106.15654367804,81.525214589393,0.95417548961007,46.3,43.4,30.3,27.2,18.2,22.6,31.2,28.0,46.4,40.9,30.6,32.0,-267.24,28.6,35.7,69.8,4.0,0,Michigan St,116.83033550366,85.029788425044,0.9747607757366,55.7,48.7,28.9,25.6,15.9,24.7,26.5,26.3,55.5,47.7,37.3,33.8,366.3399999999999,39.0,32.2,72.7,1.0,0
0.0,3277.0,3314.0,Michigan St,116.83033550366,85.029788425044,0.9747607757366,55.7,48.7,28.9,25.6,15.9,24.7,26.5,26.3,55.5,47.7,37.3,33.8,366.3399999999999,39.0,32.2,72.7,1.0,0,North Carolina,106.15654367804,81.525214589393,0.95417548961007,46.3,43.4,30.3,27.2,18.2,22.6,31.2,28.0,46.4,40.9,30.6,32.0,-267.24,28.6,35.7,69.8,4.0,0
1.0,3326.0,3263.0,Ohio St,113.85829036089,77.13399101745,0.98877386805199,53.2,45.8,30.7,29.0,18.2,28.0,28.2,30.7,53.1,46.2,35.6,29.9,287.35000000000025,35.2,32.3,71.6,7.0,0,Maine,96.69225063963,90.978668939741,0.66828624456145,46.3,45.2,20.6,25.2,18.9,22.2,34.5,24.6,47.1,45.3,30.2,30.0,371.1400000000001,40.7,28.6,66.2,0.0,0
0.0,3263.0,3326.0,Maine,96.69225063963,90.978668939741,0.66828624456145,46.3,45.2,20.6,25.2,18.9,22.2,34.5,24.6,47.1,45.3,30.2,30.0,371.1400000000001,40.7,28.6,66.2,0.0,0,Ohio St,113.85829036089,77.13399101745,0.98877386805199,53.2,45.8,30.7,29.0,18.2,28.0,28.2,30.7,53.1,46.2,35.6,29.9,287.35000000000025,35.2,32.3,71.6,7.0,0
1.0,3333.0,3186.0,Oregon St,112.42653158713,79.966944621653,0.980504735493,52.9,39.8,25.2,18.7,19.2,13.6,29.1,24.9,52.4,38.9,35.9,28.1,548.21,37.5,28.4,67.6,6.0,0,E Washington,95.580158322481,86.472188726511,0.75980991455931,46.8,41.2,21.7,26.3,17.2,24.5,31.7,28.3,45.3,40.6,33.1,28.5,294.5799999999999,34.3,29.5,68.8,0.0,0
0.0,3186.0,3333.0,E Washington,95.580158322481,86.472188726511,0.75980991455931,46.8,41.2,21.7,26.3,17.2,24.5,31.7,28.3,45.3,40.6,33.1,28.5,294.5799999999999,34.3,29.5,68.8,0.0,0,Oregon St,112.42653158713,79.966944621653,0.980504735493,52.9,39.8,25.2,18.7,19.2,13.6,29.1,24.9,52.4,38.9,35.9,28.1,548.21,37.5,28.4,67.6,6.0,0
1.0,3376.0,3342.0,South Carolina,122.4913297447,73.194715166081,0.99732611630247,54.6,36.1,28.7,21.7,18.0,21.6,40.2,28.7,53.0,34.4,39.7,26.7,140.98000000000013,24.4,31.0,72.9,10.0,0,Presbyterian,80.768258513207,97.36880079214,0.10436855201861,45.2,45.0,24.2,22.0,26.0,21.9,27.2,27.9,45.0,45.0,30.4,30.1,25.159999999999854,33.7,33.2,66.7,0.0,0
0.0,3342.0,3376.0,Presbyterian,80.768258513207,97.36880079214,0.10436855201861,45.2,45.0,24.2,22.0,26.0,21.9,27.2,27.9,45.0,45.0,30.4,30.1,25.159999999999854,33.7,33.2,66.7,0.0,0,South Carolina,122.4913297447,73.194715166081,0.99732611630247,54.6,36.1,28.7,21.7,18.0,21.6,40.2,28.7,53.0,34.4,39.7,26.7,140.98000000000013,24.4,31.0,72.9,10.0,0
1.0,3390.0,3313.0,Stanford,121.60650473666,79.136106525769,0.99290076766528,52.1,40.2,24.6,17.5,18.1,16.5,39.6,25.8,52.0,38.2,34.9,29.5,195.1099999999999,33.4,32.9,69.1,8.0,0,Norfolk St,92.161803796415,89.023464721584,0.59830955962489,45.0,41.4,26.8,32.7,20.2,30.8,35.3,29.8,43.7,40.0,32.1,29.0,-205.9000000000001,29.0,39.2,67.5,0.0,0
0.0,3313.0,3390.0,Norfolk St,92.161803796415,89.023464721584,0.59830955962489,45.0,41.4,26.8,32.7,20.2,30.8,35.3,29.8,43.7,40.0,32.1,29.0,-205.9000000000001,29.0,39.2,67.5,0.0,0,Stanford,121.60650473666,79.136106525769,0.99290076766528,52.1,40.2,24.6,17.5,18.1,16.5,39.6,25.8,52.0,38.2,34.9,29.5,195.1099999999999,33.4,32.9,69.1,8.0,0
1.0,3400.0,3180.0,Texas,120.87807508537,76.181659381752,0.99507801374451,53.0,43.7,34.8,28.0,19.0,28.1,41.2,27.7,52.7,42.1,36.4,31.5,-354.27,17.7,31.7,70.6,7.0,0,Drexel,90.751101906765,90.645030787324,0.50336225367088,44.2,44.4,19.2,24.7,21.1,25.2,32.0,31.6,43.6,44.1,30.6,30.0,-65.27999999999997,26.2,28.9,62.6,0.0,0
0.0,3180.0,3400.0,Drexel,90.751101906765,90.645030787324,0.50336225367088,44.2,44.4,19.2,24.7,21.1,25.2,32.0,31.6,43.6,44.1,30.6,30.0,-65.27999999999997,26.2,28.9,62.6,0.0,0,Texas,120.87807508537,76.181659381752,0.99507801374451,53.0,43.7,34.8,28.0,19.0,28.1,41.2,27.7,52.7,42.1,36.4,31.5,-354.27,17.7,31.7,70.6,7.0,0
1.0,3439.0,3267.0,Virginia Tech,115.14564632837,84.217227902218,0.97332991477452,52.3,42.0,20.3,26.2,18.3,17.0,34.6,25.8,52.3,41.2,34.8,29.3,623.7999999999998,41.5,28.0,67.3,5.0,0,Marshall,103.87777915051,93.166086203828,0.7775696479769,50.0,48.8,30.7,35.4,20.6,29.6,36.7,36.0,49.2,49.8,34.0,30.5,769.8499999999998,44.8,24.7,78.2,0.0,0
0.0,3267.0,3439.0,Marshall,103.87777915051,93.166086203828,0.7775696479769,50.0,48.8,30.7,35.4,20.6,29.6,36.7,36.0,49.2,49.8,34.0,30.5,769.8499999999998,44.8,24.7,78.2,0.0,0,Virginia Tech,115.14564632837,84.217227902218,0.97332991477452,52.3,42.0,20.3,26.2,18.3,17.0,34.6,25.8,52.3,41.2,34.8,29.3,623.7999999999998,41.5,28.0,67.3,5.0,0
1.0,3163.0,3238.0,Connecticut,122.03759347661,75.294685241367,0.99614136342794,55.3,41.5,25.1,21.0,18.1,23.7,31.6,26.3,56.0,40.9,35.8,28.4,95.53999999999996,32.1,37.1,71.5,3.0,0,Jackson St,96.846445551734,88.878059394666,0.72857522308689,43.3,38.0,40.9,33.9,21.3,22.0,40.1,32.0,43.6,37.0,28.4,27.1,115.39999999999986,30.4,27.6,68.9,0.0,0
0.0,3238.0,3163.0,Jackson St,96.846445551734,88.878059394666,0.72857522308689,43.3,38.0,40.9,33.9,21.3,22.0,40.1,32.0,43.6,37.0,28.4,27.1,115.39999999999986,30.4,27.6,68.9,0.0,0,Connecticut,122.03759347661,75.294685241367,0.99614136342794,55.3,41.5,25.1,21.0,18.1,23.7,31.6,26.3,56.0,40.9,35.8,28.4,95.53999999999996,32.1,37.1,71.5,3.0,0
1.0,3166.0,3424.0,Creighton,115.22323478467,85.613017573358,0.96819751982872,51.7,44.3,22.5,26.3,16.2,18.7,28.1,27.2,50.9,43.6,35.2,30.8,576.8400000000001,41.5,28.7,68.7,3.0,0,UNLV,109.13152583842,84.891909970392,0.9472756465756,52.3,42.4,23.4,18.3,14.9,19.3,32.3,20.6,51.6,42.4,35.8,28.2,307.1,34.1,32.4,70.1,1.0,0
0.0,3424.0,3166.0,UNLV,109.13152583842,84.891909970392,0.9472756465756,52.3,42.4,23.4,18.3,14.9,19.3,32.3,20.6,51.6,42.4,35.8,28.2,307.1,34.1,32.4,70.1,1.0,0,Creighton,115.22323478467,85.613017573358,0.96819751982872,51.7,44.3,22.5,26.3,16.2,18.7,28.1,27.2,50.9,43.6,35.2,30.8,576.8400000000001,41.5,28.7,68.7,3.0,0
1.0,3211.0,3414.0,Gonzaga,121.45751181572,85.473254434879,0.98271790989891,56.2,44.8,24.2,21.5,19.3,22.6,39.7,26.9,53.9,45.9,40.0,28.4,574.4000000000001,38.5,34.0,68.4,2.0,0,UC Irvine,91.940785539088,86.811749064062,0.65928999171392,43.6,44.2,28.4,27.9,21.7,28.3,36.2,28.1,45.5,42.6,26.0,31.4,-368.5000000000001,28.7,35.5,67.0,0.0,0
0.0,3414.0,3211.0,UC Irvine,91.940785539088,86.811749064062,0.65928999171392,43.6,44.2,28.4,27.9,21.7,28.3,36.2,28.1,45.5,42.6,26.0,31.4,-368.5000000000001,28.7,35.5,67.0,0.0,0,Gonzaga,121.45751181572,85.473254434879,0.98271790989891,56.2,44.8,24.2,21.5,19.3,22.6,39.7,26.9,53.9,45.9,40.0,28.4,574.4000000000001,38.5,34.0,68.4,2.0,0
1.0,3231.0,3193.0,Indiana,117.04362642401,82.410384170652,0.9826149353949,58.2,45.0,28.3,24.9,18.8,19.8,25.6,24.9,57.1,44.1,40.2,31.4,544.2600000000001,35.8,28.5,69.7,5.0,0,Fairfield,98.955021095393,87.349884900754,0.80760965705025,53.9,40.7,24.1,31.8,24.7,26.8,33.8,28.5,57.6,40.1,33.0,27.9,585.3599999999999,45.3,32.6,69.8,0.0,0
0.0,3193.0,3231.0,Fairfield,98.955021095393,87.349884900754,0.80760965705025,53.9,40.7,24.1,31.8,24.7,26.8,33.8,28.5,57.6,40.1,33.0,27.9,585.3599999999999,45.3,32.6,69.8,0.0,0,Indiana,117.04362642401,82.410384170652,0.9826149353949,58.2,45.0,28.3,24.9,18.8,19.8,25.6,24.9,57.1,44.1,40.2,31.4,544.2600000000001,35.8,28.5,69.7,5.0,0
1.0,3234.0,3221.0,Iowa,128.05527740049,84.687499469787,0.99146646336768,58.9,46.0,29.7,22.7,17.8,19.1,31.7,25.7,60.3,45.7,38.2,31.1,527.8700000000003,45.0,38.3,76.1,7.0,0,Holy Cross,90.472586697966,92.613739542098,0.43315456939669,44.6,40.8,23.3,27.2,19.5,18.5,32.4,25.6,42.6,41.0,32.8,26.8,147.2399999999999,29.9,31.1,66.4,0.0,0
0.0,3221.0,3234.0,Holy Cross,90.472586697966,92.613739542098,0.43315456939669,44.6,40.8,23.3,27.2,19.5,18.5,32.4,25.6,42.6,41.0,32.8,26.8,147.2399999999999,29.9,31.1,66.4,0.0,0,Iowa,128.05527740049,84.687499469787,0.99146646336768,58.9,46.0,29.7,22.7,17.8,19.1,31.7,25.7,60.3,45.7,38.2,31.1,527.8700000000003,45.0,38.3,76.1,7.0,0
1.0,3242.0,3276.0,Kansas,109.65316104696,83.950309552096,0.95570672228884,49.0,44.7,34.5,26.4,19.4,21.4,26.7,31.7,48.9,43.2,32.8,31.9,-40.260000000000105,29.7,31.8,67.7,3.0,0,Michigan,104.83292001694,84.052561573413,0.92694240632004,49.1,48.7,26.0,29.1,21.7,24.1,34.7,25.5,47.2,48.6,35.3,32.6,-1.6400000000001,33.2,36.0,68.2,3.0,0
0.0,3276.0,3242.0,Michigan,104.83292001694,84.052561573413,0.92694240632004,49.1,48.7,26.0,29.1,21.7,24.1,34.7,25.5,47.2,48.6,35.3,32.6,-1.6400000000001,33.2,36.0,68.2,3.0,0,Kansas,109.65316104696,83.950309552096,0.95570672228884,49.0,44.7,34.5,26.4,19.4,21.4,26.7,31.7,48.9,43.2,32.8,31.9,-40.260000000000105,29.7,31.8,67.7,3.0,0
1.0,3279.0,3266.0,Mississippi,104.65603943517,79.133771716768,0.96138385780396,44.3,41.6,38.0,29.5,22.1,24.2,40.8,29.1,45.4,39.7,26.4,31.6,-259.4000000000001,19.5,24.5,67.9,3.0,0,Marquette,103.83887922805,80.403786277203,0.94985834213229,50.7,44.6,22.9,24.0,20.9,23.1,30.3,23.1,48.8,43.0,36.7,32.2,176.78999999999996,30.7,29.5,70.4,1.0,0
0.0,3266.0,3279.0,Marquette,103.83887922805,80.403786277203,0.94985834213229,50.7,44.6,22.9,24.0,20.9,23.1,30.3,23.1,48.8,43.0,36.7,32.2,176.78999999999996,30.7,29.5,70.4,1.0,0,Mississippi,104.65603943517,79.133771716768,0.96138385780396,44.3,41.6,38.0,29.5,22.1,24.2,40.8,29.1,45.4,39.7,26.4,31.6,-259.4000000000001,19.5,24.5,67.9,3.0,0
1.0,3301.0,3151.0,NC State,111.0507832442,76.303281011463,0.98681788006185,47.6,40.4,29.7,15.6,17.5,18.5,30.7,24.9,47.3,38.6,32.3,29.3,-40.12000000000012,29.6,34.0,71.0,5.0,0,Chattanooga,96.639223302704,88.860695900244,0.72412573312605,50.5,41.3,32.0,32.5,19.5,20.3,23.4,26.2,48.0,42.2,37.0,26.1,543.72,33.6,26.8,63.5,0.0,0
0.0,3151.0,3301.0,Chattanooga,96.639223302704,88.860695900244,0.72412573312605,50.5,41.3,32.0,32.5,19.5,20.3,23.4,26.2,48.0,42.2,37.0,26.1,543.72,33.6,26.8,63.5,0.0,0,NC State,111.0507832442,76.303281011463,0.98681788006185,47.6,40.4,29.7,15.6,17.5,18.5,30.7,24.9,47.3,38.6,32.3,29.3,-40.12000000000012,29.6,34.0,71.0,5.0,0
1.0,3323.0,3245.0,Notre Dame,110.3686671399,75.384721437625,0.9876789570671,49.9,41.9,28.6,22.6,19.3,25.4,35.2,29.3,49.0,42.3,35.0,27.5,23.75,24.8,30.7,73.4,7.0,0,Kent,99.72062932503,93.055118933753,0.6890274820405,47.1,45.2,27.1,26.8,19.4,20.5,32.7,25.5,46.8,44.9,31.9,30.6,-32.95000000000027,33.5,36.0,69.9,0.0,0
0.0,3245.0,3323.0,Kent,99.72062932503,93.055118933753,0.6890274820405,47.1,45.2,27.1,26.8,19.4,20.5,32.7,25.5,46.8,44.9,31.9,30.6,-32.95000000000027,33.5,36.0,69.9,0.0,0,Notre Dame,110.3686671399,75.384721437625,0.9876789570671,49.9,41.9,28.6,22.6,19.3,25.4,35.2,29.3,49.0,42.3,35.0,27.5,23.75,24.8,30.7,73.4,7.0,0
1.0,3328.0,3195.0,Oklahoma,108.45223821406,81.731782780114,0.96277967834823,48.6,43.9,23.4,27.8,21.3,21.5,35.0,27.9,49.3,43.5,31.7,29.7,272.22,38.1,31.5,76.4,6.0,0,FGCU,105.13942076604,85.455077376296,0.91559204740628,51.8,45.2,32.7,28.7,20.0,26.9,34.1,25.5,57.3,44.7,30.8,31.0,690.5400000000001,50.3,27.7,67.0,0.0,0
0.0,3195.0,3328.0,FGCU,105.13942076604,85.455077376296,0.91559204740628,51.8,45.2,32.7,28.7,20.0,26.9,34.1,25.5,57.3,44.7,30.8,31.0,690.5400000000001,50.3,27.7,67.0,0.0,0,Oklahoma,108.45223821406,81.731782780114,0.96277967834823,48.6,43.9,23.4,27.8,21.3,21.5,35.0,27.9,49.3,43.5,31.7,29.7,272.22,38.1,31.5,76.4,6.0,0
1.0,3393.0,3112.0,Syracuse,108.47647177559,87.396227342533,0.92307883712815,46.9,44.4,26.1,23.3,20.4,22.9,40.5,34.0,46.3,44.9,32.1,28.9,173.36,32.5,30.1,70.6,3.0,0,Arizona,105.84674348738,81.677903494891,0.95170377123883,47.6,48.0,28.2,31.4,20.5,27.4,30.7,34.7,47.7,48.1,31.4,31.9,-397.39,22.8,34.9,70.5,2.0,0
