TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Duquesne,106.94731298316,97.191635062799,0.75025900346766,23–11,23,34,50.1,48.0,33.1,35.3,17.5,19.5,29.9,30.0,66.8,49.6,48.4,33.9,31.7,12.7,11.4,53.8,52.3,39.7,37.3,67.2,2024,-2.1018983498524,71.4,70.7,67.6470588235294,0.0,1182,1,118,22,163.42000000000007
UAB,112.41957294598,106.88393931117,0.64122539206195,22–11,22,33,50.1,51.0,40.5,31.4,16.7,16.1,35.3,31.0,68.7,50.4,50.2,33.1,35.0,12.3,10.0,49.6,48.9,31.3,36.7,68.7,2024,-2.7900554190395,74.3,72.2,66.66666666666667,0.0,1412,0,52,27,-248.47000000000003
Yale,109.74399951176,100.43066040968,0.73494388297776,20–9,20,29,52.3,49.7,26.9,29.0,14.1,16.0,28.4,24.0,65.6,52.5,48.8,34.6,34.0,10.0,8.6,53.3,57.3,35.3,41.4,65.6,2024,-2.7139620555909,70.7,73.8,68.96551724137932,0.0,1463,1,157,21,-186.22000000000003
Morehead St,106.68056812291,103.44748594553,0.58756581279162,22–8,22,30,54.4,45.7,31.3,32.7,18.5,15.5,32.0,26.4,65.7,55.6,45.4,35.3,31.1,11.2,7.9,52.4,41.1,45.1,31.2,65.3,2024,-3.4552188834994,71.5,75.8,73.33333333333333,0.0,1287,0,203,28,621.7099999999999
S Dakota St,107.73613637486,105.22066962278,0.56750797129448,19–12,19,31,55.3,50.8,30.4,27.4,16.4,16.5,24.4,25.3,68.2,55.9,49.0,36.2,35.2,9.7,8.7,46.4,47.5,40.2,47.1,68.9,2024,-7.6477896535129,71.6,74.3,61.29032258064516,0.0,1355,0,120,34,-202.67999999999984
Stetson,108.43520589678,114.13843730385,0.35675383329933,19–12,19,31,53.4,52.0,31.7,25.9,15.8,13.5,27.5,31.2,66.7,52.5,52.2,36.5,34.5,7.8,8.1,48.7,49.5,41.8,37.4,66.9,2024,-6.9848028264147,76.3,73.3,61.29032258064516,0.0,1391,0,-20,55,235.39999999999986
North Carolina,117.83312049531,93.258363714412,0.93642207036039,27–7,27,34,51.3,46.4,36.8,28.3,14.4,14.9,32.8,23.5,71.4,50.3,46.0,35.4,31.4,10.2,9.6,51.5,40.6,35.9,36.1,71.4,2024,6.9882737768478,75.4,74.4,79.41176470588235,6.0,1314,2,382,3,137.31999999999994
Arizona,121.62647827339,93.320936770134,0.95462976920233,25–8,25,33,55.0,48.7,36.7,25.7,16.1,18.1,36.3,23.1,73.4,54.6,47.8,37.1,33.4,9.0,8.6,59.1,52.6,32.6,38.2,73.1,2024,4.8527347951673,71.9,71.1,75.75757575757575,5.0,1112,2,518,2,-66.42000000000007
Baylor,122.20918031953,100.49660171992,0.90460894591361,22–10,22,32,55.6,51.3,40.5,30.9,17.7,17.1,35.1,27.1,66.8,53.4,51.9,39.4,33.5,8.5,9.8,53.9,52.9,38.3,35.5,66.7,2024,4.4716299350871,74.0,73.0,68.75,4.0,1124,1,282,4,319.76999999999975
Alabama,125.56201808161,101.37550609401,0.92133572997542,21–11,21,32,56.3,49.9,35.2,39.6,16.0,15.6,34.9,29.9,74.2,57.6,51.1,36.5,31.9,10.2,12.5,51.5,45.1,46.8,36.7,73.5,2024,3.3065077636094,78.4,74.3,65.625,2.0,1104,4,310,4,537.4699999999998
St Mary's CA,115.05659520061,93.361549961691,0.91704530954388,25–7,25,32,53.1,45.1,28.3,32.2,16.0,16.7,39.0,22.4,63.3,53.0,43.6,35.5,32.4,10.1,7.4,58.3,47.7,36.7,29.0,63.1,2024,1.4228845676293,67.4,71.1,78.125,3.0,1388,0,433,5,363.2500000000002
Clemson,117.24900740802,99.211764062551,0.87224973452037,21–11,21,32,53.9,48.7,30.6,31.2,14.9,13.6,27.7,25.2,67.6,54.4,47.1,35.4,34.0,11.2,6.8,53.4,44.1,40.2,40.6,67.2,2024,1.0402935670635,79.0,74.4,65.625,3.0,1155,3,195,9,42.680000000000064
Dayton,117.79488813359,100.66367161541,0.85903994216105,24–7,24,31,56.6,47.9,37.2,21.8,15.8,15.7,26.9,29.0,64.6,53.7,48.2,40.2,31.7,11.3,10.0,58.3,50.7,44.5,40.4,65.0,2024,2.3210981157881,73.4,73.3,77.41935483870968,1.0,1173,1,262,8,508.22000000000025
Mississippi St,112.31531158547,94.721223459875,0.87645493142714,21–13,21,34,51.7,47.7,37.9,32.4,18.7,18.2,35.4,27.6,68.9,53.4,50.2,32.5,29.4,9.1,10.6,52.8,48.3,38.2,41.1,68.1,2024,0.58927515663096,67.2,75.1,61.76470588235294,3.0,1280,0,194,8,33.16000000000008
Michigan St,113.61663581781,93.546009035983,0.90337762290686,19–14,19,33,51.5,48.0,29.9,32.6,14.7,18.7,29.9,28.7,66.4,50.5,47.1,35.9,32.8,12.0,7.7,60.0,54.9,30.2,41.3,66.3,2024,-0.1904569244859,70.6,71.4,57.57575757575758,2.0,1277,1,237,5,-270.46000000000004
Nevada,114.34017382012,98.082813708798,0.85367332853016,25–7,25,32,53.3,48.2,46.2,34.3,15.0,17.3,27.5,27.2,67.0,52.6,49.1,36.5,31.3,11.2,6.7,58.1,54.9,33.6,41.0,67.7,2024,2.4560565888984,72.3,69.7,78.125,2.0,1305,0,276,9,-56.899999999999864
New Mexico,114.56348437131,95.53874422469,0.88976750010679,25–9,25,34,51.0,48.0,33.1,33.5,13.9,19.5,33.4,27.0,72.4,51.4,49.2,33.4,30.6,13.5,9.6,49.3,54.2,29.8,36.6,73.7,2024,1.4841533945922,71.8,74.0,73.52941176470588,2.0,1307,0,359,6,-124.6400000000001
Grand Canyon,111.53395504668,99.896986606874,0.7802596041687,28–4,28,32,52.0,45.9,45.3,34.8,17.8,19.9,34.6,29.6,69.3,52.3,44.4,34.4,32.6,13.5,7.1,45.2,48.0,36.1,33.6,69.0,2024,1.4465328668829,75.3,70.8,87.5,0.0,1213,1,375,14,146.4799999999998
Col Charleston,112.93951604238,105.52289674418,0.68592387920127,26–7,26,33,52.4,50.6,26.9,28.3,14.3,16.4,33.5,26.6,69.7,52.6,50.5,34.8,33.8,8.2,10.0,53.6,42.8,47.1,36.9,71.0,2024,-1.7321116060738,72.2,70.6,78.78787878787878,0.0,1158,0,233,25,391.8600000000001
Colgate,102.32582995355,102.49202825114,0.49533432928405,24–9,24,33,53.4,47.2,27.6,24.5,16.3,16.1,25.0,24.5,66.1,53.3,48.7,35.7,29.9,9.8,7.3,56.6,52.9,38.3,39.6,67.2,2024,-4.20762055547,68.0,67.0,72.72727272727273,0.0,1159,0,203,37,183.26999999999998
Long Beach St,105.15340944529,107.93656061166,0.42545524029117,19–14,19,33,48.9,51.2,38.1,32.6,17.1,18.5,33.3,29.6,71.9,49.7,50.0,31.3,35.1,12.6,5.9,55.1,59.0,28.3,43.6,72.4,2024,-8.2687824481912,71.0,72.4,57.57575757575758,0.0,1253,0,20,41,-644.57
Howard,104.75665557809,112.95824429498,0.29591047219914,16–16,16,32,52.0,50.9,42.2,39.1,21.4,16.7,33.4,30.7,69.2,49.2,50.8,37.5,34.0,7.5,10.9,55.3,46.9,38.9,33.2,68.7,2024,-12.180104958279,75.0,70.1,50.0,0.0,1224,0,-19,69,329.9499999999998
Wagner,95.210506545427,105.44089969775,0.23618801457765,14–15,14,29,44.6,48.4,26.8,29.9,15.9,17.0,29.5,27.0,62.6,42.8,50.9,31.6,29.9,7.1,9.7,54.9,59.2,38.2,41.2,62.3,2024,-11.649127110967,70.7,67.7,48.275862068965516,0.0,1447,0,-39,74,-24.75999999999999
Purdue,126.08606901133,94.262695835207,0.96594438250745,29–4,29,33,56.0,47.7,42.8,23.0,16.5,14.0,37.4,24.7,69.0,53.2,48.1,40.8,31.4,9.6,6.0,64.5,55.1,35.0,37.2,68.6,2024,10.625227161317,72.1,72.4,87.87878787878788,10.0,1345,5,437,1,259.9200000000001
Tennessee,115.44519031376,91.112540141936,0.93831557822122,24–8,24,32,51.5,45.4,34.3,35.8,14.6,18.9,32.4,28.6,70.6,51.6,44.3,34.2,31.4,13.6,8.0,61.2,49.5,41.3,41.4,70.2,2024,5.6015694890306,74.9,70.7,75.0,6.0,1397,3,371,2,112.50000000000023
Creighton,120.35451251632,96.263725915689,0.9288082927482,23–9,23,32,57.5,46.4,24.5,16.2,15.3,11.2,25.9,24.6,68.0,60.6,45.7,36.1,32.2,8.6,9.1,58.6,40.9,48.9,27.2,67.9,2024,4.394713220734,78.1,78.7,71.875,7.0,1166,2,346,3,889.4499999999999
Kansas,113.89069097188,93.348960838593,0.90781854871653,21–10,21,31,53.4,47.6,32.8,28.5,16.4,16.8,25.3,26.4,69.6,54.8,45.3,33.3,33.8,11.1,7.0,66.5,51.1,29.7,41.1,69.9,2024,3.7706338871457,72.9,69.9,67.74193548387096,5.0,1242,1,183,6,-400.16999999999996
Gonzaga,120.58003939901,98.268549469023,0.91317332981982,24–7,24,31,56.7,47.3,31.5,25.8,14.0,16.5,33.3,27.2,69.8,58.3,45.1,35.5,34.0,10.1,6.4,52.1,48.2,31.4,36.9,70.1,2024,2.3887011109285,72.6,72.7,77.41935483870968,2.0,1211,2,443,4,-139.89999999999986
South Carolina,114.36580558065,99.209330233614,0.83684739968569,26–7,26,33,50.8,48.0,31.8,30.8,15.5,14.9,33.1,28.0,64.7,51.1,46.8,33.5,33.6,8.2,13.4,60.2,47.3,41.0,31.2,64.0,2024,4.7270275497669,71.4,73.0,78.78787878787878,3.0,1376,0,167,13,325.18000000000006
Texas,118.06044924313,98.447121489212,0.88985765132888,20–12,20,32,53.7,49.0,30.4,35.0,16.6,18.6,30.5,30.0,68.2,53.4,47.4,36.1,34.8,11.7,9.0,56.5,47.1,34.9,32.4,68.2,2024,0.66040745275629,75.7,71.9,62.5,4.0,1400,1,213,7,132.37000000000035
Utah St,114.14179400128,100.32182601404,0.81520150986095,25–6,25,31,54.1,49.6,40.0,30.4,15.7,16.4,28.5,25.4,69.1,57.1,53.1,32.1,29.0,11.1,5.9,56.4,49.0,33.4,36.7,69.5,2024,3.0909565031625,71.2,72.0,80.64516129032258,1.0,1429,1,230,12,7.839999999999918
TCU,114.32325072704,97.864351667529,0.85663862034043,21–12,21,33,51.9,50.3,35.1,35.7,17.9,20.8,35.5,28.6,70.6,51.2,50.9,35.6,32.8,10.2,8.7,59.5,56.4,30.2,35.2,70.9,2024,0.85059921605669,73.0,69.9,63.63636363636363,2.0,1395,0,264,9,-79.43999999999983
Colorado St,114.54674471799,98.722509424904,0.84679803393673,22–10,22,32,54.6,49.3,32.6,31.8,14.8,16.9,24.3,27.5,66.5,57.6,48.5,33.2,34.0,8.1,8.6,65.7,48.7,38.3,34.0,66.9,2024,1.1027201296054,75.4,74.2,68.75,1.0,1161,0,195,10,115.55999999999995
Virginia,105.13799581425,91.671988014733,0.82865914923091,23–10,23,33,49.3,46.2,25.1,25.7,13.2,19.3,26.0,28.1,61.3,46.8,46.6,36.3,30.4,15.9,8.7,63.4,52.1,32.7,39.9,61.0,2024,1.5544367868576,63.7,75.0,69.6969696969697,2.0,1438,0,132,18,-25.949999999999818
Oregon,113.60589135631,99.953237236051,0.81341864317956,23–11,23,34,51.8,51.5,32.3,32.8,14.8,17.9,28.7,27.1,68.6,52.7,51.6,33.6,34.3,9.8,9.3,50.7,50.1,36.7,36.2,68.1,2024,1.3435329362594,71.5,72.2,67.6470588235294,3.0,1332,1,118,14,-8.539999999999964
McNeese St,111.67702049517,101.73135730655,0.74510373401098,26–3,26,29,54.9,47.8,40.6,33.9,14.2,23.0,32.1,30.4,66.8,52.8,46.3,39.4,33.0,12.8,9.0,51.8,57.9,33.6,48.1,66.3,2024,0.56498366833295,69.5,71.4,89.65517241379311,0.0,1270,0,418,15,-263.46000000000004
Samford,112.22610905618,102.63563165685,0.73639227212107,27–5,27,32,56.9,50.0,36.4,37.0,18.1,21.7,30.2,32.0,73.7,55.5,49.5,39.3,33.9,10.7,10.6,57.4,53.5,40.9,40.1,73.6,2024,0.024228221548331,72.6,69.1,84.375,0.0,1359,0,319,21,247.9799999999998
Akron,105.72766890744,101.86666355844,0.60535339576392,22–10,22,32,52.0,48.6,33.6,29.0,17.2,16.6,29.5,25.6,66.7,54.8,50.7,32.0,30.0,8.0,7.8,48.2,45.4,41.5,36.8,66.7,2024,-4.6428599300032,72.4,69.4,68.75,0.0,1103,0,177,29,224.0
St Peter's,97.214245455683,100.66555886718,0.4010254186383,18–13,18,31,45.0,46.6,38.1,42.3,19.6,20.3,35.1,29.4,65.4,42.4,46.4,33.9,31.5,12.8,10.6,49.0,49.7,31.1,34.5,65.0,2024,-8.8901636908924,71.9,70.5,58.064516129032256,0.0,1389,0,58,47,-32.460000000000036
Grambling,97.3951273778,106.29849486483,0.26777086651156,17–14,17,31,48.2,49.1,39.6,33.9,20.5,19.0,28.1,32.7,66.5,47.0,48.4,34.1,33.7,8.3,7.9,40.6,55.1,29.8,33.4,65.9,2024,-8.0550374753014,70.6,73.8,54.83870967741935,0.0,1212,0,-116,67,-109.40000000000009
Montana St,102.70491390028,106.40537351549,0.39961840743882,15–16,15,31,53.9,52.3,30.7,37.0,16.8,18.6,20.7,28.6,69.2,53.4,54.1,36.4,32.6,6.3,7.8,47.8,46.9,41.4,35.4,69.5,2024,-11.786395341466,73.4,71.5,48.38709677419355,0.0,1286,0,-21,54,352.91999999999985
Houston,118.54068083435,85.3014095844,0.97777909016443,30–4,30,34,49.7,44.0,29.9,39.0,13.7,24.7,36.9,30.2,64.2,48.4,43.4,34.7,30.0,16.1,7.4,49.1,60.2,36.6,40.9,64.3,2024,9.9531684666412,69.4,67.0,88.23529411764706,5.0,1222,2,546,1,43.02000000000021
Marquette,118.70780000293,94.294444366654,0.93387473939723,25–9,25,34,55.1,49.7,25.6,28.2,14.3,21.1,26.0,30.8,69.3,56.0,49.2,35.8,33.6,9.8,8.4,54.3,59.2,40.5,43.1,70.1,2024,6.5516534765224,71.5,75.3,73.52941176470588,6.0,1266,2,292,3,1.7399999999997817
Kentucky,122.46325765934,101.89466574282,0.89230662465851,23–9,23,32,57.4,49.5,30.4,33.4,14.2,16.0,28.9,30.2,74.1,54.7,49.8,41.2,32.6,16.1,8.9,54.6,51.9,37.3,39.9,73.5,2024,2.7887575855477,77.3,72.0,71.875,6.0,1246,0,312,5,236.01999999999998
Duke,120.73893006105,96.857123883891,0.92652713587707,24–8,24,32,55.2,49.0,33.8,27.6,14.3,16.9,31.8,25.9,67.8,54.4,49.1,37.7,32.6,9.8,11.8,53.8,50.7,37.4,35.5,67.9,2024,3.5183206580595,72.2,69.0,75.0,4.0,1181,3,397,2,252.68000000000006
Wisconsin,119.95217444831,99.035931929093,0.9005651107158,22–13,22,35,52.4,52.2,33.5,33.2,14.6,16.9,30.5,24.5,65.8,52.6,50.4,34.8,37.1,4.5,10.7,47.7,47.2,35.4,34.4,66.0,2024,2.9004453070127,75.9,72.5,62.857142857142854,5.0,1458,0,179,5,-44.320000000000164
Texas Tech,117.17306004006,99.075906132779,0.87317253817863,23–10,23,33,52.8,49.1,34.6,26.6,16.5,17.0,30.2,30.3,67.2,51.5,49.6,36.5,32.1,7.0,10.1,55.9,46.8,41.1,39.0,67.4,2024,2.7812186277747,77.8,71.0,69.6969696969697,3.0,1403,0,206,6,248.25
Florida,119.33877597062,99.398222330836,0.8911526090079,24–11,24,35,51.5,48.8,38.6,34.2,15.8,14.5,37.5,28.9,73.0,51.7,49.0,34.2,32.2,12.1,9.6,50.2,41.0,34.5,32.7,72.6,2024,2.7715047455382,71.2,70.6,68.57142857142857,4.0,1196,0,231,8,126.95999999999981
Nebraska,115.91270532051,96.914307488078,0.88681546579432,23–10,23,33,53.2,46.3,32.4,27.7,15.9,16.4,27.8,30.0,69.3,52.8,45.2,35.8,31.9,7.2,10.8,57.1,52.5,44.5,41.7,69.6,2024,1.9502154926663,75.4,69.9,69.6969696969697,2.0,1304,0,247,7,262.8699999999999
Texas A&M,115.1078972547,99.658462254101,0.83988747440332,20–14,20,34,45.4,50.1,38.2,31.2,14.2,16.9,41.9,28.0,67.4,47.0,49.5,28.4,33.9,8.9,13.6,44.5,59.9,38.1,44.9,66.6,2024,-0.058198755212411,70.9,70.7,58.8235294117647,4.0,1401,1,135,11,-440.06999999999994
Boise St,113.51238171279,97.671901725189,0.84921110682299,20–10,20,30,51.6,49.8,36.1,33.1,16.5,16.8,32.5,23.1,66.6,51.2,52.1,34.8,30.6,6.9,11.3,46.9,47.5,39.8,36.9,67.6,2024,0.65631550053424,74.0,72.2,66.66666666666667,4.0,1129,0,192,10,255.89999999999964
Colorado,117.3580829976,98.182799093323,0.88610775238387,24–10,24,34,55.3,49.3,35.3,28.1,18.1,15.2,32.4,24.0,69.1,53.6,50.1,39.4,31.9,5.5,9.3,56.1,43.3,30.4,35.3,68.7,2024,1.6768278816079,77.8,70.7,70.58823529411765,0.0,1160,1,276,7,71.69000000000005
NC State,113.60170869738,100.67597041997,0.80044870322917,22–14,22,36,50.7,50.5,32.5,31.9,13.7,17.9,28.6,29.3,68.9,50.1,49.5,34.6,34.9,9.3,7.7,46.1,48.4,33.5,35.3,68.9,2024,-0.42425270256732,73.4,73.2,61.111111111111114,3.0,1301,4,132,15,-72.86999999999966
James Madison,111.98070545907,100.70543854756,0.77214412970879,30–3,30,33,54.4,46.7,34.2,35.1,14.7,19.8,32.0,27.6,71.1,54.2,48.8,36.5,28.6,7.6,8.9,54.3,42.0,38.1,35.1,70.8,2024,1.3741442634735,70.5,73.1,90.9090909090909,1.0,1241,1,445,15,386.78999999999996
Vermont,105.40339970647,99.821023789657,0.65153306755198,26–6,26,32,51.8,46.7,29.7,25.9,13.8,15.1,22.4,23.3,65.6,53.1,46.4,33.5,31.5,10.9,10.6,52.1,43.2,44.1,36.5,64.3,2024,-1.3524573105032,72.3,72.5,81.25,0.0,1436,0,218,26,327.60000000000014
Oakland,108.24742639524,105.07601685978,0.58466622067829,23–11,23,34,52.1,50.6,30.9,26.8,16.2,16.3,30.6,28.6,68.2,51.8,50.5,35.1,33.9,7.9,8.0,53.3,62.4,40.8,40.7,67.7,2024,-4.2531383485817,75.8,73.5,67.6470588235294,0.0,1324,1,119,35,52.34999999999991
WKU,104.45754189202,101.31422903414,0.58694951670042,19–11,19,30,51.9,48.3,32.9,33.4,18.3,18.6,28.5,26.7,75.4,52.1,48.3,34.4,32.2,8.5,9.7,44.5,48.1,31.0,40.1,76.0,2024,-6.6413573376791,71.9,68.5,63.333333333333336,0.0,1443,0,145,33,-224.8200000000004
Longwood,103.61646841917,104.19370720849,0.48403349082491,18–13,18,31,49.4,51.3,39.5,36.1,18.0,19.6,36.7,25.5,68.0,48.6,50.9,34.2,34.6,7.2,7.2,48.0,49.3,28.3,39.5,67.8,2024,-8.7531967925174,68.8,70.1,58.064516129032256,0.0,1255,0,127,40,-398.8399999999999
