TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Norfolk St,96.790935692037,86.367461765445,0.78756953806232,28–4,28,32,48.4,41.6,25.3,30.0,20.3,30.0,35.9,33.0,70.8,48.3,40.6,32.3,28.9,15.0,8.6,50.9,58.0,32.3,35.3,70.8,2025,0.09711165179562,70.8,67.0,87.5,0.0,3313,0,525,0,23.11999999999989
Oregon St,93.350427431762,89.383777750169,0.62230521751027,18–15,18,33,45.8,43.9,29.2,19.5,23.1,16.9,31.5,25.8,65.4,46.9,41.5,29.2,32.0,9.3,8.5,56.9,61.9,35.0,36.8,65.8,2025,-9.0210838168604,74.8,72.2,54.54545454545455,0.0,3333,0,22,0,-155.5999999999999
Lehigh,97.986317048239,90.375884146804,0.71703053034189,26–6,26,32,51.7,45.3,30.1,24.2,21.3,26.6,25.7,28.5,68.3,53.8,47.0,32.8,28.1,6.6,6.4,60.5,53.7,44.7,34.2,70.2,2025,-3.5397508322234,81.1,69.4,81.25,0.0,3250,0,346,0,505.13999999999976
Tennessee Tech,97.403795465522,93.62600790078,0.61180484531249,24–5,24,29,49.5,44.5,37.0,28.3,23.9,22.4,34.8,27.8,69.7,46.4,44.7,36.4,29.5,10.4,11.5,59.0,47.9,37.9,25.5,69.6,2025,-2.8316484727276,77.0,71.0,82.75862068965517,0.0,3399,0,256,0,627.31
Texas,119.10277563225,72.463037653852,0.99671293263888,31–3,31,34,48.6,41.7,34.5,32.5,18.8,29.5,43.5,29.6,70.8,49.5,41.7,29.6,27.7,13.2,5.0,54.8,48.0,17.0,24.6,69.9,2025,14.33799680328,75.7,70.7,91.17647058823529,13.0,3400,0,783,0,-178.22000000000003
TCU,122.66996639694,81.303607206224,0.99125103484315,31–3,31,34,55.4,41.6,24.1,24.9,17.7,20.1,34.0,25.2,67.5,54.8,38.7,37.6,33.0,13.8,5.1,66.1,48.4,42.4,26.9,66.9,2025,10.589965720054,74.9,70.1,91.17647058823529,8.0,3395,0,690,0,706.5400000000001
Notre Dame,117.73711609901,72.278632946438,0.99635644860013,26–5,26,31,54.3,40.4,24.2,21.1,19.9,24.0,34.8,27.3,76.1,52.3,40.6,39.5,26.6,12.2,5.5,53.7,47.5,28.2,31.2,75.6,2025,10.65133626975,77.2,74.1,83.87096774193549,7.0,3323,0,700,0,283.9799999999998
Ohio St,110.80279153695,76.26884126402,0.98654829048242,24–6,24,30,50.0,45.8,30.4,25.0,16.9,29.1,29.1,31.1,74.6,49.5,45.7,34.1,30.8,10.6,6.8,50.4,55.7,29.4,34.0,73.8,2025,7.7063745580311,68.7,71.3,80.0,5.0,3326,0,451,0,-44.66000000000008
Tennessee,116.10171571754,82.182734571508,0.98153963556285,22–9,22,31,50.6,47.9,22.8,31.2,18.2,28.2,39.3,31.6,79.3,51.8,50.0,32.6,28.5,6.9,7.2,47.6,53.1,41.4,29.0,77.8,2025,5.6924527702512,68.9,71.2,70.96774193548387,4.0,3397,0,520,0,523.1400000000001
Michigan,113.1503592297,79.936140899634,0.9819452882352,22–10,22,32,51.4,46.1,27.9,28.9,20.9,24.5,34.1,28.0,74.0,50.3,47.6,35.7,28.9,5.8,6.2,55.2,54.5,33.0,34.9,72.5,2025,5.834121141819,74.8,72.5,68.75,3.0,3276,0,397,0,169.49000000000024
Louisville,109.670991646,82.297331010644,0.96450357491262,21–10,21,31,47.8,49.4,27.5,31.4,22.2,26.3,38.1,31.4,71.0,47.8,49.4,32.0,33.0,4.9,7.7,53.9,53.0,29.8,32.1,69.5,2025,5.4892440938343,71.3,72.7,67.74193548387096,2.0,3257,0,152,0,-105.69999999999993
Illinois,111.43063690922,81.540245381269,0.97318243297397,21–9,21,30,48.4,44.5,31.9,23.4,18.1,19.8,30.5,25.7,68.6,47.1,45.3,34.5,28.4,5.9,8.0,58.0,53.2,28.4,29.4,67.9,2025,3.6799154308258,79.4,69.4,70.0,3.0,3228,0,285,0,144.84000000000003
Creighton,114.1181691542,86.07380841272,0.9624329531261,26–6,26,32,52.9,47.2,18.1,21.9,16.8,20.4,25.1,26.4,67.8,51.3,47.4,36.7,31.1,5.9,7.2,63.2,54.6,41.6,28.7,68.9,2025,5.4769431215868,80.4,74.4,81.25,0.0,3166,0,275,0,634.1500000000002
Nebraska,114.79566800865,87.834835919865,0.95599708402138,21–11,21,32,51.9,47.5,29.3,25.7,20.3,19.5,33.6,27.6,70.4,49.6,46.6,37.3,32.7,7.9,8.5,65.7,56.7,36.6,34.2,70.2,2025,3.433159887312,73.9,71.8,65.625,4.0,3304,0,245,0,246.8399999999997
Iowa St,114.83215645308,86.299500509753,0.96390884965576,22–11,22,33,54.4,46.3,34.0,23.1,20.0,18.6,26.4,22.6,71.9,54.7,42.3,36.0,34.9,8.2,9.5,70.6,53.0,39.4,39.5,71.4,2025,2.2455706036817,73.0,73.6,66.66666666666667,1.0,3235,0,336,0,39.84999999999991
Princeton,107.94467103011,86.119730027318,0.93070843732449,21–7,21,28,52.2,43.0,23.3,24.9,22.9,22.3,34.9,28.7,64.8,52.4,42.0,34.5,29.9,10.8,5.2,58.9,53.9,32.4,36.0,66.1,2025,-0.72551551045989,73.5,75.6,75.0,0.0,3343,0,280,0,41.40000000000009
South Florida,102.26617125851,86.621371682595,0.87094860139345,23–10,23,33,45.9,45.4,25.9,26.3,21.2,24.0,34.6,30.0,67.4,44.2,45.4,33.9,30.1,8.4,6.0,58.3,51.8,26.1,31.6,66.6,2025,-1.5967901842275,70.5,67.5,69.6969696969697,1.0,3378,0,183,0,-66.37000000000012
Montana St,98.231079525204,83.213578315132,0.8707930991808,28–3,28,31,48.8,44.6,29.6,25.2,20.7,32.3,31.7,33.3,70.5,47.5,45.5,33.8,28.8,10.7,8.2,57.7,53.5,39.4,36.5,70.6,2025,0.12390307594838,77.9,69.5,90.3225806451613,0.0,3286,0,461,0,280.51999999999975
SF Austin,100.88613622655,92.651884748348,0.72693893932051,27–5,27,32,54.0,42.6,36.6,20.4,25.0,24.0,30.8,31.4,73.5,54.6,41.7,35.5,29.7,7.4,7.2,58.1,58.8,44.4,31.8,74.1,2025,-2.717174446099,73.3,66.7,84.375,0.0,3372,0,411,0,631.74
F Dickinson,93.824144557229,96.975415036273,0.40614967641529,27–3,27,30,48.5,42.6,23.7,19.9,18.4,21.4,33.9,28.7,63.5,46.8,41.5,34.0,30.2,3.8,6.1,57.8,46.7,40.4,28.0,64.1,2025,-1.1578490406254,76.3,71.0,90.0,0.0,3192,0,350,0,527.9999999999999
High Point,89.444483226076,92.165625663291,0.41468166855585,19–11,19,30,49.3,43.6,30.5,27.8,23.0,26.4,23.7,32.0,69.4,51.5,43.6,30.5,29.1,8.2,6.6,51.6,45.4,39.7,29.2,69.6,2025,-9.1661080504734,73.1,67.1,63.333333333333336,0.0,3219,0,202,0,361.1300000000001
William & Mary,85.845422276895,97.541000017646,0.18712017887638,14–18,14,32,43.8,46.0,21.7,27.7,22.9,22.6,28.3,32.2,70.3,44.3,46.2,28.5,30.4,7.4,7.4,60.6,52.7,33.5,32.1,71.1,2025,-14.868489468245,70.6,69.0,43.75,0.0,3456,0,-165,0,-21.090000000000032
UCLA,120.09486733498,73.387701253282,0.99654352908995,30–2,30,32,53.6,39.8,25.1,22.4,21.5,21.5,41.1,26.4,70.9,56.0,37.9,32.7,29.0,13.3,6.9,68.3,54.5,33.9,33.1,70.0,2025,14.492634251264,72.8,72.2,93.75,10.0,3417,0,671,0,148.62999999999988
NC State,115.71852072154,80.924117535693,0.98390405832014,26–6,26,32,50.2,43.9,25.7,18.0,16.3,19.1,30.5,26.9,72.2,50.6,43.4,32.9,29.9,10.1,7.0,47.1,46.3,31.9,35.6,71.8,2025,9.5029621397298,68.3,73.2,81.25,7.0,3301,0,365,0,-14.930000000000064
LSU,114.62230454195,79.058671620061,0.98623410816323,28–5,28,33,49.0,42.1,32.0,27.1,19.2,23.5,43.0,30.2,76.4,48.7,42.9,33.5,27.1,10.3,6.4,47.3,49.7,20.7,36.3,74.4,2025,9.1543659205031,73.3,69.9,84.84848484848484,6.0,3261,0,620,0,-290.2800000000001
Baylor,112.17933776754,79.023165962098,0.98252087656009,27–7,27,34,50.8,42.6,27.8,29.4,18.9,24.3,36.4,26.0,71.8,50.2,43.0,34.7,27.8,11.8,6.5,63.5,51.4,33.9,30.5,71.6,2025,6.8317771759253,67.2,69.7,79.41176470588235,3.0,3124,0,611,0,328.4300000000002
Mississippi,113.56909585902,77.912811759348,0.98704765867919,20–10,20,30,48.3,45.2,32.3,31.9,19.5,29.8,41.6,28.8,70.8,49.0,44.7,30.9,31.2,11.5,8.5,60.6,54.0,26.8,24.6,69.0,2025,4.7602994343474,70.4,70.0,66.66666666666667,5.0,3279,0,524,0,60.60000000000002
Florida St,116.21631171579,85.489266085204,0.97156306723103,23–8,23,31,50.6,45.7,27.1,23.8,14.2,21.4,30.9,30.7,77.7,49.9,45.2,34.7,31.4,12.0,5.7,42.4,53.9,35.2,26.9,76.8,2025,4.6969330310833,79.1,68.8,74.19354838709677,3.0,3199,0,497,0,376.7800000000003
Michigan St,110.28291911214,78.977326758209,0.97895277842971,21–9,21,30,50.2,45.2,33.5,34.6,20.0,29.2,33.5,30.2,75.4,50.0,44.2,33.7,31.6,13.7,7.1,64.1,63.6,32.3,32.2,74.6,2025,4.9021185830487,72.9,72.0,70.0,5.0,3277,0,466,0,70.9899999999999
Richmond,110.93417530927,85.514554615737,0.95225142243857,27–6,27,33,58.1,43.9,25.4,15.1,22.2,23.3,28.6,28.7,66.2,58.6,43.1,38.3,30.1,11.2,8.0,66.4,52.1,46.3,40.1,66.5,2025,1.756394194437,76.0,71.8,81.81818181818181,1.0,3350,0,498,0,566.2799999999997
Georgia Tech,114.18486521855,83.745706792254,0.97249211572383,22–10,22,32,50.2,46.0,20.5,19.1,16.7,21.5,34.1,26.7,70.9,51.5,46.8,32.1,29.2,5.7,5.7,60.2,52.7,37.3,28.6,70.5,2025,2.8769382629803,75.6,73.6,68.75,1.0,3210,0,402,0,362.2099999999999
Harvard,102.439734203,81.614079833777,0.931734159491,24–4,24,28,48.5,42.0,22.2,31.3,18.2,30.4,36.3,29.7,66.2,49.9,42.2,30.8,27.6,10.9,5.4,48.4,52.4,38.6,33.0,68.2,2025,1.6369517052548,74.5,71.5,85.71428571428571,1.0,3217,0,475,0,278.08000000000004
George Mason,107.23856848747,85.248425690273,0.93333552971723,26–5,26,31,48.4,43.1,31.7,25.6,17.3,27.2,34.5,30.6,68.4,45.4,40.5,36.3,32.2,10.6,5.8,50.4,51.1,32.3,33.2,69.4,2025,-0.0066847771439156,72.5,68.5,83.87096774193549,0.0,3206,0,489,0,103.44999999999959
Ball St,98.543666455726,84.137202793361,0.86027617908734,26–7,26,33,50.4,43.8,28.8,25.2,21.0,23.9,28.6,25.1,70.7,53.5,41.5,30.4,31.8,11.5,6.4,60.7,55.2,38.9,36.6,70.8,2025,-1.7586634016011,73.6,75.4,78.78787878787878,0.0,3123,0,363,0,18.679999999999836
Grand Canyon,100.25745699127,86.762351294119,0.84057861930203,30–2,30,32,54.9,45.2,27.3,32.7,21.8,30.6,31.3,29.1,71.3,54.4,46.7,37.4,28.7,8.7,7.3,58.6,54.9,33.1,38.7,70.5,2025,0.91526040068456,72.7,68.5,93.75,0.0,3213,0,573,0,127.25
San Diego St,96.710172266862,89.070134808969,0.72038794412424,23–9,23,32,48.0,43.7,27.9,28.4,19.4,22.2,28.6,28.1,67.7,46.9,43.3,34.3,29.5,9.5,6.3,51.4,52.0,25.7,35.0,68.3,2025,-4.8894713997258,75.1,71.5,71.875,0.0,3361,0,207,0,-150.99000000000012
Vermont,97.662761406069,87.466039952809,0.78041765196228,21–11,21,32,51.7,43.4,20.9,24.1,20.1,24.3,27.2,26.3,61.1,52.1,42.6,34.0,30.2,10.2,6.6,54.1,49.8,30.4,29.9,63.4,2025,-7.6899028839799,70.3,73.0,65.625,0.0,3436,0,310,0,130.62
Southern Univ,83.572786483101,86.783623436502,0.39327897880046,18–14,18,32,40.5,43.8,30.8,43.8,21.7,28.5,30.1,33.8,67.2,38.6,44.5,29.9,28.3,8.3,9.1,58.8,62.6,31.3,31.9,66.3,2025,-6.6811431371502,65.7,68.5,56.25,0.0,3380,0,-24,0,33.10000000000002
UC San Diego,87.635382224092,88.646785497729,0.46705731522854,18–15,18,33,42.9,43.6,26.9,28.6,21.2,27.6,28.6,29.7,69.8,42.5,43.9,29.1,28.9,8.4,7.2,48.6,59.8,33.5,41.9,70.6,2025,-12.886908579036,70.5,67.8,54.54545454545455,0.0,3471,0,136,0,-236.05999999999983
USC,115.64507865797,72.14686191913,0.99561841484992,28–3,28,31,49.7,40.5,32.5,27.3,19.8,25.9,37.0,27.5,75.5,50.2,39.3,32.4,28.9,16.3,6.7,59.9,58.8,32.5,29.3,74.8,2025,13.270331564727,77.1,73.9,90.3225806451613,11.0,3425,0,670,0,206.23000000000002
Connecticut,126.89996090887,71.543088183202,0.99862872269447,31–3,31,34,57.7,41.0,18.3,17.1,15.7,27.4,31.7,25.2,68.6,58.4,39.0,37.7,29.4,11.9,5.3,65.8,57.2,36.3,40.3,69.8,2025,10.732421572036,76.5,72.1,91.17647058823529,4.0,3163,0,985,0,183.69000000000005
Oklahoma,112.80577806037,76.91305590181,0.98792425461546,25–7,25,32,52.4,42.4,28.6,26.1,23.4,20.8,37.2,25.2,80.3,55.0,41.7,32.3,29.2,8.6,6.0,69.7,53.2,38.6,33.2,79.2,2025,8.2685522402642,71.8,71.8,78.125,7.0,3328,0,518,0,277.3399999999999
Kentucky,113.73297848155,78.568532196306,0.98598681936121,22–7,22,29,51.6,39.4,23.2,25.6,18.5,18.1,29.1,30.1,71.7,54.4,39.6,31.7,26.0,15.0,7.0,59.5,51.1,40.3,28.8,70.2,2025,6.3708569847522,78.3,70.1,75.86206896551724,5.0,3246,0,388,0,528.7099999999999
Kansas St,117.11816115083,78.842336951421,0.98955293413455,26–7,26,33,55.8,41.3,23.1,21.3,18.1,21.6,30.4,25.3,70.5,54.5,40.3,38.8,29.0,13.7,6.7,70.6,49.1,35.3,32.1,70.8,2025,5.0227538702498,71.6,73.4,78.78787878787878,2.0,3243,0,684,0,438.7399999999998
Iowa,111.16774353942,78.785234985857,0.98128648687595,22–10,22,32,52.5,46.1,30.3,25.0,22.2,21.7,31.8,24.7,71.3,52.7,43.0,34.8,34.1,9.1,8.4,65.7,56.5,35.6,38.0,70.2,2025,5.8606367911172,72.1,73.5,68.75,3.0,3234,0,293,0,-56.92000000000007
Oklahoma St,106.42525366766,78.592534032959,0.97029864254121,25–6,25,31,51.6,41.3,31.5,26.4,20.7,22.8,34.1,25.5,72.3,52.0,41.8,33.9,26.9,10.2,8.8,50.5,49.6,38.9,34.5,71.7,2025,4.6564173537273,70.7,71.3,80.64516129032258,5.0,3329,0,519,0,390.65999999999985
California,110.91802250043,82.07647473528,0.96961969974832,25–8,25,33,53.5,43.6,27.9,25.7,25.1,20.3,32.7,28.7,72.1,54.1,41.6,35.2,32.9,7.2,8.0,58.2,44.0,43.6,25.6,71.0,2025,5.241209450185,72.1,71.1,75.75757575757575,2.0,3143,0,302,0,692.4800000000002
Mississippi St,110.2100089539,82.768268893087,0.96418595336917,21–11,21,32,51.4,43.7,25.5,26.3,23.0,23.5,37.5,28.1,72.4,52.4,42.4,33.0,30.7,11.7,6.5,52.8,55.9,32.6,35.6,71.6,2025,2.6601959230875,71.3,75.0,65.625,2.0,3280,0,393,0,-17.12000000000012
S Dakota St,108.37745022421,88.888926752974,0.90717954705496,27–3,27,30,55.1,44.1,29.6,26.4,18.7,17.6,29.0,22.5,68.8,54.7,43.7,37.3,29.9,10.1,7.1,60.3,43.5,36.1,32.9,67.8,2025,2.9472546233066,73.0,70.9,90.0,0.0,3355,0,414,0,362.82000000000005
Murray St,111.57324160502,92.663491264577,0.89431801317775,25–7,25,32,53.4,49.3,30.5,23.5,17.0,21.7,30.3,23.8,77.2,53.4,49.3,35.6,32.7,5.0,9.4,59.7,45.9,42.8,31.3,76.3,2025,-1.1494342256917,80.4,71.4,78.125,0.0,3293,0,502,0,500.16999999999996
Fairfield,101.19269920791,87.371369094193,0.84407656600277,27–4,27,31,53.7,42.7,20.5,25.3,20.3,26.9,29.4,24.7,68.5,56.5,44.0,33.5,26.7,8.8,5.9,64.0,48.6,44.3,32.6,68.9,2025,-0.82614985305891,71.5,72.9,87.09677419354838,0.0,3193,0,556,0,613.63
Liberty,103.5082367163,90.068607371287,0.83193651429151,24–6,24,30,51.7,43.4,23.5,30.3,24.9,21.4,35.7,27.3,68.7,50.2,41.7,36.1,31.2,12.1,5.1,55.6,52.2,37.8,33.4,68.5,2025,-1.2564117779142,76.0,70.6,80.0,0.0,3251,0,261,0,322.5
FGCU,100.5230461947,84.000848667735,0.8874486719084,28–3,28,31,51.1,42.2,30.3,25.0,19.3,24.5,33.7,25.5,66.9,51.1,41.2,34.1,29.8,4.9,9.1,53.0,40.3,42.3,27.4,66.8,2025,-0.69048038721285,66.4,71.3,90.3225806451613,0.0,3195,0,528,0,625.9100000000001
Arkansas St,92.998429478216,90.512406672222,0.57727581630694,20–10,20,30,46.5,44.9,26.4,28.5,21.5,26.4,32.7,33.2,75.5,44.5,45.8,32.4,28.3,8.1,11.0,56.9,57.4,49.2,28.1,74.6,2025,-7.8427419908619,68.8,71.3,66.66666666666667,0.0,3117,0,188,0,798.8499999999999
UNC Greensboro,92.771714091607,90.288872346126,0.5773653109559,21–6,21,27,45.3,43.0,31.3,26.2,21.7,23.4,35.0,27.4,63.3,43.6,40.8,32.3,32.5,8.7,7.9,44.9,52.0,34.5,27.3,64.2,2025,-3.446782890507,70.2,71.3,77.77777777777777,0.0,3422,0,194,0,227.0999999999999
