TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,3P%ODDIFF
Virginia Tech,114.68835594153,94.937521461537,0.89784390057502,23–12,23,35,55.2,48.7,23.7,25.2,17.0,18.8,28.1,26.1,63.5,52.5,49.4,39.3,31.7,9.5,9.4,55.4,50.6,41.4,37.0,64.1,2022,1.7311843041417,74.3,74.4,65.71428571428571,3.0,1439,0,296,454.1199999999999
Indiana,107.96654389092,90.51144746694,0.88370243401777,20–13,20,33,51.3,45.6,33.5,30.6,17.3,17.4,26.9,25.0,67.9,51.4,43.4,33.9,32.6,14.4,7.0,57.4,48.0,31.8,40.2,68.2,2022,0.21248520066147,69.9,76.1,60.60606060606061,3.0,1231,0,183,-232.50000000000023
Akron,104.82276263046,102.6686524318,0.55941477665225,22–9,22,31,52.8,49.3,40.1,26.2,17.7,17.6,29.1,26.3,63.8,52.4,47.8,35.6,34.7,8.7,7.2,48.8,40.3,41.7,35.3,63.0,2022,-4.2720512959818,69.2,70.3,70.96774193548387,0.0,1103,0,159,259.6100000000001
Yale,99.77868946601,98.436558858583,0.5388557823569,18–11,18,29,50.1,48.9,32.7,31.1,18.3,18.2,25.6,26.5,70.3,50.5,51.1,32.9,30.4,9.2,9.7,46.4,48.0,36.3,41.2,69.8,2022,-4.8708377066107,73.7,68.1,62.06896551724138,0.0,1463,0,59,-58.210000000000264
St Peter's,97.60364696861,94.076406417254,0.60426955299822,18–11,18,29,47.8,44.1,37.5,41.0,20.8,20.9,31.5,28.0,67.0,45.9,44.0,34.8,29.4,14.6,13.2,51.6,51.6,30.3,36.3,66.8,2022,-5.5706388830083,68.5,73.5,62.06896551724138,0.0,1389,3,114,-12.779999999999973
Norfolk St,99.935530972709,102.00928555121,0.4412246406812,21–6,21,27,51.5,45.1,39.1,33.3,19.9,18.5,29.8,27.2,70.6,51.3,46.3,34.5,29.1,10.2,9.9,47.6,54.6,35.8,45.1,68.2,2022,-3.056959948515,69.5,64.8,77.77777777777777,0.0,1313,0,187,-77.31000000000017
Gonzaga,120.87999451898,88.481028436058,0.97309360482733,26–3,26,29,59.4,43.2,29.7,22.2,15.9,17.0,29.0,23.0,73.8,60.9,41.6,37.9,30.7,13.4,6.6,55.0,40.6,35.4,33.9,73.8,2022,6.7080783260884,73.1,69.5,89.65517241379311,7.0,1211,2,652,300.92999999999984
Duke,120.43428911492,94.380913822844,0.94285401328504,28–6,28,34,55.6,47.0,28.6,18.9,14.9,16.1,31.9,28.5,68.3,55.8,46.9,36.8,31.4,13.1,8.1,56.6,51.8,36.6,33.8,68.7,2022,7.1819774518534,72.9,67.2,82.3529411764706,7.0,1181,4,443,285.55999999999995
Texas Tech,109.0882253411,85.505070714927,0.9427398110952,25–9,25,34,52.4,45.5,36.1,32.1,20.3,23.6,33.3,26.1,67.5,55.1,44.3,31.4,31.3,11.9,7.2,52.3,53.8,34.4,45.6,67.4,2022,6.565409447835,69.9,68.3,73.52941176470588,7.0,1403,2,387,-347.1200000000001
Arkansas,109.36442724056,91.964433373749,0.88003517587401,25–8,25,33,49.2,47.5,37.9,32.3,17.4,20.6,30.9,25.8,72.0,50.9,46.4,30.7,32.8,11.9,8.7,52.9,54.4,34.3,39.2,71.7,2022,4.4596276234014,75.3,73.2,75.75757575757575,5.0,1116,3,277,-232.75
Connecticut,112.60495999978,94.794407325086,0.87868292539718,23–9,23,32,49.6,45.7,30.6,31.9,17.4,18.0,38.0,27.5,67.0,47.8,42.8,35.3,34.5,16.7,8.3,52.2,44.2,34.2,32.6,66.2,2022,3.0695991066544,75.0,68.0,71.875,2.0,1163,0,321,82.55999999999995
Alabama,115.87328220099,98.082894152308,0.87178882616041,19–13,19,32,51.5,49.4,33.6,35.2,19.8,17.7,35.5,30.7,73.3,56.3,49.3,30.8,33.1,11.9,11.5,52.9,46.2,48.0,35.9,72.8,2022,1.9527626378133,73.0,71.2,59.375,4.0,1104,0,114,290.1100000000001
Michigan St,110.87445847072,95.455860624472,0.8483795802543,22–12,22,34,52.0,47.5,30.4,28.3,19.2,15.3,30.7,27.0,68.1,49.7,47.9,37.8,31.2,13.4,8.7,60.7,51.7,33.4,37.8,68.7,2022,2.8753690410146,74.7,70.9,64.70588235294117,3.0,1277,1,124,83.15999999999985
Boise St,106.85341817094,91.85451815097,0.85061054122343,26–7,26,33,51.1,48.2,35.2,25.8,18.5,20.1,30.6,21.9,64.9,51.1,48.0,34.1,32.4,9.8,8.9,46.8,43.3,38.6,33.2,65.7,2022,3.4942197118357,65.0,72.1,78.78787878787878,2.0,1129,0,239,240.57999999999993
Memphis,110.39663311224,93.182546980595,0.87538892171683,21–10,21,31,52.6,46.5,38.4,32.9,22.9,20.9,37.5,31.0,71.4,52.0,45.3,35.9,32.1,16.8,9.1,59.6,57.0,30.8,42.8,71.5,2022,1.3539380767945,69.2,70.0,67.74193548387096,3.0,1272,1,218,-268.15999999999985
Davidson,115.67330366056,101.44066570989,0.81904666683107,26–6,26,32,55.6,49.4,32.9,28.0,14.8,16.9,23.6,22.2,65.7,54.2,48.4,38.4,33.8,8.4,7.1,55.0,52.3,41.1,43.8,65.7,2022,2.1330810435911,75.7,73.9,81.25,0.0,1172,0,282,97.80000000000018
Notre Dame,111.87589573264,97.142695878905,0.83533307384463,21–10,21,31,54.0,49.1,27.7,22.9,15.5,15.0,22.1,24.0,65.9,52.0,49.9,37.8,31.7,4.8,9.1,55.4,44.1,43.1,35.3,66.6,2022,1.8498172314093,75.9,69.3,67.74193548387096,3.0,1323,1,155,510.16999999999985
New Mexico St,106.04852448564,97.458933319891,0.72538954786036,23–6,23,29,52.2,45.5,35.4,27.8,20.7,16.9,33.3,26.2,67.9,54.1,45.8,33.0,30.0,12.9,6.3,54.0,48.2,41.1,42.6,67.3,2022,0.69846073459996,69.3,74.2,79.3103448275862,1.0,1308,1,180,78.29999999999995
Vermont,108.62433968825,97.445862263464,0.77710647920088,27–5,27,32,57.3,47.7,26.6,22.6,14.9,17.1,24.0,18.6,65.1,58.9,45.2,36.8,34.4,7.0,8.9,54.9,43.5,43.1,37.6,65.9,2022,-0.77612295631187,74.7,68.4,84.375,0.0,1436,0,450,292.6399999999999
Montana St,102.99990179417,100.83640322107,0.56073090310687,25–7,25,32,54.1,48.6,40.5,36.2,18.5,18.3,26.7,23.3,68.7,53.2,48.2,37.2,32.8,10.4,8.1,47.3,38.8,36.0,35.9,68.0,2022,-2.8345358863457,74.8,75.8,78.125,0.0,1286,0,209,161.6800000000003
CS Fullerton,101.99305321395,103.20041272288,0.46621812161094,19–10,19,29,49.2,50.8,35.7,26.1,18.1,20.2,29.0,28.0,66.5,48.7,48.0,33.5,37.1,5.5,8.3,44.7,54.2,30.0,36.4,67.1,2022,-5.0486802913869,76.4,69.1,65.51724137931035,0.0,1168,0,84,-345.44000000000005
Georgia St,100.81728483537,99.368636361445,0.54151489208283,15–10,15,25,45.1,49.7,30.2,32.8,16.9,22.7,32.8,30.7,67.8,43.1,45.4,32.3,37.9,12.5,8.9,52.5,56.7,36.9,38.1,68.2,2022,-5.1415730484276,71.6,70.0,60.0,0.0,1209,0,27,-252.12000000000012
Kansas,120.20288695146,92.857190696083,0.95112412125071,28–6,28,34,54.1,46.9,32.8,27.8,17.8,18.4,33.4,28.9,69.5,54.5,47.9,35.5,30.1,10.5,7.8,53.9,47.5,33.8,34.2,70.1,2022,10.4025139919,72.4,70.7,82.3529411764706,8.0,1242,6,355,170.4799999999998
Auburn,112.6859022436,89.591501128528,0.93323352571245,27–5,27,32,50.3,44.1,31.6,34.8,16.7,20.7,33.2,29.3,71.4,51.9,42.6,32.0,31.2,20.9,10.1,52.0,48.8,39.9,36.3,71.0,2022,7.4103130122522,73.3,72.9,84.375,2.0,1120,1,374,144.24
Wisconsin,110.13942299219,93.796287563755,0.86379217194529,24–7,24,31,48.2,49.4,32.3,27.7,12.7,16.9,25.8,24.0,67.2,48.9,49.9,31.3,32.3,7.5,9.0,44.0,45.9,36.0,33.7,67.5,2022,6.4466923153049,74.2,68.0,77.41935483870968,7.0,1458,1,129,38.289999999999964
Providence,111.56283235149,96.926485284528,0.8344230035917,25–5,25,30,50.3,46.7,38.5,26.3,17.3,15.8,30.5,28.0,66.1,49.6,46.6,34.3,31.2,9.9,9.9,54.0,46.3,38.1,36.1,66.5,2022,5.8652553166099,72.6,70.9,83.33333333333333,3.0,1344,2,144,180.51
Iowa,121.04765167791,97.765754440436,0.92103651557798,26–9,26,35,53.6,49.8,30.4,26.2,12.9,19.3,32.2,30.2,70.3,52.6,50.0,36.8,32.9,11.4,7.3,53.8,54.5,39.2,36.5,70.8,2022,4.5214326565915,74.9,70.6,74.28571428571429,4.0,1234,0,437,241.71000000000004
LSU,105.80883559784,88.144335161966,0.89095870617642,22–11,22,33,49.5,45.1,33.0,38.4,20.4,25.3,33.7,31.2,70.6,50.5,47.7,31.9,28.0,14.8,8.8,48.7,54.0,34.6,45.9,69.8,2022,2.2753025604657,73.2,69.0,66.66666666666667,3.0,1261,0,316,-181.46000000000004
USC,109.27517014332,96.000937575244,0.81598508451839,26–7,26,33,51.1,44.7,30.9,26.3,17.7,14.7,33.8,27.2,67.4,50.1,41.6,35.4,33.7,11.2,8.3,52.8,50.0,32.0,34.5,67.1,2022,4.0839884185376,66.6,71.3,78.78787878787878,3.0,1425,0,220,-29.850000000000136
San Diego St,101.38913117317,86.366226209896,0.86345007561081,23–8,23,31,48.8,44.0,31.3,30.6,19.3,21.7,29.6,27.0,65.2,46.6,43.1,35.8,30.4,14.4,8.3,49.7,51.0,30.8,38.2,66.2,2022,2.6116931517239,69.5,67.3,74.19354838709677,1.0,1361,0,236,-58.6400000000001
Creighton,104.18713926209,92.280238100442,0.80148870400239,22–11,22,33,50.9,44.9,26.0,20.3,20.5,15.5,28.6,28.4,68.1,53.9,43.5,30.7,31.7,10.6,9.3,51.1,44.8,38.2,33.6,67.9,2022,1.7074825230891,72.9,72.3,66.66666666666667,2.0,1166,1,102,107.61999999999989
Miami FL,114.28916998503,100.55965612659,0.81332743952582,23–10,23,33,54.2,53.4,28.9,24.6,14.2,20.3,23.4,30.3,67.5,54.9,53.9,35.3,35.2,8.5,8.6,50.8,56.6,35.9,39.4,68.5,2022,2.5748828920026,74.3,69.1,69.6969696969697,5.0,1274,3,125,-119.61000000000035
Iowa St,103.14371129969,88.718727790886,0.84973205620409,20–12,20,32,49.9,48.4,28.1,36.2,20.4,24.5,28.2,28.5,67.2,50.9,50.7,32.1,29.6,9.5,11.3,60.1,52.3,37.4,37.5,67.3,2022,2.8200146116171,68.4,71.9,62.5,6.0,1235,2,111,90.53999999999996
Richmond,107.71591223465,99.424541949495,0.71527246881781,23–12,23,35,51.5,50.5,30.9,23.5,14.4,18.9,22.4,27.2,67.4,52.2,50.0,33.8,34.3,6.1,9.4,57.3,48.3,42.0,35.7,67.8,2022,-1.6464986552386,72.5,72.3,65.71428571428571,0.0,1350,1,120,195.08999999999992
S Dakota St,115.01910403405,103.99186332468,0.76115716957116,28–4,28,32,59.7,51.5,35.2,21.3,15.3,15.8,24.0,24.2,71.5,56.3,50.6,44.2,35.2,6.3,7.1,47.3,43.7,34.3,41.4,70.7,2022,1.4824179276844,76.0,74.1,87.5,0.0,1355,0,351,58.77999999999997
Colgate,106.41615496006,103.56104455126,0.57755777751968,22–11,22,33,55.9,49.0,26.8,24.3,16.9,16.2,26.5,24.8,67.7,52.7,48.2,40.2,33.7,9.3,8.5,61.7,52.9,42.0,35.9,68.2,2022,-6.1056803580279,69.3,67.1,66.66666666666667,1.0,1159,0,257,478.56999999999994
Jacksonville St,104.01078303469,101.66621138715,0.5651757997635,19–10,19,29,54.2,48.0,32.2,21.1,20.0,17.1,28.3,26.2,66.2,51.8,47.4,38.2,32.5,9.2,8.3,53.9,53.1,42.7,44.9,66.2,2022,-5.2218891128049,68.3,77.4,65.51724137931035,0.0,1240,0,127,171.89000000000033
TX Southern,96.904827399327,98.639978114954,0.44915288756322,18–12,18,30,48.7,44.9,32.7,34.3,21.4,17.4,33.8,28.2,69.3,49.2,45.2,31.7,29.5,13.4,6.2,42.3,46.9,31.4,35.8,68.7,2022,-6.7743062009348,67.1,65.6,60.0,0.0,1411,0,112,-60.72000000000003
Arizona,118.03498515398,92.432939066659,0.94330604394845,31–3,31,34,55.9,44.4,35.1,22.8,18.0,17.7,34.5,28.3,72.9,57.5,41.9,35.4,32.7,13.4,7.0,65.4,46.8,35.7,34.5,73.4,2022,8.7539284925405,73.8,67.0,91.17647058823529,5.0,1112,2,579,135.62999999999988
Villanova,117.13357946283,92.974639621109,0.93440218624725,26–7,26,33,52.0,47.5,30.5,25.1,15.5,18.8,30.9,28.0,64.2,50.3,48.2,35.9,31.0,7.1,10.9,49.0,50.0,46.0,43.0,63.6,2022,7.274158927738,82.3,74.5,78.78787878787878,3.0,1437,4,315,318.39999999999986
Tennessee,110.08587164901,86.931526320697,0.93794146628897,26–7,26,33,50.3,46.2,29.6,31.6,18.0,22.9,32.8,27.4,68.7,48.0,45.8,35.8,31.2,13.2,7.8,62.3,51.3,40.7,39.4,68.3,2022,7.946324863576,71.2,70.6,78.78787878787878,5.0,1397,1,344,227.77999999999997
Illinois,113.583413451,93.134913994498,0.90742704272146,22–9,22,31,53.1,46.3,31.7,28.4,17.7,15.6,33.4,25.8,68.2,51.7,45.5,36.7,32.2,7.1,8.6,57.7,41.7,42.7,29.6,68.2,2022,4.1430227852144,70.8,72.1,70.96774193548387,5.0,1228,1,252,613.97
Houston,117.12226649461,88.879107657536,0.95981801391418,29–5,29,34,53.6,43.5,28.7,35.1,17.1,21.7,37.8,27.3,65.5,55.1,43.5,34.1,29.0,17.3,6.4,59.5,55.4,39.1,42.9,65.1,2022,6.1558659832027,66.9,70.5,85.29411764705883,1.0,1222,3,576,89.21000000000026
Colorado St,112.47638691306,98.707120587488,0.81783407202117,24–5,24,29,55.2,49.9,30.4,25.0,15.1,18.4,21.9,24.9,65.8,56.3,50.5,35.7,32.7,9.8,8.4,53.5,50.4,39.0,44.3,66.4,2022,4.2973417720087,77.4,70.9,82.75862068965517,2.0,1161,0,214,-56.309999999999945
Ohio St,116.28556881187,99.469084176497,0.85770086148203,19–11,19,30,54.8,47.9,33.5,29.2,16.7,15.3,28.8,28.6,65.4,54.0,46.2,37.3,34.0,12.5,7.8,49.0,47.4,39.7,35.3,66.2,2022,1.3170496435911,76.0,73.4,63.333333333333336,3.0,1326,1,160,280.6100000000001
Seton Hall,106.77429046999,93.285092163649,0.82536878552007,20–10,20,30,47.6,45.4,30.8,27.8,17.5,18.5,32.7,29.1,68.7,46.2,44.8,33.3,31.0,14.1,11.0,39.9,48.2,35.6,34.3,68.6,2022,1.9179382739874,75.6,77.3,66.66666666666667,2.0,1371,0,158,122.18000000000006
TCU,107.37454880639,92.867526532448,0.84147115682901,20–12,20,32,48.9,47.7,31.2,26.7,21.6,18.4,37.8,26.1,67.2,50.5,47.9,30.3,31.5,11.4,8.6,53.9,54.2,32.0,34.6,66.9,2022,2.9177128829935,66.8,71.2,62.5,5.0,1395,1,99,-120.30000000000007
Loyola-Chicago,109.06791022052,93.905438895105,0.84830235063421,24–7,24,31,56.3,47.0,31.9,28.4,18.4,19.9,25.1,23.9,65.6,55.8,46.9,38.0,31.5,7.3,11.1,56.8,41.9,43.1,38.1,65.6,2022,1.7566420472494,71.8,73.3,77.41935483870968,1.0,1260,0,348,437.64999999999986
Michigan,113.88480804642,96.680862039997,0.86799866153624,17–14,17,31,52.3,50.3,28.9,26.6,17.1,15.0,31.2,23.8,67.5,53.0,50.8,34.0,33.0,8.1,8.4,52.4,41.6,32.3,33.9,67.2,2022,0.15282567658439,74.6,72.9,54.83870967741935,4.0,1276,2,98,-20.500000000000227
UAB,111.10269370647,98.066184372194,0.80773228412423,25–7,25,32,52.9,47.9,29.5,31.5,16.3,21.4,33.4,27.4,70.1,50.6,47.5,38.3,32.4,11.4,8.7,44.2,45.9,32.7,37.1,69.9,2022,-0.10810605858636,73.9,71.1,78.125,0.0,1412,0,378,50.37000000000012
Chattanooga,108.37896341338,98.498534173875,0.75013115419345,25–7,25,32,52.8,49.6,27.0,27.3,17.0,18.0,32.7,26.3,65.5,53.9,52.1,34.1,30.6,6.5,10.0,46.6,44.6,39.3,40.4,65.6,2022,0.20102804165751,76.6,69.6,78.125,0.0,1151,0,234,103.88999999999987
Longwood,104.74322257062,103.48159800976,0.5347831363902,21–7,21,28,51.1,51.3,35.7,28.4,18.6,20.5,33.1,25.6,67.5,47.6,53.9,37.9,32.0,6.2,11.7,53.7,50.6,38.0,43.7,67.3,2022,-3.2600013211096,72.3,74.2,75.0,0.0,1255,0,201,41.799999999999955
Delaware,106.83770733175,103.22130314661,0.59772869691586,21–12,21,33,53.5,49.3,34.6,29.3,18.4,18.5,26.8,31.2,67.7,54.2,47.5,35.0,34.9,9.9,8.0,48.1,45.0,38.2,35.6,67.6,2022,-5.4539322038035,74.2,75.7,63.63636363636363,0.0,1174,0,93,94.55999999999995
Wright St,104.20803172186,106.86329883574,0.42816198908355,20–13,20,33,52.0,51.2,31.1,26.0,17.9,18.4,31.3,30.0,69.2,53.2,51.6,33.0,33.7,7.5,6.7,50.3,41.0,32.5,34.2,69.6,2022,-8.3969566331447,76.6,71.3,60.60606060606061,0.0,1460,0,117,-80.04000000000019
