TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,3P%ODDIFF
Iowa,113.09606860562,92.627464125877,0.9085449908104,21–11,21,32,47.8,45.1,39.6,29.2,17.4,19.3,35.8,30.5,64.4,46.9,43.1,33.2,32.4,13.2,9.3,60.7,53.6,30.7,36.5,64.6,2015,1.9734143280228,74.5,70.3,65.625,4.0,1234,1,241,-163.3599999999999
San Diego St,102.47281994788,86.879425993672,0.86970783066722,25–8,25,33,46.7,42.7,36.2,26.7,18.6,21.5,35.9,30.2,60.3,46.1,41.2,32.1,30.6,14.3,10.6,47.1,46.6,30.5,32.3,61.2,2015,1.5114477355171,63.0,69.6,75.75757575757575,2.0,1361,1,272,-9.329999999999927
St John's,109.63662690602,93.793330521694,0.85752627069933,20–11,20,31,49.3,46.1,36.2,32.6,15.7,19.5,27.8,35.4,67.4,47.9,44.8,35.1,32.4,17.2,8.5,49.3,56.8,30.5,35.4,66.9,2015,2.2160435247394,69.1,65.3,64.51612903225806,4.0,1385,0,102,-76.40999999999985
Davidson,119.31784144198,102.36738554189,0.8534676153281,23–7,23,30,56.0,49.1,29.0,35.4,14.3,17.3,29.8,30.1,67.3,53.5,51.3,39.3,29.8,7.5,12.2,60.9,50.4,45.7,33.1,67.3,2015,1.8201912264217,70.2,63.7,76.66666666666667,0.0,1172,0,303,809.6299999999999
UCLA,110.13013615889,96.938310843668,0.81264072146667,20–13,20,33,49.4,48.7,36.3,32.7,17.5,18.5,33.8,28.1,67.5,47.2,45.7,36.3,35.5,10.8,8.0,54.1,58.4,29.3,39.1,66.9,2015,-0.04903781387526,67.6,70.0,60.60606060606061,2.0,1417,2,131,-324.46000000000004
SF Austin,111.58552159319,98.948553847588,0.79934399676597,26–4,26,30,56.2,48.8,42.4,49.0,20.3,24.4,37.7,29.9,67.9,55.6,48.2,38.1,33.6,9.4,9.8,65.0,47.6,36.2,27.8,66.5,2015,1.4768083708065,73.2,69.6,86.66666666666667,0.0,1372,0,404,445.1400000000002
E Washington,110.83646750782,107.50782558123,0.58677771384804,23–8,23,31,55.4,52.0,35.6,35.1,15.9,17.7,29.3,30.6,68.4,52.3,49.0,39.6,38.4,12.3,11.7,46.5,57.7,43.2,35.0,68.6,2015,-2.2891631559778,71.4,71.7,74.19354838709677,1.0,1186,0,158,366.72000000000025
UAB,101.84511548678,100.40519047738,0.54084669585981,18–15,18,33,47.8,47.2,37.2,34.1,20.4,19.8,34.0,33.1,65.5,46.9,47.0,33.2,31.8,13.5,10.0,59.7,49.2,29.9,32.2,65.4,2015,-7.2367950644164,73.9,68.4,54.54545454545455,0.0,1412,1,27,-31.280000000000086
N Dakota St,100.50313791342,100.85912043935,0.48983613064291,21–9,21,30,49.2,47.8,36.2,30.0,15.9,16.6,26.5,23.4,61.4,45.1,44.4,37.8,36.4,10.6,7.4,42.9,50.6,35.4,33.0,61.2,2015,-3.6930551924779,69.4,74.7,70.0,0.0,1295,0,69,136.91999999999985
Robert Morris,99.876942255369,102.73895487783,0.41948112862971,19–14,19,33,50.5,48.4,36.0,37.6,20.5,21.7,31.2,35.8,66.7,47.6,47.5,38.0,33.4,8.3,9.2,50.4,61.4,30.9,36.2,66.1,2015,-8.2970157983487,71.4,66.2,57.57575757575758,0.0,1352,0,42,-34.88000000000011
Kentucky,119.04185689874,83.481070574335,0.9833872992224,34–0,34,34,51.8,39.7,43.8,31.6,16.4,21.8,40.4,31.6,63.9,51.5,39.1,35.0,27.4,18.4,5.8,56.6,40.1,28.1,31.0,63.5,2015,12.958534991578,72.2,65.0,100.0,7.0,1246,4,712,134.10000000000002
Kansas,113.26192444595,91.006533884416,0.92524725644296,26–8,26,34,49.3,44.4,43.0,33.6,19.1,17.5,34.9,31.8,66.8,46.5,43.5,37.5,30.9,12.7,13.0,54.9,48.7,28.3,31.9,67.3,2015,8.7402985452432,72.0,66.9,76.47058823529412,9.0,1242,1,222,75.54000000000008
Notre Dame,124.35121713015,99.827140452792,0.92595848343171,29–5,29,34,58.6,48.1,37.1,23.3,14.4,17.4,28.1,31.6,64.1,58.4,47.4,39.2,32.9,9.1,6.7,54.4,51.1,38.6,32.6,64.1,2015,8.4422805861733,74.0,70.2,85.29411764705883,7.0,1323,3,448,440.58000000000015
Maryland,109.86635023406,93.858621858278,0.85947816350842,27–6,27,33,50.9,45.4,44.5,27.9,18.4,17.3,29.2,30.4,64.8,47.8,44.6,37.2,31.2,11.6,9.8,48.6,47.9,38.2,37.4,64.6,2015,6.8275842864871,75.7,66.0,81.81818181818181,6.0,1268,1,206,254.1600000000003
West Virginia,110.45551472012,92.861034601088,0.8803080392927,23–9,23,32,46.6,52.6,40.4,55.9,18.7,28.2,40.9,31.1,69.1,45.9,51.6,31.9,36.5,9.0,9.9,57.2,53.7,33.8,31.8,69.1,2015,3.9482678882467,66.0,68.7,71.875,3.0,1452,2,227,-82.48000000000025
Butler,108.49960206296,89.650400266163,0.89975737680571,22–10,22,32,49.1,46.9,40.5,33.3,17.4,19.3,35.5,24.9,64.6,47.2,47.3,35.8,30.6,8.5,11.0,47.4,50.6,29.0,33.9,64.1,2015,3.3598389067492,68.0,67.9,68.75,5.0,1139,1,268,0.8599999999999
Wichita St,114.09636188863,91.693355364098,0.92510532015453,27–4,27,31,50.7,45.2,35.4,36.8,15.2,21.6,34.8,27.0,60.9,48.9,42.5,35.9,34.4,11.1,9.9,56.5,44.7,35.3,29.7,62.2,2015,4.4217788340738,69.2,68.1,87.09677419354838,1.0,1455,2,397,245.5899999999998
Cincinnati,106.38031746119,92.476598409884,0.83351506319806,22–10,22,32,50.4,44.5,37.8,25.4,21.3,20.3,37.3,31.7,59.4,50.5,42.0,33.3,32.9,15.6,8.0,53.1,54.3,30.6,33.4,60.2,2015,-1.1628920632836,67.4,64.9,68.75,2.0,1153,1,227,-79.88
Purdue,110.14496901508,94.526299333705,0.85303072061908,21–12,21,33,50.7,45.5,42.5,38.5,20.0,17.8,36.2,31.1,65.1,51.0,42.3,33.5,35.0,14.1,8.8,61.3,51.5,32.3,31.0,65.0,2015,0.90171895130116,68.5,69.7,63.63636363636363,4.0,1345,0,181,-2.9500000000000455
Indiana,118.9236959191,103.43062638463,0.83274127013602,20–13,20,33,54.6,50.5,32.7,32.1,17.1,16.1,35.3,31.3,66.8,50.7,51.0,40.3,32.8,7.9,11.9,51.5,47.9,39.6,30.7,67.1,2015,-0.37298708301841,71.5,66.9,60.60606060606061,2.0,1231,0,200,588.92
Texas,110.61261955301,91.386968055925,0.89986359737477,20–13,20,33,49.4,42.2,36.9,34.2,20.0,14.2,38.0,29.0,63.1,48.6,37.8,33.9,34.8,20.2,8.6,55.6,50.1,34.0,30.9,62.9,2015,0.77376868017042,72.4,66.1,60.60606060606061,2.0,1400,0,249,77.27999999999997
Buffalo,108.82661836466,97.554670148701,0.77858591520538,23–9,23,32,48.6,48.5,42.3,33.8,16.4,19.8,34.7,30.4,68.9,47.6,47.9,34.0,33.0,11.3,8.2,51.5,49.3,30.2,38.1,69.2,2015,-0.96540565825296,72.2,66.2,71.875,0.0,1138,0,215,-230.5
Valparaiso,105.03461962656,94.29066010278,0.77572767298357,25–5,25,30,51.4,44.9,36.7,32.7,19.1,18.6,35.0,27.6,63.2,48.5,42.1,38.1,33.0,12.9,9.2,51.4,55.6,33.4,36.9,63.2,2015,0.39585166755626,68.7,69.9,83.33333333333333,0.0,1434,0,260,54.83999999999992
Northeastern,106.63425151707,100.90150627182,0.65373303294347,23–11,23,34,54.6,49.6,42.2,24.7,21.4,15.6,29.6,25.6,63.5,52.9,48.7,38.8,34.4,9.6,9.9,59.8,49.3,30.8,29.1,63.7,2015,-4.2450656079766,72.4,68.7,67.6470588235294,0.0,1318,0,122,194.0
New Mexico St,104.36527177947,98.087538318225,0.67115672983926,21–10,21,31,51.0,45.9,44.8,32.5,21.9,20.5,39.5,30.7,62.8,49.7,46.4,36.3,29.5,9.1,5.7,49.9,49.6,25.3,23.5,64.2,2015,-4.2575822146211,70.7,69.4,67.74193548387096,0.0,1308,0,255,225.14
Hampton,94.121847581343,102.92963178883,0.26332907378875,16–17,16,33,45.8,46.5,43.4,45.9,20.5,20.1,32.8,30.9,69.2,45.9,44.3,30.4,34.4,10.8,10.1,46.5,45.0,33.3,30.3,69.3,2015,-12.34516405794,65.2,68.7,48.484848484848484,0.0,1214,0,-28,-30.000000000000114
Wisconsin,126.35210696622,92.103078231878,0.97431650545111,31–3,31,34,54.6,46.7,35.6,21.1,12.4,16.7,31.9,23.7,59.3,55.1,44.0,35.7,36.0,9.2,5.9,50.2,40.7,37.0,26.7,59.3,2015,11.258151384354,76.3,68.1,91.17647058823529,7.0,1458,5,536,359.70000000000016
Arizona,115.47419458473,86.463280342025,0.96535235854906,31–3,31,34,53.6,44.3,47.1,36.3,16.7,21.1,34.1,22.3,66.9,53.4,42.0,36.0,32.8,10.2,6.3,53.2,49.0,25.8,31.4,66.9,2015,8.9426698503297,69.9,69.2,91.17647058823529,6.0,1112,3,606,-101.11999999999978
Baylor,115.82487333219,92.809172084744,0.92741477098444,23–9,23,32,49.8,45.8,38.8,32.4,19.6,19.6,41.8,31.7,62.7,46.0,46.5,38.2,29.8,11.2,10.9,59.9,70.0,33.2,35.9,62.2,2015,4.781566896377,66.7,64.7,71.875,6.0,1124,0,282,198.4200000000003
North Carolina,118.36724563194,91.704310906178,0.94955263819714,24–11,24,35,51.4,45.3,34.7,37.6,18.2,17.8,39.9,30.5,69.5,51.3,45.7,34.5,29.8,11.9,8.5,60.9,52.2,22.6,37.1,70.2,2015,6.3817586452637,70.1,68.7,68.57142857142857,7.0,1314,2,333,-325.8800000000001
Arkansas,113.32695455196,96.995130030074,0.85687665062976,26–8,26,34,50.2,48.6,37.3,38.5,16.6,22.6,35.6,34.2,70.3,49.1,46.6,35.0,35.3,12.3,7.0,58.9,51.7,31.1,31.3,70.1,2015,3.8034494126845,72.4,71.3,76.47058823529412,2.0,1116,1,268,-16.389999999999873
Xavier,114.95089182456,96.167532060614,0.8861245242849,21–13,21,34,53.0,50.2,38.1,34.4,18.0,19.2,31.3,27.1,66.0,53.4,48.9,34.9,35.0,8.3,10.0,62.9,54.3,32.8,37.2,66.0,2015,1.2672365254693,72.5,67.1,61.76470588235294,5.0,1462,2,201,-157.2800000000002
VCU,108.98442324284,93.939312335539,0.84662787107403,26–9,26,35,48.8,49.3,37.5,37.7,15.7,23.8,31.7,30.8,66.7,47.2,48.1,34.2,34.4,12.7,9.4,50.7,56.8,39.9,35.3,67.4,2015,3.1488761289889,65.6,69.6,74.28571428571429,2.0,1433,0,244,150.26000000000022
Oregon,112.64328276946,99.511222210174,0.8061975606496,24–9,24,33,52.1,47.8,29.5,35.3,17.0,16.8,30.6,31.7,67.8,50.6,46.8,36.7,33.3,10.6,6.9,51.4,47.8,33.9,32.5,66.9,2015,2.9544841215472,76.7,69.6,72.72727272727273,3.0,1332,1,133,161.8800000000001
Oklahoma St,109.71459612076,94.782864907861,0.84321920820277,17–13,17,30,50.1,46.0,39.7,42.4,18.6,21.2,26.9,33.1,64.1,49.0,43.5,34.6,34.3,14.2,11.2,50.5,53.2,38.5,32.0,63.9,2015,0.045357881339743,73.1,68.4,56.666666666666664,4.0,1329,0,109,234.50000000000023
Ohio St,114.15321309006,92.821633335561,0.91520492866605,23–10,23,33,54.5,46.6,34.8,27.4,17.0,22.1,34.1,31.4,66.2,53.9,45.8,37.2,31.8,14.7,7.3,55.6,57.3,32.1,37.9,66.6,2015,2.3952406860513,67.8,69.7,69.6969696969697,0.0,1326,1,443,-11.099999999999909
Mississippi,112.73994766505,99.019012899862,0.8164348209786,20–12,20,32,48.2,46.9,37.5,41.2,16.9,18.9,35.0,31.7,66.6,46.9,43.4,33.8,34.9,11.2,9.4,52.2,62.9,33.1,39.7,66.4,2015,-0.55365068975703,77.8,68.4,62.5,3.0,1279,0,164,-266.75
Wofford,102.47567316771,97.181335710561,0.64794941594563,26–6,26,32,51.6,46.9,38.0,36.5,17.3,20.1,29.3,27.7,62.2,49.5,47.3,37.1,30.8,7.4,9.7,56.7,43.0,32.9,31.8,61.5,2015,0.47114391920363,69.0,70.8,81.25,1.0,1459,0,186,241.14999999999986
Harvard,100.94114180079,93.932521321788,0.69583677926873,20–7,20,27,47.3,46.1,39.0,33.1,18.7,19.9,32.3,27.8,61.0,45.8,44.1,34.1,33.4,13.0,8.1,56.6,51.8,26.5,32.3,61.8,2015,-1.0826761192583,71.5,67.4,74.07407407407408,0.0,1217,0,134,-175.16999999999985
Georgia St,109.12547320055,98.519038518421,0.76420227463854,23–9,23,32,51.9,45.0,38.4,39.4,16.5,22.8,30.5,34.5,64.3,53.4,42.2,31.9,32.6,13.7,6.4,52.0,63.5,27.4,42.0,63.5,2015,-2.6104035221156,73.4,70.8,71.875,0.0,1209,1,262,-495.1400000000001
TX Southern,101.16901188915,106.38132494733,0.35945469199951,22–12,22,34,49.4,48.9,46.5,32.6,19.9,18.7,34.0,34.2,64.6,50.0,48.0,32.0,34.2,7.7,10.5,46.6,48.0,31.4,28.5,63.7,2015,-4.3009756829292,66.2,64.4,64.70588235294117,1.0,1411,0,25,30.09999999999991
Coastal Car,104.18261444879,102.78490896805,0.53875394949539,20–9,20,29,49.9,47.1,39.6,35.6,17.8,17.0,35.2,27.6,64.8,48.2,45.1,35.4,33.5,10.1,7.6,46.4,53.5,34.2,39.4,63.9,2015,-4.8347844771372,70.3,71.0,68.96551724137932,0.0,1157,0,169,-109.2199999999998
