0_ProbWin,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,0_PomOrdinalRank,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins,1_PomOrdinalRank
1.0,Baylor,123.31818487137,93.538584326633,0.96001826027413,57.5,49.1,27.0,31.7,17.6,24.6,37.5,30.9,54.1,48.1,41.8,34.0,472.3600000000001,39.2,34.3,69.6,6.0,1,Hartford,96.721771842074,99.238730541167,0.42667425868249,50.4,47.6,28.6,25.0,19.0,20.4,24.9,28.8,51.3,50.7,32.7,28.7,221.66000000000008,42.5,40.7,67.8,0.0,48
0.0,Hartford,96.721771842074,99.238730541167,0.42667425868249,50.4,47.6,28.6,25.0,19.0,20.4,24.9,28.8,51.3,50.7,32.7,28.7,221.66000000000008,42.5,40.7,67.8,0.0,48,Baylor,123.31818487137,93.538584326633,0.96001826027413,57.5,49.1,27.0,31.7,17.6,24.6,37.5,30.9,54.1,48.1,41.8,34.0,472.3600000000001,39.2,34.3,69.6,6.0,1
1.0,Florida,110.4180174842,93.419288618279,0.87241896541784,52.5,47.5,33.8,34.8,20.7,20.6,30.8,31.6,51.9,48.4,35.7,30.6,126.48000000000002,33.8,35.3,69.5,1.0,10,Virginia Tech,108.77681943079,94.506520393432,0.83441391593452,52.5,48.4,33.2,30.9,17.3,17.6,28.4,24.3,51.7,47.6,35.7,33.0,166.80000000000018,41.0,39.3,67.4,1.0,13
0.0,Virginia Tech,108.77681943079,94.506520393432,0.83441391593452,52.5,48.4,33.2,30.9,17.3,17.6,28.4,24.3,51.7,47.6,35.7,33.0,166.80000000000018,41.0,39.3,67.4,1.0,13,Florida,110.4180174842,93.419288618279,0.87241896541784,52.5,47.5,33.8,34.8,20.7,20.6,30.8,31.6,51.9,48.4,35.7,30.6,126.48000000000002,33.8,35.3,69.5,1.0,10
1.0,Houston,119.00224232547,89.406321656388,0.96402995500882,51.3,42.9,30.7,42.4,16.3,21.6,39.4,28.0,49.9,43.0,35.5,28.5,430.0499999999997,42.3,37.6,65.9,2.0,2,Cleveland St,99.152913998652,99.656705267482,0.4854333695237,50.6,48.9,31.9,37.2,18.5,20.3,30.9,31.9,52.1,50.9,31.9,30.8,-214.83000000000015,34.3,42.5,67.1,0.0,38
0.0,Cleveland St,99.152913998652,99.656705267482,0.4854333695237,50.6,48.9,31.9,37.2,18.5,20.3,30.9,31.9,52.1,50.9,31.9,30.8,-214.83000000000015,34.3,42.5,67.1,0.0,38,Houston,119.00224232547,89.406321656388,0.96402995500882,51.3,42.9,30.7,42.4,16.3,21.6,39.4,28.0,49.9,43.0,35.5,28.5,430.0499999999997,42.3,37.6,65.9,2.0,2
1.0,Illinois,117.40597392618,90.813931824027,0.95042810397209,55.6,46.6,39.2,30.5,18.2,16.1,33.0,22.2,55.3,45.4,37.6,32.7,75.2199999999998,30.7,33.0,71.6,8.0,1,Drexel,106.16695780198,103.60800898549,0.56968850897979,54.3,49.6,28.5,27.2,19.6,16.4,29.4,24.3,53.5,50.4,37.2,32.1,223.80000000000018,35.7,34.4,65.3,0.0,37
0.0,Drexel,106.16695780198,103.60800898549,0.56968850897979,54.3,49.6,28.5,27.2,19.6,16.4,29.4,24.3,53.5,50.4,37.2,32.1,223.80000000000018,35.7,34.4,65.3,0.0,37,Illinois,117.40597392618,90.813931824027,0.95042810397209,55.6,46.6,39.2,30.5,18.2,16.1,33.0,22.2,55.3,45.4,37.6,32.7,75.2199999999998,30.7,33.0,71.6,8.0,1
1.0,Loyola-Chicago,108.95481769605,88.245400927107,0.91866421113705,56.3,46.7,30.7,22.4,18.5,21.6,26.0,21.0,58.0,45.5,35.7,32.5,202.9000000000001,37.0,34.4,64.8,0.0,3,Georgia Tech,112.73887973065,95.621704551963,0.86918330129091,53.9,52.2,29.0,28.9,15.9,22.8,24.8,29.9,54.8,50.7,34.9,36.7,21.47999999999979,37.0,34.6,68.6,2.0,8
0.0,Georgia Tech,112.73887973065,95.621704551963,0.86918330129091,53.9,52.2,29.0,28.9,15.9,22.8,24.8,29.9,54.8,50.7,34.9,36.7,21.47999999999979,37.0,34.6,68.6,2.0,8,Loyola-Chicago,108.95481769605,88.245400927107,0.91866421113705,56.3,46.7,30.7,22.4,18.5,21.6,26.0,21.0,58.0,45.5,35.7,32.5,202.9000000000001,37.0,34.4,64.8,0.0,3
1.0,North Texas,103.72358902804,94.047602749454,0.75513282000618,54.0,45.7,27.2,31.7,20.4,21.4,27.9,26.9,52.9,44.8,37.3,31.6,306.8399999999999,37.2,34.2,64.2,0.0,18,Purdue,111.51544532306,92.982399176815,0.88994291955564,51.4,48.6,32.2,30.3,18.7,16.9,32.2,24.1,52.1,49.7,33.5,31.5,-183.30000000000018,37.5,45.7,67.5,3.0,4
0.0,Purdue,111.51544532306,92.982399176815,0.88994291955564,51.4,48.6,32.2,30.3,18.7,16.9,32.2,24.1,52.1,49.7,33.5,31.5,-183.30000000000018,37.5,45.7,67.5,3.0,4,North Texas,103.72358902804,94.047602749454,0.75513282000618,54.0,45.7,27.2,31.7,20.4,21.4,27.9,26.9,52.9,44.8,37.3,31.6,306.8399999999999,37.2,34.2,64.2,0.0,18
1.0,Oklahoma St,109.05729723657,92.302111640807,0.87194577799231,52.2,47.2,36.4,30.5,21.4,19.3,31.9,30.2,52.9,46.9,33.8,31.7,-107.36000000000013,31.9,37.4,72.7,5.0,8,Liberty,109.1432162539,100.81677027781,0.71353119155728,57.4,48.0,25.5,29.6,15.6,17.3,23.1,22.4,56.8,47.8,38.8,32.2,680.5799999999997,47.5,36.1,64.4,0.0,25
0.0,Liberty,109.1432162539,100.81677027781,0.71353119155728,57.4,48.0,25.5,29.6,15.6,17.3,23.1,22.4,56.8,47.8,38.8,32.2,680.5799999999997,47.5,36.1,64.4,0.0,25,Oklahoma St,109.05729723657,92.302111640807,0.87194577799231,52.2,47.2,36.4,30.5,21.4,19.3,31.9,30.2,52.9,46.9,33.8,31.7,-107.36000000000013,31.9,37.4,72.7,5.0,8
0.51,Oral Roberts,107.50143781474,106.69661046873,0.52159170443078,53.6,50.4,27.8,33.1,15.7,18.2,23.2,33.0,49.7,49.0,38.8,35.6,641.7199999999998,45.9,32.0,72.3,0.0,38,Ohio St,121.39848846773,97.115536802939,0.92867660378642,53.1,48.9,37.6,33.8,15.3,15.0,29.1,27.4,52.1,47.4,36.5,34.1,142.29999999999995,39.4,38.0,67.8,7.0,2
0.49,Ohio St,121.39848846773,97.115536802939,0.92867660378642,53.1,48.9,37.6,33.8,15.3,15.0,29.1,27.4,52.1,47.4,36.5,34.1,142.29999999999995,39.4,38.0,67.8,7.0,2,Oral Roberts,107.50143781474,106.69661046873,0.52159170443078,53.6,50.4,27.8,33.1,15.7,18.2,23.2,33.0,49.7,49.0,38.8,35.6,641.7199999999998,45.9,32.0,72.3,0.0,38
1.0,Oregon St,109.11844258365,98.394320346036,0.76668465943008,48.7,50.4,34.0,38.2,17.2,18.5,29.8,29.4,46.9,52.5,34.6,31.4,44.51999999999998,35.5,37.7,66.1,5.0,22,Tennessee,108.46468067865,88.246591193279,0.91469281239457,50.1,45.9,35.1,31.1,18.2,22.9,31.4,28.6,49.8,44.8,33.8,31.8,-52.24000000000024,34.3,38.1,67.8,1.0,6
0.0,Tennessee,108.46468067865,88.246591193279,0.91469281239457,50.1,45.9,35.1,31.1,18.2,22.9,31.4,28.6,49.8,44.8,33.8,31.8,-52.24000000000024,34.3,38.1,67.8,1.0,6,Oregon St,109.11844258365,98.394320346036,0.76668465943008,48.7,50.4,34.0,38.2,17.2,18.5,29.8,29.4,46.9,52.5,34.6,31.4,44.51999999999998,35.5,37.7,66.1,5.0,22
1.0,Rutgers,106.60286617487,91.924493435527,0.8460099516154,50.2,47.7,27.7,33.2,16.4,18.9,27.4,29.3,51.9,47.4,31.1,32.1,-125.78999999999985,32.7,35.6,68.7,2.0,9,Clemson,105.15013677385,90.526958021348,0.84838980111508,50.4,48.8,23.6,29.6,19.5,21.6,26.6,26.5,49.2,47.4,34.6,33.8,153.4200000000003,43.9,40.4,65.4,3.0,11
0.0,Clemson,105.15013677385,90.526958021348,0.84838980111508,50.4,48.8,23.6,29.6,19.5,21.6,26.6,26.5,49.2,47.4,34.6,33.8,153.4200000000003,43.9,40.4,65.4,3.0,11,Rutgers,106.60286617487,91.924493435527,0.8460099516154,50.2,47.7,27.7,33.2,16.4,18.9,27.4,29.3,51.9,47.4,31.1,32.1,-125.78999999999985,32.7,35.6,68.7,2.0,9
1.0,Syracuse,112.19890921311,97.253449069702,0.83807271176798,50.7,48.5,28.4,25.1,16.0,20.8,30.3,33.8,50.8,49.2,33.8,31.7,-66.66999999999985,39.2,43.9,70.1,0.0,11,San Diego St,111.25563404877,89.258423317316,0.92644967284853,52.7,46.7,34.3,32.7,16.9,22.5,29.9,24.4,50.5,44.6,37.5,32.8,-11.149999999999864,39.5,45.5,66.9,1.0,5
0.0,San Diego St,111.25563404877,89.258423317316,0.92644967284853,52.7,46.7,34.3,32.7,16.9,22.5,29.9,24.4,50.5,44.6,37.5,32.8,-11.149999999999864,39.5,45.5,66.9,1.0,5,Syracuse,112.19890921311,97.253449069702,0.83807271176798,50.7,48.5,28.4,25.1,16.0,20.8,30.3,33.8,50.8,49.2,33.8,31.7,-66.66999999999985,39.2,43.9,70.1,0.0,11
1.0,Texas Tech,111.46748582956,91.38033414572,0.90763384840072,49.7,47.8,39.3,36.5,16.3,23.8,33.8,30.0,48.7,44.8,34.6,35.0,-264.55999999999995,31.4,38.6,66.6,2.0,6,Utah St,104.35492951251,89.047492540564,0.86107199182548,49.8,45.6,29.4,26.1,19.7,19.7,35.3,21.3,49.6,42.9,33.6,33.0,-234.60000000000014,32.5,40.2,69.9,2.0,10
0.0,Utah St,104.35492951251,89.047492540564,0.86107199182548,49.8,45.6,29.4,26.1,19.7,19.7,35.3,21.3,49.6,42.9,33.6,33.0,-234.60000000000014,32.5,40.2,69.9,2.0,10,Texas Tech,111.46748582956,91.38033414572,0.90763384840072,49.7,47.8,39.3,36.5,16.3,23.8,33.8,30.0,48.7,44.8,34.6,35.0,-264.55999999999995,31.4,38.6,66.6,2.0,6
1.0,Villanova,118.50244484495,97.153275952568,0.90757699665378,52.8,51.8,30.0,25.8,13.5,19.0,27.9,24.8,52.8,51.0,35.2,35.4,132.68000000000006,44.6,40.6,65.9,2.0,3,Winthrop,104.84661339071,96.047315799981,0.7326405935877,53.0,49.0,35.7,33.8,19.5,22.5,35.6,22.2,53.0,49.2,35.3,32.4,207.92999999999984,39.3,36.4,74.7,0.0,23
0.0,Winthrop,104.84661339071,96.047315799981,0.7326405935877,53.0,49.0,35.7,33.8,19.5,22.5,35.6,22.2,53.0,49.2,35.3,32.4,207.92999999999984,39.3,36.4,74.7,0.0,23,Villanova,118.50244484495,97.153275952568,0.90757699665378,52.8,51.8,30.0,25.8,13.5,19.0,27.9,24.8,52.8,51.0,35.2,35.4,132.68000000000006,44.6,40.6,65.9,2.0,3
1.0,West Virginia,115.01916625211,94.94747027644,0.90073448616934,48.7,50.2,39.4,28.5,17.0,20.7,35.6,31.3,46.4,51.3,35.7,32.3,-23.119999999999663,33.1,37.3,70.5,4.0,7,Morehead St,98.061129207283,96.057560236052,0.55907275237175,51.9,47.0,36.8,23.1,22.9,18.0,31.3,24.9,51.8,47.6,34.7,30.7,-73.82999999999993,34.5,41.4,66.5,0.0,32
0.0,Morehead St,98.061129207283,96.057560236052,0.55907275237175,51.9,47.0,36.8,23.1,22.9,18.0,31.3,24.9,51.8,47.6,34.7,30.7,-73.82999999999993,34.5,41.4,66.5,0.0,32,West Virginia,115.01916625211,94.94747027644,0.90073448616934,48.7,50.2,39.4,28.5,17.0,20.7,35.6,31.3,46.4,51.3,35.7,32.3,-23.119999999999663,33.1,37.3,70.5,4.0,7
1.0,Wisconsin,111.45935578378,90.325587422416,0.91817093297273,49.4,47.9,26.9,28.5,13.5,17.8,23.7,25.1,46.3,47.1,36.0,33.0,340.1999999999998,40.8,34.2,65.9,2.0,3,North Carolina,107.89386052332,91.89788692166,0.86358660618903,48.5,48.7,34.9,27.1,20.6,19.3,41.3,26.3,48.9,46.8,31.7,34.4,-420.1400000000002,28.2,38.2,72.8,2.0,7
0.0,North Carolina,107.89386052332,91.89788692166,0.86358660618903,48.5,48.7,34.9,27.1,20.6,19.3,41.3,26.3,48.9,46.8,31.7,34.4,-420.1400000000002,28.2,38.2,72.8,2.0,7,Wisconsin,111.45935578378,90.325587422416,0.91817093297273,49.4,47.9,26.9,28.5,13.5,17.8,23.7,25.1,46.3,47.1,36.0,33.0,340.1999999999998,40.8,34.2,65.9,2.0,3
0.51,Abilene Chr,100.94607903259,92.613568015432,0.72923302872333,52.9,45.4,34.0,42.5,19.4,26.7,30.6,27.9,50.8,46.3,37.7,29.1,386.6500000000001,36.5,34.0,70.8,0.0,22,Texas,113.54824500302,92.773778013186,0.91082365077413,52.9,46.7,34.0,36.7,20.2,17.8,31.3,26.9,52.4,45.8,35.7,32.3,417.0100000000002,41.9,33.4,70.0,3.0,7
0.49,Texas,113.54824500302,92.773778013186,0.91082365077413,52.9,46.7,34.0,36.7,20.2,17.8,31.3,26.9,52.4,45.8,35.7,32.3,417.0100000000002,41.9,33.4,70.0,3.0,7,Abilene Chr,100.94607903259,92.613568015432,0.72923302872333,52.9,45.4,34.0,42.5,19.4,26.7,30.6,27.9,50.8,46.3,37.7,29.1,386.6500000000001,36.5,34.0,70.8,0.0,22
1.0,Alabama,110.70220281844,88.631250362057,0.92805113312936,51.3,45.3,28.6,31.9,18.6,21.1,31.5,29.8,50.1,46.4,35.1,28.8,685.53,47.1,33.6,74.8,4.0,2,Iona,100.74894727238,98.759407130815,0.55709205374898,51.2,45.6,36.1,46.3,22.5,19.6,33.5,26.2,49.9,45.8,35.5,30.1,194.01,37.6,37.9,69.3,0.0,45
0.0,Iona,100.74894727238,98.759407130815,0.55709205374898,51.2,45.6,36.1,46.3,22.5,19.6,33.5,26.2,49.9,45.8,35.5,30.1,194.01,37.6,37.9,69.3,0.0,45,Alabama,110.70220281844,88.631250362057,0.92805113312936,51.3,45.3,28.6,31.9,18.6,21.1,31.5,29.8,50.1,46.4,35.1,28.8,685.53,47.1,33.6,74.8,4.0,2
1.0,Colorado,115.39226586393,91.74844074975,0.93319265579407,52.0,47.7,29.9,28.0,16.8,19.8,30.9,25.6,50.3,46.5,36.7,33.3,155.01999999999998,35.8,34.8,67.2,4.0,5,Georgetown,107.16249690835,93.696589235001,0.82408494997469,49.6,48.0,30.3,25.9,21.7,16.2,32.4,27.3,46.1,47.4,36.6,32.6,125.85999999999967,38.8,39.7,70.6,3.0,14
0.0,Georgetown,107.16249690835,93.696589235001,0.82408494997469,49.6,48.0,30.3,25.9,21.7,16.2,32.4,27.3,46.1,47.4,36.6,32.6,125.85999999999967,38.8,39.7,70.6,3.0,14,Colorado,115.39226586393,91.74844074975,0.93319265579407,52.0,47.7,29.9,28.0,16.8,19.8,30.9,25.6,50.3,46.5,36.7,33.3,155.01999999999998,35.8,34.8,67.2,4.0,5
0.51,Creighton,114.24258525613,94.067447536771,0.90331288821819,55.7,46.9,26.9,25.7,15.8,17.8,24.8,28.2,56.3,46.1,36.7,32.1,373.90999999999985,44.3,39.0,70.0,4.0,5,UC Santa Barbara,108.08035671192,96.214549087761,0.79205969436131,53.0,47.7,35.5,28.0,16.5,20.8,28.2,24.5,53.4,46.6,34.8,33.4,144.17999999999984,33.8,30.9,66.6,0.0,18
0.49,UC Santa Barbara,108.08035671192,96.214549087761,0.79205969436131,53.0,47.7,35.5,28.0,16.5,20.8,28.2,24.5,53.4,46.6,34.8,33.4,144.17999999999984,33.8,30.9,66.6,0.0,18,Creighton,114.24258525613,94.067447536771,0.90331288821819,55.7,46.9,26.9,25.7,15.8,17.8,24.8,28.2,56.3,46.1,36.7,32.1,373.90999999999985,44.3,39.0,70.0,4.0,5
1.0,Florida St,117.23102490247,93.66940978363,0.92958364727277,54.4,46.5,32.7,36.3,20.2,19.6,35.7,31.4,52.1,44.2,39.0,33.3,52.5,35.5,40.0,71.2,0.0,4,UNC Greensboro,101.6167280994,97.397696445479,0.6195560931047,48.2,48.1,23.8,36.4,15.6,21.0,32.4,25.9,50.3,48.3,30.0,31.9,-175.99,38.9,42.1,69.2,0.0,25
0.0,UNC Greensboro,101.6167280994,97.397696445479,0.6195560931047,48.2,48.1,23.8,36.4,15.6,21.0,32.4,25.9,50.3,48.3,30.0,31.9,-175.99,38.9,42.1,69.2,0.0,25,Florida St,117.23102490247,93.66940978363,0.92958364727277,54.4,46.5,32.7,36.3,20.2,19.6,35.7,31.4,52.1,44.2,39.0,33.3,52.5,35.5,40.0,71.2,0.0,4
1.0,Gonzaga,125.3409182426,89.617798108665,0.97932745259835,61.0,47.5,36.7,25.9,16.1,20.3,30.4,23.4,64.0,46.8,36.5,32.5,57.69999999999982,32.3,34.5,75.4,5.0,1,Norfolk St,98.994560806487,103.86365377122,0.36536289185299,49.7,47.4,38.6,42.0,17.8,20.7,28.8,28.7,46.1,47.2,37.4,31.7,-93.35000000000014,35.9,45.3,68.7,0.0,50
0.0,Norfolk St,98.994560806487,103.86365377122,0.36536289185299,49.7,47.4,38.6,42.0,17.8,20.7,28.8,28.7,46.1,47.2,37.4,31.7,-93.35000000000014,35.9,45.3,68.7,0.0,50,Gonzaga,125.3409182426,89.617798108665,0.97932745259835,61.0,47.5,36.7,25.9,16.1,20.3,30.4,23.4,64.0,46.8,36.5,32.5,57.69999999999982,32.3,34.5,75.4,5.0,1
1.0,Iowa,123.72255078977,96.475875636462,0.94586447564637,54.6,48.3,32.0,22.6,13.3,16.3,30.7,28.6,52.4,45.8,38.6,34.8,158.20000000000005,39.8,39.6,70.9,5.0,2,Grand Canyon,103.62211498555,95.549726429005,0.71762184268959,52.8,44.7,34.5,29.4,20.4,16.5,33.0,22.8,55.4,44.8,32.2,29.7,-1.569999999999709,36.2,39.3,66.2,0.0,27
0.0,Grand Canyon,103.62211498555,95.549726429005,0.71762184268959,52.8,44.7,34.5,29.4,20.4,16.5,33.0,22.8,55.4,44.8,32.2,29.7,-1.569999999999709,36.2,39.3,66.2,0.0,27,Iowa,123.72255078977,96.475875636462,0.94586447564637,54.6,48.3,32.0,22.6,13.3,16.3,30.7,28.6,52.4,45.8,38.6,34.8,158.20000000000005,39.8,39.6,70.9,5.0,2
1.0,Kansas,108.66635286347,90.21211509884,0.89476474311703,49.7,47.0,30.5,26.5,17.7,20.0,31.2,26.9,49.3,45.9,33.7,32.5,-5.5499999999999545,36.0,37.5,69.2,3.0,6,E Washington,107.94277265099,99.654348383694,0.71479253926703,54.1,47.5,30.4,27.7,16.5,16.5,23.9,25.6,54.2,47.6,35.9,31.6,303.0,39.6,35.4,73.1,0.0,28
0.0,E Washington,107.94277265099,99.654348383694,0.71479253926703,54.1,47.5,30.4,27.7,16.5,16.5,23.9,25.6,54.2,47.6,35.9,31.6,303.0,39.6,35.4,73.1,0.0,28,Kansas,108.66635286347,90.21211509884,0.89476474311703,49.7,47.0,30.5,26.5,17.7,20.0,31.2,26.9,49.3,45.9,33.7,32.5,-5.5499999999999545,36.0,37.5,69.2,3.0,6
1.0,LSU,118.92641190864,99.82099516675,0.8822543268157,52.8,48.5,33.9,29.1,16.1,18.4,31.5,32.8,53.0,51.3,35.0,30.0,-30.5,37.1,44.3,71.4,1.0,8,St Bonaventure,110.11630086887,91.854742115115,0.88946416568316,50.5,45.5,27.8,28.3,16.9,19.5,33.6,28.4,49.3,45.1,35.4,30.6,-192.66000000000008,31.9,43.2,65.5,0.0,7
0.0,St Bonaventure,110.11630086887,91.854742115115,0.88946416568316,50.5,45.5,27.8,28.3,16.9,19.5,33.6,28.4,49.3,45.1,35.4,30.6,-192.66000000000008,31.9,43.2,65.5,0.0,7,LSU,118.92641190864,99.82099516675,0.8822543268157,52.8,48.5,33.9,29.1,16.1,18.4,31.5,32.8,53.0,51.3,35.0,30.0,-30.5,37.1,44.3,71.4,1.0,8
1.0,Maryland,110.06311612092,94.177109117371,0.85724374187283,52.6,48.5,32.6,25.6,16.8,16.9,20.9,24.8,52.8,46.4,34.9,34.3,66.96000000000026,43.0,41.8,66.3,2.0,8,Connecticut,113.93998505566,92.285772470251,0.91863858213243,49.5,46.2,29.6,36.9,17.5,19.6,36.8,29.8,49.0,45.6,33.6,31.6,76.07999999999993,33.3,33.0,66.6,1.0,4
0.0,Connecticut,113.93998505566,92.285772470251,0.91863858213243,49.5,46.2,29.6,36.9,17.5,19.6,36.8,29.8,49.0,45.6,33.6,31.6,76.07999999999993,33.3,33.0,66.6,1.0,4,Maryland,110.06311612092,94.177109117371,0.85724374187283,52.6,48.5,32.6,25.6,16.8,16.9,20.9,24.8,52.8,46.4,34.9,34.3,66.96000000000026,43.0,41.8,66.3,2.0,8
1.0,Michigan,117.66756726568,90.811137365481,0.95163647004007,54.9,44.9,28.9,24.5,16.3,15.1,29.4,24.8,53.3,42.3,38.7,33.5,216.48000000000002,33.9,32.7,67.8,6.0,1,TX Southern,97.923519616447,103.17495365152,0.35417150864144,48.3,46.5,38.9,33.8,21.5,19.4,32.9,26.4,51.0,45.2,27.7,32.4,-457.89999999999986,27.8,37.9,72.5,0.0,56
0.0,TX Southern,97.923519616447,103.17495365152,0.35417150864144,48.3,46.5,38.9,33.8,21.5,19.4,32.9,26.4,51.0,45.2,27.7,32.4,-457.89999999999986,27.8,37.9,72.5,0.0,56,Michigan,117.66756726568,90.811137365481,0.95163647004007,54.9,44.9,28.9,24.5,16.3,15.1,29.4,24.8,53.3,42.3,38.7,33.5,216.48000000000002,33.9,32.7,67.8,6.0,1
1.0,Ohio,111.79271951471,100.95291042757,0.76367079448016,55.8,51.1,29.6,30.2,17.0,20.0,28.7,27.4,56.4,51.6,36.6,33.7,68.42000000000007,38.7,40.0,70.3,0.0,20,Virginia,114.873535621,93.895637703148,0.91043443046392,56.1,47.9,22.0,24.6,15.4,15.2,23.1,22.6,55.3,46.1,38.1,34.0,346.8299999999997,42.3,37.2,60.9,1.0,3
0.0,Virginia,114.873535621,93.895637703148,0.91043443046392,56.1,47.9,22.0,24.6,15.4,15.2,23.1,22.6,55.3,46.1,38.1,34.0,346.8299999999997,42.3,37.2,60.9,1.0,3,Ohio,111.79271951471,100.95291042757,0.76367079448016,55.8,51.1,29.6,30.2,17.0,20.0,28.7,27.4,56.4,51.6,36.6,33.7,68.42000000000007,38.7,40.0,70.3,0.0,20
